FIPS,Tract,County,State,measure,value
51199051100,Census Tract 511,York County,Virginia,Diesel PM,0.185953804
51199990100,Census Tract 9901,York County,Virginia,Diesel PM,
51550020001,Census Tract 200.01,Chesapeake City,Virginia,Diesel PM,0.280895869
51550020002,Census Tract 200.02,Chesapeake City,Virginia,Diesel PM,0.293007029
51550020003,Census Tract 200.03,Chesapeake City,Virginia,Diesel PM,0.272638437
51550020100,Census Tract 201,Chesapeake City,Virginia,Diesel PM,0.290339564
51550020200,Census Tract 202,Chesapeake City,Virginia,Diesel PM,0.587277701
51550020300,Census Tract 203,Chesapeake City,Virginia,Diesel PM,0.324939306
51550020400,Census Tract 204,Chesapeake City,Virginia,Diesel PM,0.292098028
51550020500,Census Tract 205,Chesapeake City,Virginia,Diesel PM,0.255694849
51550020600,Census Tract 206,Chesapeake City,Virginia,Diesel PM,0.298158157
51550020700,Census Tract 207,Chesapeake City,Virginia,Diesel PM,0.26164298
51550020804,Census Tract 208.04,Chesapeake City,Virginia,Diesel PM,0.158076682
51550020805,Census Tract 208.05,Chesapeake City,Virginia,Diesel PM,0.213522013
51550020808,Census Tract 208.08,Chesapeake City,Virginia,Diesel PM,0.263557865
51550020809,Census Tract 208.09,Chesapeake City,Virginia,Diesel PM,0.251710998
51550020810,Census Tract 208.10,Chesapeake City,Virginia,Diesel PM,0.196962427
51550020811,Census Tract 208.11,Chesapeake City,Virginia,Diesel PM,0.196962427
51550020812,Census Tract 208.12,Chesapeake City,Virginia,Diesel PM,0.234989775
51550020813,Census Tract 208.13,Chesapeake City,Virginia,Diesel PM,0.234989775
51550020814,Census Tract 208.14,Chesapeake City,Virginia,Diesel PM,0.234989775
51550020903,Census Tract 209.03,Chesapeake City,Virginia,Diesel PM,0.264662567
51550020905,Census Tract 209.05,Chesapeake City,Virginia,Diesel PM,0.259872799
51550020907,Census Tract 209.07,Chesapeake City,Virginia,Diesel PM,0.22103776
51550020908,Census Tract 209.08,Chesapeake City,Virginia,Diesel PM,0.22103776
51550020909,Census Tract 209.09,Chesapeake City,Virginia,Diesel PM,0.22103776
51550020910,Census Tract 209.10,Chesapeake City,Virginia,Diesel PM,0.22103776
51550020911,Census Tract 209.11,Chesapeake City,Virginia,Diesel PM,0.241275412
51550020912,Census Tract 209.12,Chesapeake City,Virginia,Diesel PM,0.241275412
51550021004,Census Tract 210.04,Chesapeake City,Virginia,Diesel PM,0.13413007
51550021005,Census Tract 210.05,Chesapeake City,Virginia,Diesel PM,0.168512509
51550021009,Census Tract 210.09,Chesapeake City,Virginia,Diesel PM,0.120778929
51550021010,Census Tract 210.10,Chesapeake City,Virginia,Diesel PM,0.164583871
51550021011,Census Tract 210.11,Chesapeake City,Virginia,Diesel PM,0.164720495
51550021012,Census Tract 210.12,Chesapeake City,Virginia,Diesel PM,0.157302462
51550021013,Census Tract 210.13,Chesapeake City,Virginia,Diesel PM,0.134475877
51550021014,Census Tract 210.14,Chesapeake City,Virginia,Diesel PM,0.134435889
51550021015,Census Tract 210.15,Chesapeake City,Virginia,Diesel PM,0.134435889
51550021016,Census Tract 210.16,Chesapeake City,Virginia,Diesel PM,0.134435889
51550021101,Census Tract 211.01,Chesapeake City,Virginia,Diesel PM,0.159394892
51550021103,Census Tract 211.03,Chesapeake City,Virginia,Diesel PM,0.109338397
51550021104,Census Tract 211.04,Chesapeake City,Virginia,Diesel PM,0.109338397
51550021200,Census Tract 212,Chesapeake City,Virginia,Diesel PM,0.10080772
51550021301,Census Tract 213.01,Chesapeake City,Virginia,Diesel PM,0.127989061
51550021303,Census Tract 213.03,Chesapeake City,Virginia,Diesel PM,0.171937766
51550021304,Census Tract 213.04,Chesapeake City,Virginia,Diesel PM,0.171937766
51550021305,Census Tract 213.05,Chesapeake City,Virginia,Diesel PM,0.171937766
51550021306,Census Tract 213.06,Chesapeake City,Virginia,Diesel PM,0.171937766
51550021401,Census Tract 214.01,Chesapeake City,Virginia,Diesel PM,0.214845831
51550021402,Census Tract 214.02,Chesapeake City,Virginia,Diesel PM,0.221058806
51550021403,Census Tract 214.03,Chesapeake City,Virginia,Diesel PM,0.236608775
51550021405,Census Tract 214.05,Chesapeake City,Virginia,Diesel PM,0.249562457
51550021406,Census Tract 214.06,Chesapeake City,Virginia,Diesel PM,0.249562457
51550021407,Census Tract 214.07,Chesapeake City,Virginia,Diesel PM,0.249562457
51550021503,Census Tract 215.03,Chesapeake City,Virginia,Diesel PM,0.214627014
51550021504,Census Tract 215.04,Chesapeake City,Virginia,Diesel PM,0.210689565
51550021505,Census Tract 215.05,Chesapeake City,Virginia,Diesel PM,0.210689565
51550021506,Census Tract 215.06,Chesapeake City,Virginia,Diesel PM,0.214627014
51550021507,Census Tract 215.07,Chesapeake City,Virginia,Diesel PM,0.214627014
51550021602,Census Tract 216.02,Chesapeake City,Virginia,Diesel PM,0.261774965
51550021603,Census Tract 216.03,Chesapeake City,Virginia,Diesel PM,0.212704139
51550021604,Census Tract 216.04,Chesapeake City,Virginia,Diesel PM,0.212704139
51550021605,Census Tract 216.05,Chesapeake City,Virginia,Diesel PM,0.212704139
51570830100,Census Tract 8301,Colonial Heights City,Virginia,Diesel PM,0.253870049
51570830200,Census Tract 8302,Colonial Heights City,Virginia,Diesel PM,0.219550598
51570830300,Census Tract 8303,Colonial Heights City,Virginia,Diesel PM,0.18227824
51570830400,Census Tract 8304,Colonial Heights City,Virginia,Diesel PM,0.228360902
51570830500,Census Tract 8305,Colonial Heights City,Virginia,Diesel PM,0.279510512
51590000100,Census Tract 1,Danville City,Virginia,Diesel PM,0.171155212
51590000200,Census Tract 2,Danville City,Virginia,Diesel PM,0.189367746
51590000300,Census Tract 3,Danville City,Virginia,Diesel PM,0.203304411
51590000400,Census Tract 4,Danville City,Virginia,Diesel PM,0.182207312
51590000500,Census Tract 5,Danville City,Virginia,Diesel PM,0.204368155
51590000600,Census Tract 6,Danville City,Virginia,Diesel PM,0.211592776
51590000700,Census Tract 7,Danville City,Virginia,Diesel PM,0.201029252
51590000800,Census Tract 8,Danville City,Virginia,Diesel PM,0.166297905
51590000900,Census Tract 9,Danville City,Virginia,Diesel PM,0.161834129
51590001000,Census Tract 10,Danville City,Virginia,Diesel PM,0.207089667
51590001100,Census Tract 11,Danville City,Virginia,Diesel PM,0.209217655
51590001200,Census Tract 12,Danville City,Virginia,Diesel PM,0.175796253
51590001301,Census Tract 13.01,Danville City,Virginia,Diesel PM,0.173878499
51590001302,Census Tract 13.02,Danville City,Virginia,Diesel PM,0.19313079
51590001400,Census Tract 14,Danville City,Virginia,Diesel PM,0.136402649
51590980100,Census Tract 9801,Danville City,Virginia,Diesel PM,0.16213006
51595890100,Census Tract 8901,Emporia City,Virginia,Diesel PM,0.25530934
51595890200,Census Tract 8902,Emporia City,Virginia,Diesel PM,0.241734034
51620090100,Census Tract 901,Franklin City,Virginia,Diesel PM,0.11398793
51620090200,Census Tract 902,Franklin City,Virginia,Diesel PM,0.159123271
51630000100,Census Tract 1,Fredericksburg City,Virginia,Diesel PM,0.491111609
51630000201,Census Tract 2.01,Fredericksburg City,Virginia,Diesel PM,0.411707885
51630000202,Census Tract 2.02,Fredericksburg City,Virginia,Diesel PM,0.411707885
51630000301,Census Tract 3.01,Fredericksburg City,Virginia,Diesel PM,0.489651883
51630000302,Census Tract 3.02,Fredericksburg City,Virginia,Diesel PM,0.367715384
51630000400,Census Tract 4,Fredericksburg City,Virginia,Diesel PM,0.419256707
51630000500,Census Tract 5,Fredericksburg City,Virginia,Diesel PM,0.306178353
51650010103,Census Tract 101.03,Hampton City,Virginia,Diesel PM,0.14308565
51650010104,Census Tract 101.04,Hampton City,Virginia,Diesel PM,0.169161374
51650010200,Census Tract 102,Hampton City,Virginia,Diesel PM,0.131657127
51650010304,Census Tract 103.04,Hampton City,Virginia,Diesel PM,0.168211853
51650010306,Census Tract 103.06,Hampton City,Virginia,Diesel PM,0.175365969
51650010307,Census Tract 103.07,Hampton City,Virginia,Diesel PM,0.159714944
51650010309,Census Tract 103.09,Hampton City,Virginia,Diesel PM,0.169559367
51650010310,Census Tract 103.10,Hampton City,Virginia,Diesel PM,0.175992835
51650010311,Census Tract 103.11,Hampton City,Virginia,Diesel PM,0.170865833
51650010312,Census Tract 103.12,Hampton City,Virginia,Diesel PM,0.173065289
51650010314,Census Tract 103.14,Hampton City,Virginia,Diesel PM,0.155805321
51650010315,Census Tract 103.15,Hampton City,Virginia,Diesel PM,0.183789805
51650010316,Census Tract 103.16,Hampton City,Virginia,Diesel PM,0.183789805
51650010400,Census Tract 104,Hampton City,Virginia,Diesel PM,0.183639182
51650010502,Census Tract 105.02,Hampton City,Virginia,Diesel PM,0.209544956
51650010503,Census Tract 105.03,Hampton City,Virginia,Diesel PM,0.192623416
51650010504,Census Tract 105.04,Hampton City,Virginia,Diesel PM,0.192623416
51650010601,Census Tract 106.01,Hampton City,Virginia,Diesel PM,0.193455165
51650010602,Census Tract 106.02,Hampton City,Virginia,Diesel PM,0.197555395
51650010701,Census Tract 107.01,Hampton City,Virginia,Diesel PM,0.182317592
51650010702,Census Tract 107.02,Hampton City,Virginia,Diesel PM,0.177534584
51650010703,Census Tract 107.03,Hampton City,Virginia,Diesel PM,0.154839653
51650010800,Census Tract 108,Hampton City,Virginia,Diesel PM,0.171681909
51650010900,Census Tract 109,Hampton City,Virginia,Diesel PM,0.183965005
51650011001,Census Tract 110.01,Hampton City,Virginia,Diesel PM,0.187864268
51650011002,Census Tract 110.02,Hampton City,Virginia,Diesel PM,0.187864268
51650011100,Census Tract 111,Hampton City,Virginia,Diesel PM,0.241836968
51650011200,Census Tract 112,Hampton City,Virginia,Diesel PM,0.188994183
51650011300,Census Tract 113,Hampton City,Virginia,Diesel PM,0.191233139
51650011400,Census Tract 114,Hampton City,Virginia,Diesel PM,0.187968779
51650011500,Census Tract 115,Hampton City,Virginia,Diesel PM,0.180259426
51650011600,Census Tract 116,Hampton City,Virginia,Diesel PM,0.183696227
51650011800,Census Tract 118,Hampton City,Virginia,Diesel PM,0.193810618
51650011900,Census Tract 119,Hampton City,Virginia,Diesel PM,0.185381538
51650012000,Census Tract 120,Hampton City,Virginia,Diesel PM,0.182260615
51650012100,Census Tract 121,Hampton City,Virginia,Diesel PM,0.152798256
51650990100,Census Tract 9901,Hampton City,Virginia,Diesel PM,
51670820100,Census Tract 8201,Hopewell City,Virginia,Diesel PM,0.197169766
51670820300,Census Tract 8203,Hopewell City,Virginia,Diesel PM,0.192018875
51670820400,Census Tract 8204,Hopewell City,Virginia,Diesel PM,0.203206404
51670820500,Census Tract 8205,Hopewell City,Virginia,Diesel PM,0.203031784
51670820600,Census Tract 8206,Hopewell City,Virginia,Diesel PM,0.208246962
51670820700,Census Tract 8207,Hopewell City,Virginia,Diesel PM,0.192328513
51670980100,Census Tract 9801,Hopewell City,Virginia,Diesel PM,
51680000100,Census Tract 1,Lynchburg City,Virginia,Diesel PM,0.137234867
51680000201,Census Tract 2.01,Lynchburg City,Virginia,Diesel PM,0.154964913
51680000203,Census Tract 2.03,Lynchburg City,Virginia,Diesel PM,0.219833822
51680000204,Census Tract 2.04,Lynchburg City,Virginia,Diesel PM,0.195610821
51680000205,Census Tract 2.05,Lynchburg City,Virginia,Diesel PM,0.195610821
51680000300,Census Tract 3,Lynchburg City,Virginia,Diesel PM,0.186663644
51680000400,Census Tract 4,Lynchburg City,Virginia,Diesel PM,0.18103933
51680000500,Census Tract 5,Lynchburg City,Virginia,Diesel PM,0.209946828
51680000600,Census Tract 6,Lynchburg City,Virginia,Diesel PM,0.211154173
51680000700,Census Tract 7,Lynchburg City,Virginia,Diesel PM,0.222442167
51680000801,Census Tract 8.01,Lynchburg City,Virginia,Diesel PM,0.224772093
51680000802,Census Tract 8.02,Lynchburg City,Virginia,Diesel PM,0.219031753
51680000901,Census Tract 9.01,Lynchburg City,Virginia,Diesel PM,0.221243947
51680000902,Census Tract 9.02,Lynchburg City,Virginia,Diesel PM,0.221243947
51680001000,Census Tract 10,Lynchburg City,Virginia,Diesel PM,0.228962285
51680001100,Census Tract 11,Lynchburg City,Virginia,Diesel PM,0.218792256
51680001400,Census Tract 14,Lynchburg City,Virginia,Diesel PM,0.223216899
51680001601,Census Tract 16.01,Lynchburg City,Virginia,Diesel PM,0.216186735
51680001602,Census Tract 16.02,Lynchburg City,Virginia,Diesel PM,0.216186735
51680001603,Census Tract 16.03,Lynchburg City,Virginia,Diesel PM,0.216186735
51680001700,Census Tract 17,Lynchburg City,Virginia,Diesel PM,0.208340956
51680001800,Census Tract 18,Lynchburg City,Virginia,Diesel PM,0.210484234
51680001900,Census Tract 19,Lynchburg City,Virginia,Diesel PM,0.22199909
51690000100,Census Tract 1,Martinsville City,Virginia,Diesel PM,0.134929943
51690000200,Census Tract 2,Martinsville City,Virginia,Diesel PM,0.145925688
51690000300,Census Tract 3,Martinsville City,Virginia,Diesel PM,0.132114778
51690000400,Census Tract 4,Martinsville City,Virginia,Diesel PM,0.133954139
51690000500,Census Tract 5,Martinsville City,Virginia,Diesel PM,0.120989432
51700030100,Census Tract 301,Newport News City,Virginia,Diesel PM,0.285381018
51700030300,Census Tract 303,Newport News City,Virginia,Diesel PM,0.192139252
51700030400,Census Tract 304,Newport News City,Virginia,Diesel PM,0.208936065
51700030500,Census Tract 305,Newport News City,Virginia,Diesel PM,0.194589744
51700030600,Census Tract 306,Newport News City,Virginia,Diesel PM,0.195679386
51700030800,Census Tract 308,Newport News City,Virginia,Diesel PM,0.200647418
51700030900,Census Tract 309,Newport News City,Virginia,Diesel PM,0.192862754
51700031100,Census Tract 311,Newport News City,Virginia,Diesel PM,0.22449353
51700031200,Census Tract 312,Newport News City,Virginia,Diesel PM,0.205500763
51700031300,Census Tract 313,Newport News City,Virginia,Diesel PM,0.180690476
51700031400,Census Tract 314,Newport News City,Virginia,Diesel PM,0.158713354
51700031500,Census Tract 315,Newport News City,Virginia,Diesel PM,0.148758929
51700031602,Census Tract 316.02,Newport News City,Virginia,Diesel PM,0.178008974
51700031603,Census Tract 316.03,Newport News City,Virginia,Diesel PM,0.17336678
51700031604,Census Tract 316.04,Newport News City,Virginia,Diesel PM,0.17336678
51700031701,Census Tract 317.01,Newport News City,Virginia,Diesel PM,0.13516373
51700031702,Census Tract 317.02,Newport News City,Virginia,Diesel PM,0.152903694
51700031800,Census Tract 318,Newport News City,Virginia,Diesel PM,0.127968592
51700031901,Census Tract 319.01,Newport News City,Virginia,Diesel PM,0.141090689
51700031902,Census Tract 319.02,Newport News City,Virginia,Diesel PM,0.16158303
51700032001,Census Tract 320.01,Newport News City,Virginia,Diesel PM,0.132644374
51700032002,Census Tract 320.02,Newport News City,Virginia,Diesel PM,0.141620634
51700032005,Census Tract 320.05,Newport News City,Virginia,Diesel PM,0.13855916
51700032006,Census Tract 320.06,Newport News City,Virginia,Diesel PM,0.161318701
51700032007,Census Tract 320.07,Newport News City,Virginia,Diesel PM,0.156179079
51700032113,Census Tract 321.13,Newport News City,Virginia,Diesel PM,0.19355689
51700032114,Census Tract 321.14,Newport News City,Virginia,Diesel PM,0.172656032
51700032117,Census Tract 321.17,Newport News City,Virginia,Diesel PM,0.223521232
51700032123,Census Tract 321.23,Newport News City,Virginia,Diesel PM,0.162611983
51700032124,Census Tract 321.24,Newport News City,Virginia,Diesel PM,0.175137602
51700032126,Census Tract 321.26,Newport News City,Virginia,Diesel PM,0.166767439
51700032128,Census Tract 321.28,Newport News City,Virginia,Diesel PM,0.211057425
51700032129,Census Tract 321.29,Newport News City,Virginia,Diesel PM,0.208527283
51700032130,Census Tract 321.30,Newport News City,Virginia,Diesel PM,0.18736578
51700032131,Census Tract 321.31,Newport News City,Virginia,Diesel PM,0.165256591
51700032132,Census Tract 321.32,Newport News City,Virginia,Diesel PM,0.191955109
51700032133,Census Tract 321.33,Newport News City,Virginia,Diesel PM,0.17269831
51700032134,Census Tract 321.34,Newport News City,Virginia,Diesel PM,0.17269831
51700032211,Census Tract 322.11,Newport News City,Virginia,Diesel PM,0.14141669
51700032212,Census Tract 322.12,Newport News City,Virginia,Diesel PM,0.191612141
51700032223,Census Tract 322.23,Newport News City,Virginia,Diesel PM,0.175751406
51700032225,Census Tract 322.25,Newport News City,Virginia,Diesel PM,0.192271835
51700032226,Census Tract 322.26,Newport News City,Virginia,Diesel PM,0.176234238
51700032227,Census Tract 322.27,Newport News City,Virginia,Diesel PM,0.154714839
51700032228,Census Tract 322.28,Newport News City,Virginia,Diesel PM,0.154714839
51700032300,Census Tract 323,Newport News City,Virginia,Diesel PM,0.151501025
51700032400,Census Tract 324,Newport News City,Virginia,Diesel PM,0.174410981
51710000100,Census Tract 1,Norfolk City,Virginia,Diesel PM,0.259283097
51710000201,Census Tract 2.01,Norfolk City,Virginia,Diesel PM,0.279984602
51710000202,Census Tract 2.02,Norfolk City,Virginia,Diesel PM,0.288032769
51710000300,Census Tract 3,Norfolk City,Virginia,Diesel PM,0.305385629
51710000400,Census Tract 4,Norfolk City,Virginia,Diesel PM,0.294812888
51710000500,Census Tract 5,Norfolk City,Virginia,Diesel PM,0.319073627
51710000600,Census Tract 6,Norfolk City,Virginia,Diesel PM,0.319591431
51710000700,Census Tract 7,Norfolk City,Virginia,Diesel PM,0.3233435
51710000800,Census Tract 8,Norfolk City,Virginia,Diesel PM,0.342326831
51710000901,Census Tract 9.01,Norfolk City,Virginia,Diesel PM,0.311839249
51710000902,Census Tract 9.02,Norfolk City,Virginia,Diesel PM,0.50329417
51710001100,Census Tract 11,Norfolk City,Virginia,Diesel PM,0.353040621
51710001200,Census Tract 12,Norfolk City,Virginia,Diesel PM,0.322882187
51710001300,Census Tract 13,Norfolk City,Virginia,Diesel PM,0.322053191
51710001400,Census Tract 14,Norfolk City,Virginia,Diesel PM,0.329997685
51710001500,Census Tract 15,Norfolk City,Virginia,Diesel PM,0.33123057
51710001600,Census Tract 16,Norfolk City,Virginia,Diesel PM,0.319688689
51710001700,Census Tract 17,Norfolk City,Virginia,Diesel PM,0.334519552
51710002000,Census Tract 20,Norfolk City,Virginia,Diesel PM,0.33139321
51710002100,Census Tract 21,Norfolk City,Virginia,Diesel PM,0.327400656
51710002200,Census Tract 22,Norfolk City,Virginia,Diesel PM,0.334642373
51710002300,Census Tract 23,Norfolk City,Virginia,Diesel PM,0.327224169
51710002400,Census Tract 24,Norfolk City,Virginia,Diesel PM,0.319768042
51710002500,Census Tract 25,Norfolk City,Virginia,Diesel PM,0.344310682
51710002600,Census Tract 26,Norfolk City,Virginia,Diesel PM,0.327622593
51710002700,Census Tract 27,Norfolk City,Virginia,Diesel PM,0.328583645
51710002800,Census Tract 28,Norfolk City,Virginia,Diesel PM,0.32183344
51710002900,Census Tract 29,Norfolk City,Virginia,Diesel PM,0.320372508
51710003000,Census Tract 30,Norfolk City,Virginia,Diesel PM,0.315313929
51710003100,Census Tract 31,Norfolk City,Virginia,Diesel PM,0.322084682
51710003200,Census Tract 32,Norfolk City,Virginia,Diesel PM,0.319606215
51710003300,Census Tract 33,Norfolk City,Virginia,Diesel PM,0.320811263
51710003400,Census Tract 34,Norfolk City,Virginia,Diesel PM,0.321073292
51710003501,Census Tract 35.01,Norfolk City,Virginia,Diesel PM,0.321999231
51710003600,Census Tract 36,Norfolk City,Virginia,Diesel PM,0.326047686
51710003700,Census Tract 37,Norfolk City,Virginia,Diesel PM,0.340378793
51710003800,Census Tract 38,Norfolk City,Virginia,Diesel PM,0.351826027
51710004001,Census Tract 40.01,Norfolk City,Virginia,Diesel PM,0.331646118
51710004002,Census Tract 40.02,Norfolk City,Virginia,Diesel PM,0.364982126
51710004100,Census Tract 41,Norfolk City,Virginia,Diesel PM,0.326931224
51710004200,Census Tract 42,Norfolk City,Virginia,Diesel PM,0.34761914
51710004300,Census Tract 43,Norfolk City,Virginia,Diesel PM,0.343082982
51710004400,Census Tract 44,Norfolk City,Virginia,Diesel PM,0.32939877
51710004500,Census Tract 45,Norfolk City,Virginia,Diesel PM,0.328064999
51710004600,Census Tract 46,Norfolk City,Virginia,Diesel PM,0.336640002
51710004700,Census Tract 47,Norfolk City,Virginia,Diesel PM,0.438391535
51710004800,Census Tract 48,Norfolk City,Virginia,Diesel PM,0.384666562
51710004900,Census Tract 49,Norfolk City,Virginia,Diesel PM,0.36337772
51710005000,Census Tract 50,Norfolk City,Virginia,Diesel PM,0.401320999
51710005100,Census Tract 51,Norfolk City,Virginia,Diesel PM,0.334110647
51710005500,Census Tract 55,Norfolk City,Virginia,Diesel PM,0.333126075
51710005601,Census Tract 56.01,Norfolk City,Virginia,Diesel PM,0.29317972
51710005602,Census Tract 56.02,Norfolk City,Virginia,Diesel PM,0.316141677
51710005701,Census Tract 57.01,Norfolk City,Virginia,Diesel PM,0.322738631
51710005702,Census Tract 57.02,Norfolk City,Virginia,Diesel PM,0.331260682
51710005800,Census Tract 58,Norfolk City,Virginia,Diesel PM,0.316961922
51710005901,Census Tract 59.01,Norfolk City,Virginia,Diesel PM,0.320543416
51710005902,Census Tract 59.02,Norfolk City,Virginia,Diesel PM,0.320372324
51710005903,Census Tract 59.03,Norfolk City,Virginia,Diesel PM,0.307831223
51710006000,Census Tract 60,Norfolk City,Virginia,Diesel PM,0.327470389
51710006100,Census Tract 61,Norfolk City,Virginia,Diesel PM,0.313468972
51710006200,Census Tract 62,Norfolk City,Virginia,Diesel PM,0.297042939
51710006400,Census Tract 64,Norfolk City,Virginia,Diesel PM,0.300223475
51710006501,Census Tract 65.01,Norfolk City,Virginia,Diesel PM,0.256421281
51710006502,Census Tract 65.02,Norfolk City,Virginia,Diesel PM,0.309086579
51710006601,Census Tract 66.01,Norfolk City,Virginia,Diesel PM,0.299211383
51710006602,Census Tract 66.02,Norfolk City,Virginia,Diesel PM,0.284371773
51710006603,Census Tract 66.03,Norfolk City,Virginia,Diesel PM,0.279859583
51710006604,Census Tract 66.04,Norfolk City,Virginia,Diesel PM,0.298023193
51710006605,Census Tract 66.05,Norfolk City,Virginia,Diesel PM,0.309860109
51710006606,Census Tract 66.06,Norfolk City,Virginia,Diesel PM,0.304624129
51710006607,Census Tract 66.07,Norfolk City,Virginia,Diesel PM,0.312744496
51710006800,Census Tract 68,Norfolk City,Virginia,Diesel PM,0.299165884
51710006901,Census Tract 69.01,Norfolk City,Virginia,Diesel PM,0.310204631
51710006902,Census Tract 69.02,Norfolk City,Virginia,Diesel PM,0.288692169
51710007001,Census Tract 70.01,Norfolk City,Virginia,Diesel PM,0.298758642
51710007002,Census Tract 70.02,Norfolk City,Virginia,Diesel PM,0.306726968
51710980100,Census Tract 9801,Norfolk City,Virginia,Diesel PM,
51710980200,Census Tract 9802,Norfolk City,Virginia,Diesel PM,0.311152122
51710980300,Census Tract 9803,Norfolk City,Virginia,Diesel PM,0.271539875
51710990000,Census Tract 9900,Norfolk City,Virginia,Diesel PM,
51730810100,Census Tract 8101,Petersburg City,Virginia,Diesel PM,0.336697037
51730810300,Census Tract 8103,Petersburg City,Virginia,Diesel PM,0.218014236
51730810400,Census Tract 8104,Petersburg City,Virginia,Diesel PM,0.217351016
51730810500,Census Tract 8105,Petersburg City,Virginia,Diesel PM,0.229818041
51730810600,Census Tract 8106,Petersburg City,Virginia,Diesel PM,0.28578994
51730810700,Census Tract 8107,Petersburg City,Virginia,Diesel PM,0.329412444
51730810900,Census Tract 8109,Petersburg City,Virginia,Diesel PM,0.31363647
51730811000,Census Tract 8110,Petersburg City,Virginia,Diesel PM,0.247804672
51730811100,Census Tract 8111,Petersburg City,Virginia,Diesel PM,0.210682407
51730811200,Census Tract 8112,Petersburg City,Virginia,Diesel PM,0.213744577
51730811300,Census Tract 8113,Petersburg City,Virginia,Diesel PM,0.33360049
51735340100,Census Tract 3401,Poquoson City,Virginia,Diesel PM,0.119844337
51735340200,Census Tract 3402,Poquoson City,Virginia,Diesel PM,0.124351677
51735340300,Census Tract 3403,Poquoson City,Virginia,Diesel PM,0.1143592
51735990100,Census Tract 9901,Poquoson City,Virginia,Diesel PM,
51740210200,Census Tract 2102,Portsmouth City,Virginia,Diesel PM,0.354405176
51740210300,Census Tract 2103,Portsmouth City,Virginia,Diesel PM,0.315016015
51740210400,Census Tract 2104,Portsmouth City,Virginia,Diesel PM,0.293990376
51740210500,Census Tract 2105,Portsmouth City,Virginia,Diesel PM,0.324793976
51740210600,Census Tract 2106,Portsmouth City,Virginia,Diesel PM,0.349518502
51740210900,Census Tract 2109,Portsmouth City,Virginia,Diesel PM,0.361670106
51740211100,Census Tract 2111,Portsmouth City,Virginia,Diesel PM,0.338697364
51740211400,Census Tract 2114,Portsmouth City,Virginia,Diesel PM,0.308950767
51740211500,Census Tract 2115,Portsmouth City,Virginia,Diesel PM,0.290253916
51740211600,Census Tract 2116,Portsmouth City,Virginia,Diesel PM,0.270978704
51740211700,Census Tract 2117,Portsmouth City,Virginia,Diesel PM,0.271120639
51740211800,Census Tract 2118,Portsmouth City,Virginia,Diesel PM,0.311587857
51740211900,Census Tract 2119,Portsmouth City,Virginia,Diesel PM,0.289487987
51740212000,Census Tract 2120,Portsmouth City,Virginia,Diesel PM,0.319414601
51740212100,Census Tract 2121,Portsmouth City,Virginia,Diesel PM,0.328516604
51740212300,Census Tract 2123,Portsmouth City,Virginia,Diesel PM,0.262285926
51740212400,Census Tract 2124,Portsmouth City,Virginia,Diesel PM,0.26249168
51740212500,Census Tract 2125,Portsmouth City,Virginia,Diesel PM,0.256459006
51740212600,Census Tract 2126,Portsmouth City,Virginia,Diesel PM,0.263832452
51740212701,Census Tract 2127.01,Portsmouth City,Virginia,Diesel PM,0.24481021
51740212702,Census Tract 2127.02,Portsmouth City,Virginia,Diesel PM,0.250265042
51740212801,Census Tract 2128.01,Portsmouth City,Virginia,Diesel PM,0.206121603
51740212802,Census Tract 2128.02,Portsmouth City,Virginia,Diesel PM,0.183203773
51740212900,Census Tract 2129,Portsmouth City,Virginia,Diesel PM,0.192645512
51740213001,Census Tract 2130.01,Portsmouth City,Virginia,Diesel PM,0.207584322
51740213002,Census Tract 2130.02,Portsmouth City,Virginia,Diesel PM,0.182795709
51740213101,Census Tract 2131.01,Portsmouth City,Virginia,Diesel PM,0.235716168
51740213103,Census Tract 2131.03,Portsmouth City,Virginia,Diesel PM,0.180742053
51740213104,Census Tract 2131.04,Portsmouth City,Virginia,Diesel PM,0.210598198
51740213200,Census Tract 2132,Portsmouth City,Virginia,Diesel PM,0.369552544
51740980100,Census Tract 9801,Portsmouth City,Virginia,Diesel PM,0.279940072
51760010201,Census Tract 102.01,Richmond City,Virginia,Diesel PM,0.360739153
51760010202,Census Tract 102.02,Richmond City,Virginia,Diesel PM,0.360739153
51760010300,Census Tract 103,Richmond City,Virginia,Diesel PM,0.263060292
51760010401,Census Tract 104.01,Richmond City,Virginia,Diesel PM,0.324024503
51760010402,Census Tract 104.02,Richmond City,Virginia,Diesel PM,0.369659546
51760010500,Census Tract 105,Richmond City,Virginia,Diesel PM,0.318633367
51760010600,Census Tract 106,Richmond City,Virginia,Diesel PM,0.406042852
51760010700,Census Tract 107,Richmond City,Virginia,Diesel PM,0.361536301
51760010800,Census Tract 108,Richmond City,Virginia,Diesel PM,0.328246853
51760010900,Census Tract 109,Richmond City,Virginia,Diesel PM,0.379256193
51760011000,Census Tract 110,Richmond City,Virginia,Diesel PM,0.415086901
51760011100,Census Tract 111,Richmond City,Virginia,Diesel PM,0.418916683
51760020100,Census Tract 201,Richmond City,Virginia,Diesel PM,0.375256457
51760020200,Census Tract 202,Richmond City,Virginia,Diesel PM,0.309986278
51760020300,Census Tract 203,Richmond City,Virginia,Diesel PM,0.31128425
51760020400,Census Tract 204,Richmond City,Virginia,Diesel PM,0.366743801
51760020501,Census Tract 205.01,Richmond City,Virginia,Diesel PM,0.338430931
