FIPS,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
51097,King And Queen County,Virginia,0.1880069524913094,0.007159904534606206,0.011773100249732429,0.0,0.17207415990730013,0.8255440599357831,0.00784873349982162,0.0,209200.0,1308.0,1041.0,0.31680342490189084,0.2474437627811861
51099,King George County,Virginia,0.07835675253708041,0.00853932584269663,0.051455796717840126,0.005757220921155348,0.05191256830601093,0.7491794600317628,0.013340391741662256,0.006881948120698782,327500.0,1942.0,1403.0,0.09994706193753311,0.28788518362178134
51101,King William County,Virginia,0.08721248630887185,0.0227198608544407,0.046197690115494225,0.007940854326396496,0.03696604600219058,0.8696565171741413,0.0050997450127493625,0.0019499025048747563,217600.0,1449.0,1014.0,0.2545372731363432,0.1956271576524741
51103,Lancaster County,Virginia,0.30279044808156697,0.014434033932641175,0.02867038676159323,0.02441642071371076,0.04896699758518916,0.8037329228401,0.009620935154897056,0.0,241400.0,1400.0,890.0,0.2622666923224938,0.19117647058823528
51109,Louisa County,Virginia,0.18478947670745016,0.018006278505005035,0.028819052987598646,0.025216841863403987,0.09253834223677408,0.8101747463359639,0.019095264937993236,0.0005636978579481398,239300.0,1419.0,1046.0,0.17340755355129656,0.3233110616184113
51111,Lunenburg County,Virginia,0.2680272108843537,0.021968365553602813,0.05645910780669145,0.007653061224489796,0.23129251700680273,0.6872676579925651,0.006737918215613383,0.0,116600.0,1154.0,714.0,0.4196096654275093,0.24814264487369986
51115,Mathews County,Virginia,0.3533260632497274,0.0,0.005902192242833052,0.0027262813522355507,0.08760450745183569,0.8414839797639123,0.005340078695896571,0.0193929173693086,283300.0,1525.0,1063.0,0.2751545812254075,0.19326241134751773
51117,Mecklenburg County,Virginia,0.33405251802346997,0.026217228464419477,0.06029237455551165,0.015102878492869547,0.20744093037941377,0.7112603713947057,0.011141841169498222,0.014618727775582773,146200.0,1202.0,719.0,0.31639668115369424,0.2649151614668856
51119,Middlesex County,Virginia,0.35733333333333334,0.007120605251446373,0.025114653854553397,0.005333333333333333,0.11312280701754386,0.8440707578073815,0.0355972919851496,0.022057217733129506,265200.0,1379.0,939.0,0.2834680061148722,0.15126050420168066
51127,New Kent County,Virginia,0.06872967821504652,0.012413672523822012,0.029015169756802312,0.0,0.03565422132526068,0.8991090777751023,0.013604623163977847,0.016494100650132435,309000.0,1868.0,1101.0,0.15049361907055137,0.4331742243436754
51131,Northampton County,Virginia,0.2813688212927757,0.02924097884695147,0.04402872260015117,0.026615969581749048,0.10252580119500272,0.626984126984127,0.016061980347694634,0.005668934240362812,191900.0,1391.0,694.0,0.18556311413454274,0.207193515704154
51133,Northumberland County,Virginia,0.4294458045849099,0.06587124036788466,0.0434952213770236,0.0,0.09425773425328289,0.8903842402964697,0.005461283401599376,0.007411741759313439,282600.0,1477.0,977.0,0.20499317339574796,0.1494661921708185
51135,Nottoway County,Virginia,0.2003313752071095,0.043631245601688955,0.07402524015822189,0.008886880554300347,0.11854194908871818,0.712563571294029,0.016952345074401957,0.001130156338293464,156600.0,1271.0,765.0,0.3286871350536824,0.19724770642201836
51143,Pittsylvania County,Virginia,0.16836390612355004,0.02103309619548407,0.06114422414142643,0.016455354734286484,0.19459805772862152,0.7656002919352877,0.019583992215058996,0.005960345456757086,129000.0,1055.0,770.0,0.2701617808052549,0.28783947413942224
51145,Powhatan County,Virginia,0.060709592641261495,0.006640197152245345,0.025461667599328483,0.00026281208935611036,0.021813403416557162,0.9148479761238575,0.003171050177205745,0.0,309200.0,1774.0,1114.0,0.09354598022756944,0.15772179627601315
51147,Prince Edward County,Virginia,0.21998026099353,0.027609135588320323,0.06185856881765781,0.06733194429213729,0.1578023906130058,0.6166174609869254,0.01124701251230142,0.0026711654716715873,160800.0,1123.0,752.0,0.26205539153662305,0.30986431976530987
51149,Prince George County,Virginia,0.05642420122365738,0.024371931850996245,0.07949087415946206,0.0499282423143742,0.04713346929526399,0.7040505923791226,0.009446045469100224,0.0008005123278898495,231000.0,1568.0,1394.0,0.11655459494076204,0.27779280497700837
51159,Richmond County,Virginia,0.2854600915099136,0.003517748640869843,0.015652792600498042,0.04245043213014743,0.13751906456532792,0.6748488082532906,0.001422981145499822,0.0,195600.0,1362.0,861.0,0.25044468160796873,0.12253829321663019
51175,Southampton County,Virginia,0.13527197195897703,0.02009273570324575,0.05524695991592854,0.0024665714656627287,0.1661690250551733,0.7596456988440174,0.018015313016063655,0.014712505629785318,183100.0,1366.0,817.0,0.18150427863684127,0.2161149281698938
51177,Spotsylvania County,Virginia,0.0614857590290692,0.016618592324699474,0.05203987985983648,0.06982480180092003,0.034589409807184106,0.7848531620223594,0.01845903554146504,0.0016686133822793258,309000.0,1865.0,1556.0,0.06818371433338899,0.31003393116820166
51179,Stafford County,Virginia,0.04770246597493599,0.009511032000106268,0.06729466938891022,0.06566307967736347,0.023254470903035788,0.7812973781560169,0.01762720087327417,0.0021023267096565526,370000.0,2305.0,1647.0,0.041622025915219685,0.25362787688326094
51181,Surry County,Virginia,0.20234604105571846,0.00513973658849984,0.07794117647058824,0.007331378299120235,0.12639296187683285,0.7356617647058824,0.027941176470588237,0.0,207200.0,1409.0,943.0,0.2724264705882353,0.17524339360222532
51183,Sussex County,Virginia,0.21291711517761033,0.053429929816617615,0.06318380743982495,0.011194833153928956,0.2023681377825619,0.7221006564551422,0.012035010940919038,0.0008205689277899343,129600.0,1195.0,868.0,0.2584792122538293,0.2618110236220472
51193,Westmoreland County,Virginia,0.2894404332129964,0.019774404679014066,0.0668106185697955,0.008032490974729242,0.08592057761732852,0.7546043439603709,0.019814556077734028,0.0050806554045471864,211200.0,1330.0,908.0,0.24018798424996823,0.2851966873706004
51199,York County,Virginia,0.08120725219845837,0.01613675827794743,0.06731261569971247,0.09419896500560923,0.012231751890855137,0.7254322738193706,0.011382882350624287,0.005199101973295522,344800.0,2028.0,1622.0,0.08736066800582931,0.2712666762300961
51550,Chesapeake City,Virginia,0.049151911522305525,0.019918571357640556,0.08723563687606947,0.08165044930079225,0.01698303823044611,0.7266281189536197,0.015445181349468198,0.0031203516267209468,291700.0,1939.0,1328.0,0.07138782951025013,0.3501206889498016
51570,Colonial Heights City,Virginia,0.07919082274577526,0.02120141342756184,0.10113864701942397,0.05439743431602319,0.0035771555445910943,0.6602813127930341,0.01433355659745479,0.0,188900.0,1375.0,1075.0,0.15164099129269926,0.3391167192429022
51590,Danville City,Virginia,0.1650197628458498,0.055907497386063106,0.09585798816568047,0.12109234638878907,0.037369744879626306,0.5096826250672405,0.018450779989241526,0.0,91800.0,1100.0,733.0,0.2750941366325982,0.3194733955019199
51595,Emporia City,Virginia,0.19828203292770222,0.04390471742176553,0.14821428571428572,0.05189692197566213,0.02934860415175376,0.4044642857142857,0.0,0.0035714285714285713,104500.0,1214.0,841.0,0.20937499999999998,0.2826086956521739
51620,Franklin City,Virginia,0.10417741103661682,0.04048824054778208,0.09124928036845135,0.036101083032490974,0.011346054667354307,0.5187104202648244,0.03281519861830743,0.006620610247553253,178800.0,1489.0,851.0,0.20437535981577437,0.37559808612440193
51630,Fredericksburg City,Virginia,0.06379065295543851,0.04383638140443948,0.07099482050366136,0.3140205668422373,0.0031769918903101746,0.3919449901768173,0.02250401857474549,0.0037506697624575818,382400.0,2182.0,1355.0,0.11653866761921772,0.27669261271846085
51650,Hampton City,Virginia,0.08148529340816622,0.0338737474644257,0.09960431402759297,0.12199475740958139,0.016805236157792322,0.5559738076896141,0.017123047832481267,0.0022235450661811052,191000.0,1549.0,1159.0,0.13390293437915823,0.3590158116793502
51670,Hopewell City,Virginia,0.10832130832130832,0.012309618193198415,0.10055022116733196,0.08667628667628667,0.01317941317941318,0.4975725536735354,0.02729528535980149,0.0,127300.0,1066.0,957.0,0.14694141762865465,0.36353875885763365
51680,Lynchburg City,Virginia,0.13966762790974224,0.051443134001066794,0.08200006911088842,0.1806938787644558,0.009245771025953564,0.4909637513390235,0.021320709077715196,0.000863886105255883,169000.0,1208.0,928.0,0.11223608279484432,0.30853302559228835
51690,Martinsville City,Virginia,0.1994338287331918,0.0693293142426526,0.10944130127298445,0.0927105449398443,0.014154281670205236,0.5770862800565771,0.0,0.0,77600.0,945.0,685.0,0.19766619519094764,0.3210702341137124
51700,Newport News City,Virginia,0.07978579675256085,0.053933616630297464,0.10728490963935827,0.19125991795426073,0.026419219337247293,0.47513413950508526,0.02374469448226155,0.014922185739836096,204900.0,1571.0,1118.0,0.18762179333173168,0.31161631573593734
51710,Norfolk City,Virginia,0.07994294035483966,0.05668284877906871,0.09854969475758261,0.18711799260998346,0.008222136368589457,0.43540381364600494,0.02174919517210935,0.0037684249060585505,223300.0,1648.0,1114.0,0.1389149089656212,0.338781036652809
51730,Petersburg City,Virginia,0.18982804010530444,0.07366055754511622,0.09810564159292036,0.20181482103848092,0.027894471517392036,0.35923672566371684,0.014103982300884955,0.005254424778761062,119200.0,1237.0,1023.0,0.21805862831858402,0.33955545964609407
51735,Poquoson City,Virginia,0.05890746025275173,0.0022102936532996525,0.037037037037037035,0.03220546269873624,0.009987770077456177,0.8191466320121291,0.0028156811782542777,0.0,358700.0,2212.0,1475.0,0.08447043534762833,0.19041916167664671
51740,Portsmouth City,Virginia,0.10204034098849397,0.053737941196785856,0.09270355095582704,0.0840126706107048,0.0061722644058322075,0.5567141337898477,0.021373174590823024,0.00324228983477291,182700.0,1524.0,1116.0,0.1527248203771432,0.35664131070801636
51760,Richmond City,Virginia,0.10345296850050806,0.06728733557769062,0.07330425719229719,0.24047394396864566,0.005706561184497024,0.4337640784853422,0.018133797472197205,0.003430444945912306,263000.0,1608.0,1132.0,0.18845184727942443,0.3439130745585817
51800,Suffolk City,Virginia,0.07290707766760475,0.032191231509534846,0.07353400096456637,0.08345388075011179,0.024749480550222247,0.6973531164004653,0.020709807370421857,0.005645550228375273,273600.0,1921.0,1266.0,0.14715311072654547,0.34326959130108736
51810,Virginia Beach City,Virginia,0.06417459973465407,0.017648788273342014,0.07228065022649481,0.11390317516531263,0.011422560746774356,0.6495374083571501,0.012934491601052834,0.0027281045603967332,295900.0,1888.0,1433.0,0.07130915129401394,0.2911455647240846
51830,Williamsburg City,Virginia,0.15969046781568766,0.03830495928941525,0.07095018836333193,0.18589518114667605,0.0012310939148786493,0.5156969443281708,0.013394725826705735,0.0,328700.0,1625.0,1204.0,0.14985349518627045,0.3634399308556612
