FIPS,Tract,County,State,measure,value
51650010400,Census Tract 104,Hampton City,Virginia,18 to 64,0.5834844239327509
51650010502,Census Tract 105.02,Hampton City,Virginia,18 to 64,0.7153488372093023
51650010503,Census Tract 105.03,Hampton City,Virginia,18 to 64,0.6469248291571754
51650010504,Census Tract 105.04,Hampton City,Virginia,18 to 64,0.4333804143126177
51650010601,Census Tract 106.01,Hampton City,Virginia,18 to 64,0.7144607843137255
51650010602,Census Tract 106.02,Hampton City,Virginia,18 to 64,0.6003726129482999
51650010701,Census Tract 107.01,Hampton City,Virginia,18 to 64,0.5424118548799183
51650010702,Census Tract 107.02,Hampton City,Virginia,18 to 64,0.6797097693703031
51650010703,Census Tract 107.03,Hampton City,Virginia,18 to 64,0.6225905936777179
51650010800,Census Tract 108,Hampton City,Virginia,18 to 64,0.6080049515164019
51650010900,Census Tract 109,Hampton City,Virginia,18 to 64,0.4871111111111111
51650011001,Census Tract 110.01,Hampton City,Virginia,18 to 64,0.7030527289546716
51650011002,Census Tract 110.02,Hampton City,Virginia,18 to 64,0.5684141114408177
51650011100,Census Tract 111,Hampton City,Virginia,18 to 64,0.46136363636363636
51650011200,Census Tract 112,Hampton City,Virginia,18 to 64,0.6547149515955539
51650011300,Census Tract 113,Hampton City,Virginia,18 to 64,0.5882352941176471
51650011400,Census Tract 114,Hampton City,Virginia,18 to 64,0.9361080686381891
51650011500,Census Tract 115,Hampton City,Virginia,18 to 64,0.5856410256410256
51650011600,Census Tract 116,Hampton City,Virginia,18 to 64,0.6623735050597976
51650011800,Census Tract 118,Hampton City,Virginia,18 to 64,0.5856396361525062
51650011900,Census Tract 119,Hampton City,Virginia,18 to 64,0.5759545085296507
51650012000,Census Tract 120,Hampton City,Virginia,18 to 64,0.5910355486862442
51650012100,Census Tract 121,Hampton City,Virginia,18 to 64,0.5736634003782018
51650990100,Census Tract 9901,Hampton City,Virginia,18 to 64,
51670820100,Census Tract 8201,Hopewell City,Virginia,18 to 64,0.6074120603015075
51670820300,Census Tract 8203,Hopewell City,Virginia,18 to 64,0.5488668555240793
51670820400,Census Tract 8204,Hopewell City,Virginia,18 to 64,0.601868255757771
51670820500,Census Tract 8205,Hopewell City,Virginia,18 to 64,0.6639242084268262
51670820600,Census Tract 8206,Hopewell City,Virginia,18 to 64,0.5733164373642288
51670820700,Census Tract 8207,Hopewell City,Virginia,18 to 64,0.5685314685314685
51670980100,Census Tract 9801,Hopewell City,Virginia,18 to 64,
51680000100,Census Tract 1,Lynchburg City,Virginia,18 to 64,0.5258183494698018
51680000201,Census Tract 2.01,Lynchburg City,Virginia,18 to 64,0.5808057240628403
51680000203,Census Tract 2.03,Lynchburg City,Virginia,18 to 64,0.9729473184622687
51680000204,Census Tract 2.04,Lynchburg City,Virginia,18 to 64,0.6622451486121346
51680000205,Census Tract 2.05,Lynchburg City,Virginia,18 to 64,0.5763500931098696
51680000300,Census Tract 3,Lynchburg City,Virginia,18 to 64,0.5244399185336049
51680000400,Census Tract 4,Lynchburg City,Virginia,18 to 64,0.6247723132969034
51680000500,Census Tract 5,Lynchburg City,Virginia,18 to 64,0.8983050847457628
51680000600,Census Tract 6,Lynchburg City,Virginia,18 to 64,0.664119804400978
51680000700,Census Tract 7,Lynchburg City,Virginia,18 to 64,0.6257802746566792
51680000801,Census Tract 8.01,Lynchburg City,Virginia,18 to 64,0.728585657370518
51680000802,Census Tract 8.02,Lynchburg City,Virginia,18 to 64,0.7872408293460925
51680000901,Census Tract 9.01,Lynchburg City,Virginia,18 to 64,0.5803735858984478
51680000902,Census Tract 9.02,Lynchburg City,Virginia,18 to 64,0.7404280976786253
51680001000,Census Tract 10,Lynchburg City,Virginia,18 to 64,0.6483160621761658
51680001100,Census Tract 11,Lynchburg City,Virginia,18 to 64,0.5512094698919197
51680001400,Census Tract 14,Lynchburg City,Virginia,18 to 64,0.9787544599416154
51680001601,Census Tract 16.01,Lynchburg City,Virginia,18 to 64,0.6614420062695925
51680001602,Census Tract 16.02,Lynchburg City,Virginia,18 to 64,0.7704280155642024
51680001603,Census Tract 16.03,Lynchburg City,Virginia,18 to 64,0.6915176873335869
51680001700,Census Tract 17,Lynchburg City,Virginia,18 to 64,0.5916338398049147
51680001800,Census Tract 18,Lynchburg City,Virginia,18 to 64,0.604943443653121
51680001900,Census Tract 19,Lynchburg City,Virginia,18 to 64,0.6201980198019802
51690000100,Census Tract 1,Martinsville City,Virginia,18 to 64,0.5753554502369668
51690000200,Census Tract 2,Martinsville City,Virginia,18 to 64,0.5651237890204521
51690000300,Census Tract 3,Martinsville City,Virginia,18 to 64,0.6575539568345323
51690000400,Census Tract 4,Martinsville City,Virginia,18 to 64,0.5230322814653608
51690000500,Census Tract 5,Martinsville City,Virginia,18 to 64,0.5428669410150891
51700030100,Census Tract 301,Newport News City,Virginia,18 to 64,0.7773530817009078
51700030300,Census Tract 303,Newport News City,Virginia,18 to 64,0.6223949718822361
51700030400,Census Tract 304,Newport News City,Virginia,18 to 64,0.5608294930875576
51700030500,Census Tract 305,Newport News City,Virginia,18 to 64,0.7479557479557479
51700030600,Census Tract 306,Newport News City,Virginia,18 to 64,0.574241617881852
51700030800,Census Tract 308,Newport News City,Virginia,18 to 64,0.6154639175257732
51700030900,Census Tract 309,Newport News City,Virginia,18 to 64,0.5836734693877551
51700031100,Census Tract 311,Newport News City,Virginia,18 to 64,0.5660269263821255
51700031200,Census Tract 312,Newport News City,Virginia,18 to 64,0.7032913843175218
51700031300,Census Tract 313,Newport News City,Virginia,18 to 64,0.6354258121158911
51700031400,Census Tract 314,Newport News City,Virginia,18 to 64,0.6220113159335645
51700031500,Census Tract 315,Newport News City,Virginia,18 to 64,0.6483655409066281
51700031602,Census Tract 316.02,Newport News City,Virginia,18 to 64,0.5423851878743874
51700031603,Census Tract 316.03,Newport News City,Virginia,18 to 64,0.6160313901345291
51700031604,Census Tract 316.04,Newport News City,Virginia,18 to 64,0.6904118838622553
51700031701,Census Tract 317.01,Newport News City,Virginia,18 to 64,0.8137349397590361
51700031702,Census Tract 317.02,Newport News City,Virginia,18 to 64,0.6491605682307361
51700031800,Census Tract 318,Newport News City,Virginia,18 to 64,0.5343976777939042
51700031901,Census Tract 319.01,Newport News City,Virginia,18 to 64,0.6358040523211079
51700031902,Census Tract 319.02,Newport News City,Virginia,18 to 64,0.60959760059985
51700032001,Census Tract 320.01,Newport News City,Virginia,18 to 64,0.5611009174311926
51700032002,Census Tract 320.02,Newport News City,Virginia,18 to 64,0.6571691176470589
51700032005,Census Tract 320.05,Newport News City,Virginia,18 to 64,0.6455696202531646
51700032006,Census Tract 320.06,Newport News City,Virginia,18 to 64,0.6108108108108108
51700032007,Census Tract 320.07,Newport News City,Virginia,18 to 64,0.6127819548872181
51700032113,Census Tract 321.13,Newport News City,Virginia,18 to 64,0.5969062784349408
51700032114,Census Tract 321.14,Newport News City,Virginia,18 to 64,0.7247899159663865
51700032117,Census Tract 321.17,Newport News City,Virginia,18 to 64,0.5737959606421543
51700032123,Census Tract 321.23,Newport News City,Virginia,18 to 64,0.6583657587548638
51700032124,Census Tract 321.24,Newport News City,Virginia,18 to 64,0.6745350500715308
51700032126,Census Tract 321.26,Newport News City,Virginia,18 to 64,0.61271167802947
51700032128,Census Tract 321.28,Newport News City,Virginia,18 to 64,0.672566371681416
51700032129,Census Tract 321.29,Newport News City,Virginia,18 to 64,0.697274031563845
51700032130,Census Tract 321.30,Newport News City,Virginia,18 to 64,0.6538097939118926
51700032131,Census Tract 321.31,Newport News City,Virginia,18 to 64,0.6974253347064882
51700032132,Census Tract 321.32,Newport News City,Virginia,18 to 64,0.6512059369202227
51700032133,Census Tract 321.33,Newport News City,Virginia,18 to 64,0.5868077162414437
51700032134,Census Tract 321.34,Newport News City,Virginia,18 to 64,0.6100478468899522
51700032211,Census Tract 322.11,Newport News City,Virginia,18 to 64,0.5815005459366713
51700032212,Census Tract 322.12,Newport News City,Virginia,18 to 64,0.646921505690108
51700032223,Census Tract 322.23,Newport News City,Virginia,18 to 64,0.5549160671462829
51700032225,Census Tract 322.25,Newport News City,Virginia,18 to 64,0.5272363818090955
51700032226,Census Tract 322.26,Newport News City,Virginia,18 to 64,0.6464440479225083
51700032227,Census Tract 322.27,Newport News City,Virginia,18 to 64,0.6835443037974683
51700032228,Census Tract 322.28,Newport News City,Virginia,18 to 64,0.5687357816054599
51700032300,Census Tract 323,Newport News City,Virginia,18 to 64,0.7716280653950953
51700032400,Census Tract 324,Newport News City,Virginia,18 to 64,0.6477017937219731
51710000100,Census Tract 1,Norfolk City,Virginia,18 to 64,0.6769650159018628
51710000201,Census Tract 2.01,Norfolk City,Virginia,18 to 64,0.689453125
51710000202,Census Tract 2.02,Norfolk City,Virginia,18 to 64,0.6427394681101436
51710000300,Census Tract 3,Norfolk City,Virginia,18 to 64,0.5979992589848092
51710000400,Census Tract 4,Norfolk City,Virginia,18 to 64,0.7708871662360034
51710000500,Census Tract 5,Norfolk City,Virginia,18 to 64,0.642835412229997
51710000600,Census Tract 6,Norfolk City,Virginia,18 to 64,0.645298138109828
51710000700,Census Tract 7,Norfolk City,Virginia,18 to 64,0.6567270145544906
51710000800,Census Tract 8,Norfolk City,Virginia,18 to 64,0.6351774530271399
51710000901,Census Tract 9.01,Norfolk City,Virginia,18 to 64,0.6938916528468767
51710000902,Census Tract 9.02,Norfolk City,Virginia,18 to 64,0.9572060682680151
51710001100,Census Tract 11,Norfolk City,Virginia,18 to 64,0.8273051451859399
51710001200,Census Tract 12,Norfolk City,Virginia,18 to 64,0.6473645137342242
51710001300,Census Tract 13,Norfolk City,Virginia,18 to 64,0.7385383567862006
51710001400,Census Tract 14,Norfolk City,Virginia,18 to 64,0.5535639849937474
51710001500,Census Tract 15,Norfolk City,Virginia,18 to 64,0.7315068493150685
51710001600,Census Tract 16,Norfolk City,Virginia,18 to 64,0.5612395474667978
51710001700,Census Tract 17,Norfolk City,Virginia,18 to 64,0.6784037558685446
51710002000,Census Tract 20,Norfolk City,Virginia,18 to 64,0.6893424036281179
51710002100,Census Tract 21,Norfolk City,Virginia,18 to 64,0.5949090909090909
51710002200,Census Tract 22,Norfolk City,Virginia,18 to 64,0.6595159515951595
51710002300,Census Tract 23,Norfolk City,Virginia,18 to 64,0.5945817490494296
51710002400,Census Tract 24,Norfolk City,Virginia,18 to 64,0.598687963491158
51710002500,Census Tract 25,Norfolk City,Virginia,18 to 64,0.9127555988315482
51710002600,Census Tract 26,Norfolk City,Virginia,18 to 64,0.9397475589426054
51710002700,Census Tract 27,Norfolk City,Virginia,18 to 64,0.6549269389284376
51710002800,Census Tract 28,Norfolk City,Virginia,18 to 64,0.6926167754897037
51710002900,Census Tract 29,Norfolk City,Virginia,18 to 64,0.7388335704125177
51710003000,Census Tract 30,Norfolk City,Virginia,18 to 64,0.6791294642857143
51710003100,Census Tract 31,Norfolk City,Virginia,18 to 64,0.6629603891591382
51710003200,Census Tract 32,Norfolk City,Virginia,18 to 64,0.6746478873239437
51710003300,Census Tract 33,Norfolk City,Virginia,18 to 64,0.6616512345679012
51710003400,Census Tract 34,Norfolk City,Virginia,18 to 64,0.6412979351032448
51710003501,Census Tract 35.01,Norfolk City,Virginia,18 to 64,0.551445446067765
51710003600,Census Tract 36,Norfolk City,Virginia,18 to 64,0.7277722277722277
51710003700,Census Tract 37,Norfolk City,Virginia,18 to 64,0.8662037037037037
51710003800,Census Tract 38,Norfolk City,Virginia,18 to 64,0.6805814386880358
51710004001,Census Tract 40.01,Norfolk City,Virginia,18 to 64,0.56309963099631
51710004002,Census Tract 40.02,Norfolk City,Virginia,18 to 64,0.7439900093662192
51710004100,Census Tract 41,Norfolk City,Virginia,18 to 64,0.4779906784049715
51710004200,Census Tract 42,Norfolk City,Virginia,18 to 64,0.4353693181818182
51710004300,Census Tract 43,Norfolk City,Virginia,18 to 64,0.5837182448036952
51710004400,Census Tract 44,Norfolk City,Virginia,18 to 64,0.5928192574459404
51710004500,Census Tract 45,Norfolk City,Virginia,18 to 64,0.6520026263952725
51710004600,Census Tract 46,Norfolk City,Virginia,18 to 64,0.5716455696202531
51710004700,Census Tract 47,Norfolk City,Virginia,18 to 64,0.9612147822905233
51710004800,Census Tract 48,Norfolk City,Virginia,18 to 64,0.4474885844748858
51710004900,Census Tract 49,Norfolk City,Virginia,18 to 64,0.820508166969147
51710005000,Census Tract 50,Norfolk City,Virginia,18 to 64,0.6512856639661853
51710005100,Census Tract 51,Norfolk City,Virginia,18 to 64,0.5175854327762535
51710005500,Census Tract 55,Norfolk City,Virginia,18 to 64,0.6108425414364641
51710005601,Census Tract 56.01,Norfolk City,Virginia,18 to 64,0.6977712466323781
51710005602,Census Tract 56.02,Norfolk City,Virginia,18 to 64,0.6746352064576219
51710005701,Census Tract 57.01,Norfolk City,Virginia,18 to 64,0.713073455316892
51710005702,Census Tract 57.02,Norfolk City,Virginia,18 to 64,0.6572379367720466
51710005800,Census Tract 58,Norfolk City,Virginia,18 to 64,0.5563063063063063
51710005901,Census Tract 59.01,Norfolk City,Virginia,18 to 64,0.6818553330608909
51710005902,Census Tract 59.02,Norfolk City,Virginia,18 to 64,0.7030174695606141
51710005903,Census Tract 59.03,Norfolk City,Virginia,18 to 64,0.6351351351351351
51710006000,Census Tract 60,Norfolk City,Virginia,18 to 64,0.6288960093212933
51710006100,Census Tract 61,Norfolk City,Virginia,18 to 64,0.6487053883834849
51710006200,Census Tract 62,Norfolk City,Virginia,18 to 64,0.6588397790055248
51710006400,Census Tract 64,Norfolk City,Virginia,18 to 64,0.6423722758127903
51710006501,Census Tract 65.01,Norfolk City,Virginia,18 to 64,0.6850393700787402
51710006502,Census Tract 65.02,Norfolk City,Virginia,18 to 64,0.6973649188182061
51710006601,Census Tract 66.01,Norfolk City,Virginia,18 to 64,0.5440613026819924
51710006602,Census Tract 66.02,Norfolk City,Virginia,18 to 64,0.5457425742574258
51710006603,Census Tract 66.03,Norfolk City,Virginia,18 to 64,0.6524606798579401
51710006604,Census Tract 66.04,Norfolk City,Virginia,18 to 64,0.6125204582651391
51710006605,Census Tract 66.05,Norfolk City,Virginia,18 to 64,0.6902006172839507
51710006606,Census Tract 66.06,Norfolk City,Virginia,18 to 64,0.658830443726124
51710006607,Census Tract 66.07,Norfolk City,Virginia,18 to 64,0.5861443598113892
51710006800,Census Tract 68,Norfolk City,Virginia,18 to 64,0.6513274336283186
51710006901,Census Tract 69.01,Norfolk City,Virginia,18 to 64,0.6947300771208226
51710006902,Census Tract 69.02,Norfolk City,Virginia,18 to 64,0.6918918918918919
51710007001,Census Tract 70.01,Norfolk City,Virginia,18 to 64,0.7299396031061259
51710007002,Census Tract 70.02,Norfolk City,Virginia,18 to 64,0.6683222958057395
51710980100,Census Tract 9801,Norfolk City,Virginia,18 to 64,
51710980200,Census Tract 9802,Norfolk City,Virginia,18 to 64,
51710980300,Census Tract 9803,Norfolk City,Virginia,18 to 64,
51710990000,Census Tract 9900,Norfolk City,Virginia,18 to 64,
51730810100,Census Tract 8101,Petersburg City,Virginia,18 to 64,0.603448275862069
51730810300,Census Tract 8103,Petersburg City,Virginia,18 to 64,0.6401920945696343
51730810400,Census Tract 8104,Petersburg City,Virginia,18 to 64,0.6666666666666666
51730810500,Census Tract 8105,Petersburg City,Virginia,18 to 64,0.5781204538842013
51730810600,Census Tract 8106,Petersburg City,Virginia,18 to 64,0.620711166562695
51730810700,Census Tract 8107,Petersburg City,Virginia,18 to 64,0.5112747353888634
51730810900,Census Tract 8109,Petersburg City,Virginia,18 to 64,0.506079027355623
51730811000,Census Tract 8110,Petersburg City,Virginia,18 to 64,0.6297610156833457
51730811100,Census Tract 8111,Petersburg City,Virginia,18 to 64,0.7117542823390431
51730811200,Census Tract 8112,Petersburg City,Virginia,18 to 64,0.61150512214342
51730811300,Census Tract 8113,Petersburg City,Virginia,18 to 64,0.655690537084399
51735340100,Census Tract 3401,Poquoson City,Virginia,18 to 64,0.5458660229330115
51735340200,Census Tract 3402,Poquoson City,Virginia,18 to 64,0.593063117564025
51735340300,Census Tract 3403,Poquoson City,Virginia,18 to 64,0.6132879045996593
51735990100,Census Tract 9901,Poquoson City,Virginia,18 to 64,
51740210200,Census Tract 2102,Portsmouth City,Virginia,18 to 64,0.6515817223198594
51740210300,Census Tract 2103,Portsmouth City,Virginia,18 to 64,0.5663716814159292
51740210400,Census Tract 2104,Portsmouth City,Virginia,18 to 64,0.644055944055944
51740210500,Census Tract 2105,Portsmouth City,Virginia,18 to 64,0.49382022471910114
51740210600,Census Tract 2106,Portsmouth City,Virginia,18 to 64,0.6505376344086021
51740210900,Census Tract 2109,Portsmouth City,Virginia,18 to 64,0.6771353096565894
51740211100,Census Tract 2111,Portsmouth City,Virginia,18 to 64,0.5546583850931677
51740211400,Census Tract 2114,Portsmouth City,Virginia,18 to 64,0.546064673581452
51740211500,Census Tract 2115,Portsmouth City,Virginia,18 to 64,0.5033524904214559
51740211600,Census Tract 2116,Portsmouth City,Virginia,18 to 64,0.5701888718734048
51740211700,Census Tract 2117,Portsmouth City,Virginia,18 to 64,0.5757184371972877
51740211800,Census Tract 2118,Portsmouth City,Virginia,18 to 64,0.5690834473324213
51740211900,Census Tract 2119,Portsmouth City,Virginia,18 to 64,0.6082779009608278
51740212000,Census Tract 2120,Portsmouth City,Virginia,18 to 64,0.5651604453176162
51740212100,Census Tract 2121,Portsmouth City,Virginia,18 to 64,0.4302486187845304
51740212300,Census Tract 2123,Portsmouth City,Virginia,18 to 64,0.6643021072397246
51740212400,Census Tract 2124,Portsmouth City,Virginia,18 to 64,0.706277447687936
51740212500,Census Tract 2125,Portsmouth City,Virginia,18 to 64,0.6700232378001549
51740212600,Census Tract 2126,Portsmouth City,Virginia,18 to 64,0.6177494199535963
51740212701,Census Tract 2127.01,Portsmouth City,Virginia,18 to 64,0.6266531027466938
51740212702,Census Tract 2127.02,Portsmouth City,Virginia,18 to 64,0.5814502529510961
51740212801,Census Tract 2128.01,Portsmouth City,Virginia,18 to 64,0.5887177435487098
51740212802,Census Tract 2128.02,Portsmouth City,Virginia,18 to 64,0.5873311597578016
51740212900,Census Tract 2129,Portsmouth City,Virginia,18 to 64,0.6875123298480963
51740213001,Census Tract 2130.01,Portsmouth City,Virginia,18 to 64,0.6156722760496346
51740213002,Census Tract 2130.02,Portsmouth City,Virginia,18 to 64,0.5966405890473999
51740213101,Census Tract 2131.01,Portsmouth City,Virginia,18 to 64,0.6231343283582089
51740213103,Census Tract 2131.03,Portsmouth City,Virginia,18 to 64,0.613388996570747
51740213104,Census Tract 2131.04,Portsmouth City,Virginia,18 to 64,0.6341358555460017
51740213200,Census Tract 2132,Portsmouth City,Virginia,18 to 64,0.7097118463180363
51740980100,Census Tract 9801,Portsmouth City,Virginia,18 to 64,1.0
51760010201,Census Tract 102.01,Richmond City,Virginia,18 to 64,0.729456384323641
51760010202,Census Tract 102.02,Richmond City,Virginia,18 to 64,0.4776470588235294
51760010300,Census Tract 103,Richmond City,Virginia,18 to 64,0.5216881594372802
51760010401,Census Tract 104.01,Richmond City,Virginia,18 to 64,0.6345890410958904
51760010402,Census Tract 104.02,Richmond City,Virginia,18 to 64,0.6659053833605221
51760010500,Census Tract 105,Richmond City,Virginia,18 to 64,0.5457317073170732
51760010600,Census Tract 106,Richmond City,Virginia,18 to 64,0.6654945054945055
51760010700,Census Tract 107,Richmond City,Virginia,18 to 64,0.7003699136868065
51760010800,Census Tract 108,Richmond City,Virginia,18 to 64,0.6152844923763481
51760010900,Census Tract 109,Richmond City,Virginia,18 to 64,0.7546164772727273
51760011000,Census Tract 110,Richmond City,Virginia,18 to 64,0.6428822495606327
51760011100,Census Tract 111,Richmond City,Virginia,18 to 64,0.7984801576132845
51760020100,Census Tract 201,Richmond City,Virginia,18 to 64,0.4865174985656913
51760020200,Census Tract 202,Richmond City,Virginia,18 to 64,0.427726519990537
51760020300,Census Tract 203,Richmond City,Virginia,18 to 64,0.6584158415841584
51760020400,Census Tract 204,Richmond City,Virginia,18 to 64,0.6863905325443787
51760020501,Census Tract 205.01,Richmond City,Virginia,18 to 64,0.9085785848465874
51760020502,Census Tract 205.02,Richmond City,Virginia,18 to 64,0.8452544704264099
51760020600,Census Tract 206,Richmond City,Virginia,18 to 64,0.772785622593068
51760020700,Census Tract 207,Richmond City,Virginia,18 to 64,0.7165883143049027
51760020800,Census Tract 208,Richmond City,Virginia,18 to 64,0.7706766917293233
51760020900,Census Tract 209,Richmond City,Virginia,18 to 64,0.7152082660639328
51760021000,Census Tract 210,Richmond City,Virginia,18 to 64,0.7395085066162571
51760021100,Census Tract 211,Richmond City,Virginia,18 to 64,0.6428985507246376
51760021200,Census Tract 212,Richmond City,Virginia,18 to 64,0.657694558221182
51760030100,Census Tract 301,Richmond City,Virginia,18 to 64,0.4275643285160381
51760030200,Census Tract 302,Richmond City,Virginia,18 to 64,0.7839919624916276
51760030501,Census Tract 305.01,Richmond City,Virginia,18 to 64,0.9854661467564694
51760030502,Census Tract 305.02,Richmond City,Virginia,18 to 64,0.9205265724037055
51760040201,Census Tract 402.01,Richmond City,Virginia,18 to 64,0.9639055992596021
51760040202,Census Tract 402.02,Richmond City,Virginia,18 to 64,0.9143708116157856
51760040300,Census Tract 403,Richmond City,Virginia,18 to 64,0.9740406320541761
51760040400,Census Tract 404,Richmond City,Virginia,18 to 64,0.7338076545632973
51760040500,Census Tract 405,Richmond City,Virginia,18 to 64,0.7918622848200313
51760040600,Census Tract 406,Richmond City,Virginia,18 to 64,0.8832662449683726
51760040700,Census Tract 407,Richmond City,Virginia,18 to 64,0.7934326078655976
51760040800,Census Tract 408,Richmond City,Virginia,18 to 64,0.8044117647058824
51760040900,Census Tract 409,Richmond City,Virginia,18 to 64,0.8165656565656566
51760041000,Census Tract 410,Richmond City,Virginia,18 to 64,0.7561752988047808
51760041100,Census Tract 411,Richmond City,Virginia,18 to 64,0.9011993146773273
51760041200,Census Tract 412,Richmond City,Virginia,18 to 64,0.9297153024911032
51760041300,Census Tract 413,Richmond City,Virginia,18 to 64,0.7719889672080907
51760041400,Census Tract 414,Richmond City,Virginia,18 to 64,0.6991506481895395
51760041600,Census Tract 416,Richmond City,Virginia,18 to 64,0.7383246849518161
51760050100,Census Tract 501,Richmond City,Virginia,18 to 64,0.6726050420168067
51760050200,Census Tract 502,Richmond City,Virginia,18 to 64,0.7088526685842123
51760050300,Census Tract 503,Richmond City,Virginia,18 to 64,0.6550151975683891
51760050400,Census Tract 504,Richmond City,Virginia,18 to 64,0.6162994053864987
51760050500,Census Tract 505,Richmond City,Virginia,18 to 64,0.7792737658098735
51760050600,Census Tract 506,Richmond City,Virginia,18 to 64,0.5277878677806029
51760060200,Census Tract 602,Richmond City,Virginia,18 to 64,0.7589285714285714
51760060400,Census Tract 604,Richmond City,Virginia,18 to 64,0.6494322789943228
51760060501,Census Tract 605.01,Richmond City,Virginia,18 to 64,0.75365141187926
51760060502,Census Tract 605.02,Richmond City,Virginia,18 to 64,0.6076688674454037
51760060600,Census Tract 606,Richmond City,Virginia,18 to 64,0.737749901999216
51760060700,Census Tract 607,Richmond City,Virginia,18 to 64,0.581025641025641
51760060800,Census Tract 608,Richmond City,Virginia,18 to 64,0.594774874930517
51760060900,Census Tract 609,Richmond City,Virginia,18 to 64,0.6362397820163488
51760061001,Census Tract 610.01,Richmond City,Virginia,18 to 64,0.7008867667121419
51760061002,Census Tract 610.02,Richmond City,Virginia,18 to 64,0.9510644180259884
51760070100,Census Tract 701,Richmond City,Virginia,18 to 64,0.6054347826086957
51760070300,Census Tract 703,Richmond City,Virginia,18 to 64,0.6975934135528816
51760070400,Census Tract 704,Richmond City,Virginia,18 to 64,0.6619473422752111
51760070601,Census Tract 706.01,Richmond City,Virginia,18 to 64,0.5377514012528849
51760070602,Census Tract 706.02,Richmond City,Virginia,18 to 64,0.6772747646795159
51760070700,Census Tract 707,Richmond City,Virginia,18 to 64,0.6242707117852976
51760070802,Census Tract 708.02,Richmond City,Virginia,18 to 64,0.600459242250287
51760070803,Census Tract 708.03,Richmond City,Virginia,18 to 64,0.6856486796785304
51760070804,Census Tract 708.04,Richmond City,Virginia,18 to 64,0.7160040093551621
51760070901,Census Tract 709.01,Richmond City,Virginia,18 to 64,0.6110288675055514
51760070902,Census Tract 709.02,Richmond City,Virginia,18 to 64,0.6237458193979933
51760071002,Census Tract 710.02,Richmond City,Virginia,18 to 64,0.5901101476447153
51760071003,Census Tract 710.03,Richmond City,Virginia,18 to 64,0.5775242923531897
51760071004,Census Tract 710.04,Richmond City,Virginia,18 to 64,0.537411250682687
51760071100,Census Tract 711,Richmond City,Virginia,18 to 64,0.7209730925175083
51800065100,Census Tract 651,Suffolk City,Virginia,18 to 64,0.5783760312635693
51800065200,Census Tract 652,Suffolk City,Virginia,18 to 64,0.6446961894953656
51800065301,Census Tract 653.01,Suffolk City,Virginia,18 to 64,0.6800804828973843
51800065302,Census Tract 653.02,Suffolk City,Virginia,18 to 64,0.6843112244897959
51800065401,Census Tract 654.01,Suffolk City,Virginia,18 to 64,0.6359504132231405
51800065402,Census Tract 654.02,Suffolk City,Virginia,18 to 64,0.4446074834922964
51800065500,Census Tract 655,Suffolk City,Virginia,18 to 64,0.5833333333333334
51800075103,Census Tract 751.03,Suffolk City,Virginia,18 to 64,0.5689243027888446
51800075104,Census Tract 751.04,Suffolk City,Virginia,18 to 64,0.5754249291784702
51800075105,Census Tract 751.05,Suffolk City,Virginia,18 to 64,0.6025848142164781
51800075106,Census Tract 751.06,Suffolk City,Virginia,18 to 64,0.723666729929778
51800075202,Census Tract 752.02,Suffolk City,Virginia,18 to 64,0.64749430523918
51800075203,Census Tract 752.03,Suffolk City,Virginia,18 to 64,0.7077922077922078
51800075205,Census Tract 752.05,Suffolk City,Virginia,18 to 64,0.6921119592875318
51800075206,Census Tract 752.06,Suffolk City,Virginia,18 to 64,0.7988782051282052
51800075207,Census Tract 752.07,Suffolk City,Virginia,18 to 64,0.611490329920364
51800075208,Census Tract 752.08,Suffolk City,Virginia,18 to 64,0.5278996865203762
51800075301,Census Tract 753.01,Suffolk City,Virginia,18 to 64,0.5324444444444445
51800075302,Census Tract 753.02,Suffolk City,Virginia,18 to 64,0.5857461024498887
51800075401,Census Tract 754.01,Suffolk City,Virginia,18 to 64,0.6463036741921204
51800075402,Census Tract 754.02,Suffolk City,Virginia,18 to 64,0.63484292125663
51800075404,Census Tract 754.04,Suffolk City,Virginia,18 to 64,0.5036443148688047
51800075405,Census Tract 754.05,Suffolk City,Virginia,18 to 64,0.5835502342529932
51800075406,Census Tract 754.06,Suffolk City,Virginia,18 to 64,0.586593873218077
51800075407,Census Tract 754.07,Suffolk City,Virginia,18 to 64,0.5269709543568465
51800075502,Census Tract 755.02,Suffolk City,Virginia,18 to 64,0.6349686119507091
51800075503,Census Tract 755.03,Suffolk City,Virginia,18 to 64,0.583304347826087
51800075504,Census Tract 755.04,Suffolk City,Virginia,18 to 64,0.5131086142322098
51800075601,Census Tract 756.01,Suffolk City,Virginia,18 to 64,0.5869143332409205
51800075602,Census Tract 756.02,Suffolk City,Virginia,18 to 64,0.6384505021520803
51800075701,Census Tract 757.01,Suffolk City,Virginia,18 to 64,0.5965189873417721
51800075702,Census Tract 757.02,Suffolk City,Virginia,18 to 64,0.5834510025416549
51800075703,Census Tract 757.03,Suffolk City,Virginia,18 to 64,0.5813492063492064
51800075801,Census Tract 758.01,Suffolk City,Virginia,18 to 64,0.6405451448040886
51800075802,Census Tract 758.02,Suffolk City,Virginia,18 to 64,0.5896629213483147
51800075803,Census Tract 758.03,Suffolk City,Virginia,18 to 64,0.5952743902439024
51810040000,Census Tract 400,Virginia Beach City,Virginia,18 to 64,0.7995669656665636
