FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
51149,"Prince George County, Virginia County",VA,Mortality,Black NH,Female,103.1,,,,,,,,,,,,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,Black NH,Male,174.9,,,,,,,,,,,66.4,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,White NH,All,142.8,,,,11.5,,,,,,,48.5,,10.6,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,White NH,Female,132.4,,,,,,,,,,,39.7,,,,,,,,
51149,"Prince George County, Virginia County",VA,Mortality,White NH,Male,158.6,,,,,,,,,,,58.3,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,All,All,197.0,,,,24.7,,,,,,,50.9,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,All,Female,160.9,,,,,,,,,,,42.4,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,All,Male,251.8,,,,,,,,,,,63.8,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Black NH,All,242.8,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Black NH,Female,186.1,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Black NH,Male,319.0,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,White NH,All,184.2,,,,,,,,,,,52.0,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,White NH,Female,155.8,,,,,,,,,,,,,,,,,,,
51159,"Richmond County, Virginia County",VA,Mortality,White NH,Male,233.3,,,,,,,,,,,70.2,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,All,All,155.8,,,,,,,,,,,40.8,,,,,11.9,,,
51175,"Southampton County, Virginia County",VA,Mortality,All,Female,121.7,,,,,,,,,,,33.0,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,All,Male,197.2,,,,,,,,,,,53.2,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Black NH,All,173.8,,,,,,,,,,,33.8,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Black NH,Female,171.4,,,,,,,,,,,,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Black NH,Male,185.6,,,,,,,,,,,,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,White NH,All,145.5,,,,,,,,,,,44.9,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,White NH,Female,98.8,,,,,,,,,,,35.6,,,,,,,,
51175,"Southampton County, Virginia County",VA,Mortality,White NH,Male,198.6,,,,,,,,,,,59.4,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,All,All,150.5,5.3,5.4,,13.8,,2.9,,2.5,6.6,4.5,36.7,,4.5,2.7,,12.1,,2.3,
51177,"Spotsylvania County, Virginia County",VA,Mortality,All,Female,130.3,,5.5,,14.6,3.6,,27.2,,,,32.5,,,,3.7,8.2,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,All,Male,175.6,10.7,5.1,,12.5,,5.0,,,10.6,6.3,41.7,,7.5,4.8,,16.6,13.8,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Black NH,All,131.4,,,,,,,,,,,19.9,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Black NH,Female,121.4,,,,,,,32.9,,,,,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Black NH,Male,146.8,,,,,,,,,,,,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Hispanic,All,113.6,,,,,,,,,,,,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Hispanic,Female,122.9,,,,,,,,,,,,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,White NH,All,157.8,5.6,6.2,,14.9,,3.1,,,7.4,3.9,40.6,,4.7,3.1,,12.9,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,White NH,Female,134.7,,6.0,,16.0,,,27.6,,,,35.6,,,,,7.8,,,
51177,"Spotsylvania County, Virginia County",VA,Mortality,White NH,Male,185.5,11.7,6.2,,13.1,,5.3,,,11.1,5.3,46.5,,7.6,,,18.9,11.9,,
51179,"Stafford County, Virginia County",VA,Mortality,All,All,143.8,4.5,5.5,,13.8,,3.7,,2.5,4.8,4.1,36.0,2.8,4.2,2.6,,13.2,,,
51179,"Stafford County, Virginia County",VA,Mortality,All,Female,126.5,,4.8,,13.9,,,17.1,,4.4,,32.4,,,,6.2,13.3,,,
51179,"Stafford County, Virginia County",VA,Mortality,All,Male,167.5,8.1,6.2,,13.2,,6.5,,,,5.7,40.9,,,,,13.2,18.3,,
51179,"Stafford County, Virginia County",VA,Mortality,Black NH,All,143.4,,,,16.1,,,,,,,32.5,,,,,14.7,,,
51179,"Stafford County, Virginia County",VA,Mortality,Black NH,Female,124.0,,,,,,,,,,,,,,,,,,,
51179,"Stafford County, Virginia County",VA,Mortality,Black NH,Male,175.3,,,,,,,,,,,46.4,,,,,,,,
51179,"Stafford County, Virginia County",VA,Mortality,Hispanic,All,68.8,,,,,,,,,,,,,,,,,,,
51179,"Stafford County, Virginia County",VA,Mortality,Hispanic,Female,65.9,,,,,,,,,,,,,,,,,,,
51179,"Stafford County, Virginia County",VA,Mortality,Hispanic,Male,71.2,,,,,,,,,,,,,,,,,,,
51179,"Stafford County, Virginia County",VA,Mortality,White NH,All,151.7,4.1,6.4,,13.6,,4.5,,,4.5,4.2,39.8,3.5,4.9,,,13.7,,,
51179,"Stafford County, Virginia County",VA,Mortality,White NH,Female,132.7,,6.4,,14.1,,,15.8,,,,37.0,,,,7.7,12.7,,,
51179,"Stafford County, Virginia County",VA,Mortality,White NH,Male,176.1,,6.7,,12.6,,8.1,,,,,43.4,,,,,14.9,18.8,,
51181,"Surry County, Virginia County",VA,Mortality,All,All,169.3,,,,,,,,,,,34.4,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,All,Female,141.2,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,All,Male,202.4,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Black NH,All,146.7,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Black NH,Male,217.0,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,White NH,All,187.1,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,White NH,Female,173.1,,,,,,,,,,,,,,,,,,,
51181,"Surry County, Virginia County",VA,Mortality,White NH,Male,212.4,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,All,All,213.6,,,,,,,,,,,78.6,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,All,Female,198.7,,,,,,,,,,,71.9,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,All,Male,236.1,,,,,,,,,,,84.1,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Black NH,All,178.1,,,,,,,,,,,50.9,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Black NH,Female,144.5,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Black NH,Male,236.0,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,White NH,All,244.5,,,,,,,,,,,102.7,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,White NH,Female,237.1,,,,,,,,,,,99.2,,,,,,,,
51183,"Sussex County, Virginia County",VA,Mortality,White NH,Male,251.6,,,,,,,,,,,102.8,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,All,All,175.6,,,,14.6,,,,,,,53.8,,,,,14.1,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,All,Female,140.9,,,,,,,,,,,41.9,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,All,Male,218.7,,,,22.3,,,,,,,67.8,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Black NH,All,181.4,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Black NH,Female,138.5,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Black NH,Male,236.1,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,White NH,All,181.6,,,,,,,,,,,61.9,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,White NH,Female,147.5,,,,,,,,,,,48.9,,,,,,,,
51193,"Westmoreland County, Virginia County",VA,Mortality,White NH,Male,225.7,,,,,,,,,,,77.4,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,All,All,119.1,,,,10.0,,,,,4.4,3.5,26.3,,3.8,,,11.4,,,
51199,"York County, Virginia County",VA,Mortality,All,Female,107.3,,,,7.7,,,16.1,,,,24.0,,,,6.7,10.6,,,
51199,"York County, Virginia County",VA,Mortality,All,Male,134.9,,,,12.9,,,,,,,29.4,,,,,11.7,15.1,,
51199,"York County, Virginia County",VA,Mortality,Black NH,All,90.9,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,Black NH,Female,71.7,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,Black NH,Male,118.6,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Mortality,White NH,All,128.1,,,,9.8,,,,,5.4,,28.5,,4.7,,,11.4,,,
51199,"York County, Virginia County",VA,Mortality,White NH,Female,116.8,,,,,,,18.3,,,,27.5,,,,,10.3,,,
51199,"York County, Virginia County",VA,Mortality,White NH,Male,143.1,,,,12.0,,,,,,,30.1,,,,,12.3,15.3,,
51550,"Chesapeake City, Virginia County",VA,Mortality,All,All,164.4,5.5,4.7,,14.5,,3.5,,3.1,5.2,5.6,38.5,1.5,5.8,3.5,,13.3,,2.7,
51550,"Chesapeake City, Virginia County",VA,Mortality,All,Female,140.7,2.8,4.3,,12.7,6.3,,23.9,,4.4,3.1,30.7,,3.9,,7.3,11.5,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,All,Male,199.8,9.5,5.2,,16.8,,6.2,,4.9,6.3,9.0,48.5,,8.6,5.7,,15.9,24.7,4.5,
51550,"Chesapeake City, Virginia County",VA,Mortality,Black NH,All,160.1,,,,16.0,,,,,,4.5,32.7,,,,,15.3,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,Black NH,Female,140.0,,,,11.4,10.0,,31.0,,,,25.4,,,,,13.0,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,Black NH,Male,195.9,,,,23.4,,,,,,,42.7,,,,,19.7,36.0,,
51550,"Chesapeake City, Virginia County",VA,Mortality,Hispanic,All,107.6,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,Hispanic,Male,182.9,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,White NH,All,172.0,6.2,5.4,,14.6,,3.9,,3.4,6.3,6.0,42.8,2.4,6.6,3.9,,12.6,,2.4,
51550,"Chesapeake City, Virginia County",VA,Mortality,White NH,Female,146.6,,4.5,,14.2,5.0,,22.1,,4.5,,34.8,,4.1,,8.6,10.9,,,
51550,"Chesapeake City, Virginia County",VA,Mortality,White NH,Male,207.6,9.9,6.5,,15.0,,7.0,,4.8,8.6,9.6,52.9,,10.2,5.7,,14.5,21.2,4.4,
51570,"Colonial Heights City, Virginia County",VA,Mortality,All,All,202.7,,,,16.5,,,,,,,52.5,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,All,Female,167.6,,,,,,,40.0,,,,44.5,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,All,Male,252.6,,,,,,,,,,,62.4,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Black NH,All,270.8,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,White NH,All,206.3,,,,15.6,,,,,,,52.6,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,White NH,Female,170.1,,,,,,,36.9,,,,46.4,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Mortality,White NH,Male,258.1,,,,,,,,,,,60.4,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,All,All,191.8,,,,26.3,,,,,7.5,8.8,49.9,,,,,11.0,,,
51590,"Danville City, Virginia County",VA,Mortality,All,Female,143.6,,,,15.2,,,23.0,,,,36.0,,,,,8.7,,,
51590,"Danville City, Virginia County",VA,Mortality,All,Male,270.7,,,,40.9,,,,,,14.1,73.4,,,,,15.2,25.0,,
51590,"Danville City, Virginia County",VA,Mortality,Black NH,All,174.3,,,,19.9,,,,,,,40.1,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,Black NH,Female,132.7,,,,,,,28.4,,,,22.9,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,Black NH,Male,250.8,,,,34.0,,,,,,,68.7,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,White NH,All,214.8,,,,33.4,,,,,9.0,,59.8,,,,,14.0,,,
51590,"Danville City, Virginia County",VA,Mortality,White NH,Female,160.5,,,,16.6,,,20.2,,,,50.0,,,,,,,,
51590,"Danville City, Virginia County",VA,Mortality,White NH,Male,296.8,,,,51.3,,,,,,,78.7,,,,,,21.3,,
51595,"Emporia City, Virginia County",VA,Mortality,All,All,168.9,,,,,,,,,,,49.7,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,All,Female,146.7,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,All,Male,214.0,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Black NH,All,198.4,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Black NH,Female,168.5,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Black NH,Male,259.8,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,White NH,All,111.5,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Mortality,White NH,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,All,All,237.8,,,,,,,,,,,48.8,,,,,28.2,,,
51620,"Franklin City, Virginia County",VA,Mortality,All,Female,179.2,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,All,Male,331.2,,,,,,,,,,,91.2,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Black NH,All,331.6,,,,,,,,,,,67.4,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Black NH,Female,256.5,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Black NH,Male,503.3,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,White NH,All,179.6,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,White NH,Female,129.6,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Mortality,White NH,Male,246.9,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,All,All,135.3,,,,,,,,,,,34.8,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,All,Female,111.7,,,,,,,22.4,,,,30.2,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,All,Male,168.9,,,,,,,,,,,41.7,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Black NH,All,130.1,,,,,,,,,,,57.3,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Black NH,Male,231.3,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,White NH,All,141.2,,,,,,,,,,,30.0,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,White NH,Female,126.0,,,,,,,,,,,32.9,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Mortality,White NH,Male,164.0,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Mortality,All,All,176.1,6.0,4.1,,13.5,,3.6,,4.2,7.1,6.9,42.7,,4.8,2.9,,12.5,,3.1,
51650,"Hampton City, Virginia County",VA,Mortality,All,Female,139.8,,,,12.9,6.9,,23.0,,4.1,3.6,30.3,,3.9,,6.0,9.3,,,
51650,"Hampton City, Virginia County",VA,Mortality,All,Male,227.6,10.7,5.5,,14.0,,5.6,,7.1,10.9,11.1,59.8,,6.0,,,17.0,25.4,,
51650,"Hampton City, Virginia County",VA,Mortality,Black NH,All,181.7,5.1,,,17.1,,,,,6.5,8.4,40.5,,,,,14.7,,,
51650,"Hampton City, Virginia County",VA,Mortality,Black NH,Female,151.4,,,,16.3,8.9,,28.0,,,,30.6,,,,,9.7,,,
51650,"Hampton City, Virginia County",VA,Mortality,Black NH,Male,226.2,,,,17.9,,,,,,11.9,54.5,,,,,22.6,33.8,,
51650,"Hampton City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Mortality,White NH,All,180.3,6.9,4.8,,11.3,,5.1,,,8.7,4.9,49.1,,6.3,,,11.0,,,
51650,"Hampton City, Virginia County",VA,Mortality,White NH,Female,135.8,,,,10.6,,,18.2,,,,33.4,,,,,9.7,,,
51650,"Hampton City, Virginia County",VA,Mortality,White NH,Male,238.6,12.5,,,11.8,,,,,13.4,9.2,69.0,,,,,12.9,18.5,,
51670,"Hopewell City, Virginia County",VA,Mortality,All,All,230.7,,,,22.6,,,,,,,49.9,,,,,15.5,,,
51670,"Hopewell City, Virginia County",VA,Mortality,All,Female,186.8,,,,,,,42.2,,,,39.6,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,All,Male,303.0,,,,31.7,,,,,,,66.6,,,,,,47.8,,
51670,"Hopewell City, Virginia County",VA,Mortality,Black NH,All,235.5,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,Black NH,Female,221.7,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,Black NH,Male,269.8,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,White NH,All,245.3,,,,25.3,,,,,,,61.1,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,White NH,Female,173.8,,,,,,,36.0,,,,48.8,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Mortality,White NH,Male,349.1,,,,,,,,,,,80.1,,,,,,49.0,,
51680,"Lynchburg City, Virginia County",VA,Mortality,All,All,181.3,4.4,5.5,,15.7,,,,5.3,6.7,8.2,42.9,,5.9,,,9.8,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,All,Female,148.2,,,,14.4,10.2,,21.1,,5.6,,34.5,,,,6.2,7.0,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,All,Male,232.8,8.7,,,17.7,,,,,,13.2,54.7,,,,,13.9,33.5,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Black NH,All,242.1,,,,18.7,,,,,,,65.9,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Black NH,Female,185.4,,,,,,,24.9,,,,53.9,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Black NH,Male,345.6,,,,,,,,,,,83.8,,,,,,94.6,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,White NH,All,163.9,,,,14.8,,,,,7.8,6.7,35.7,,6.7,,,10.6,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,White NH,Female,135.8,,,,13.0,10.1,,20.2,,,,27.3,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Mortality,White NH,Male,206.5,,,,17.4,,,,,,,47.1,,,,,15.3,20.3,,
51690,"Martinsville City, Virginia County",VA,Mortality,All,All,273.9,,,,24.6,,,,,,,75.3,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,All,Female,221.6,,,,,,,28.2,,,,60.5,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,All,Male,420.1,,,,,,,,,,,112.6,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Black NH,All,342.0,,,,,,,,,,,85.2,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Black NH,Female,293.4,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Black NH,Male,1348.0,,,,,,,,,,,359.8,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,White NH,All,252.2,,,,,,,,,,,73.5,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,White NH,Female,200.6,,,,,,,,,,,64.4,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Mortality,White NH,Male,389.2,,,,,,,,,,,98.9,,,,,,,,
51700,"Newport News City, Virginia County",VA,Mortality,All,All,182.6,4.4,4.5,,16.4,,4.6,,3.6,6.4,8.8,42.6,,6.1,3.0,,11.3,,3.5,
51700,"Newport News City, Virginia County",VA,Mortality,All,Female,153.1,,3.8,3.3,13.6,6.2,,24.7,,4.6,3.1,37.3,,5.6,,6.4,9.7,,,
51700,"Newport News City, Virginia County",VA,Mortality,All,Male,227.2,8.5,5.7,,19.9,,8.8,,5.9,8.8,16.3,50.4,,6.4,5.0,,13.7,29.6,5.2,
51700,"Newport News City, Virginia County",VA,Mortality,Black NH,All,209.6,5.2,,,20.6,,,,,7.3,14.8,42.3,,5.1,,,11.2,,6.1,
51700,"Newport News City, Virginia County",VA,Mortality,Black NH,Female,164.6,,,,15.8,,,30.6,,,,35.0,,,,,,,,
