FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
51700,"Newport News City, Virginia County",VA,Mortality,Black NH,Male,281.5,,,,27.2,,,,,,30.3,52.7,,,,,18.6,50.4,,
51700,"Newport News City, Virginia County",VA,Mortality,Hispanic,All,92.8,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Mortality,Hispanic,Female,89.1,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Mortality,White NH,All,174.9,4.1,5.9,,14.3,,6.4,,3.6,6.2,4.4,45.3,,6.9,3.7,,11.3,,,
51700,"Newport News City, Virginia County",VA,Mortality,White NH,Female,149.4,,,,11.9,7.0,,23.1,,,,40.1,,5.8,,7.0,11.1,,,
51700,"Newport News City, Virginia County",VA,Mortality,White NH,Male,210.8,9.0,,,17.0,,12.7,,,8.8,7.8,52.8,,7.6,,,11.9,22.4,,
51710,"Norfolk City, Virginia County",VA,Mortality,All,All,188.8,4.5,3.9,,14.1,,4.5,,4.6,7.9,7.2,45.6,1.6,4.7,3.9,,15.6,,4.4,
51710,"Norfolk City, Virginia County",VA,Mortality,All,Female,153.3,3.1,3.7,2.8,10.5,7.1,,23.8,2.7,7.5,3.7,32.1,,3.6,,7.4,13.5,,,
51710,"Norfolk City, Virginia County",VA,Mortality,All,Male,242.1,6.5,4.3,,19.2,,8.2,,7.2,8.9,11.7,64.2,,5.8,6.8,,18.8,33.9,6.8,
51710,"Norfolk City, Virginia County",VA,Mortality,Black NH,All,218.6,5.1,3.9,,16.4,,4.2,,6.5,7.4,8.4,50.0,,4.8,,,21.5,,6.0,
51710,"Norfolk City, Virginia County",VA,Mortality,Black NH,Female,172.1,,,,10.3,9.7,,25.3,,7.8,,34.2,,,,8.9,18.9,,,
51710,"Norfolk City, Virginia County",VA,Mortality,Black NH,Male,298.1,,,,25.9,,,,12.8,,13.3,75.8,,,,,25.2,52.1,9.7,
51710,"Norfolk City, Virginia County",VA,Mortality,Hispanic,All,92.9,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Mortality,Hispanic,Male,133.0,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Mortality,White NH,All,177.4,4.6,4.0,,12.2,,5.0,,3.7,9.3,6.8,45.2,2.7,4.7,5.6,,13.0,,3.9,
51710,"Norfolk City, Virginia County",VA,Mortality,White NH,Female,147.1,,,,10.8,5.3,,23.2,,8.2,,32.7,,,,6.3,11.0,,,
51710,"Norfolk City, Virginia County",VA,Mortality,White NH,Male,219.3,8.1,,,14.0,,8.8,,,11.1,10.9,60.5,,,8.5,,16.3,21.7,6.2,
51730,"Petersburg City, Virginia County",VA,Mortality,All,All,262.5,,,,20.8,,,,,12.0,11.9,69.4,,,,,15.9,,,
51730,"Petersburg City, Virginia County",VA,Mortality,All,Female,208.5,,,,,,,47.0,,,,49.9,,,,,12.1,,,
51730,"Petersburg City, Virginia County",VA,Mortality,All,Male,358.7,,,,37.1,,,,,,,99.9,,,,,19.6,54.5,,
51730,"Petersburg City, Virginia County",VA,Mortality,Black NH,All,229.2,,,,21.6,,,,,,12.5,56.4,,,,,12.9,,,
51730,"Petersburg City, Virginia County",VA,Mortality,Black NH,Female,187.6,,,,,,,45.2,,,,41.8,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,Black NH,Male,303.2,,,,39.0,,,,,,,79.7,,,,,,46.6,,
51730,"Petersburg City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,White NH,All,433.7,,,,,,,,,,,141.2,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,White NH,Female,334.3,,,,,,,,,,,103.7,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Mortality,White NH,Male,620.1,,,,,,,,,,,201.9,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,All,All,170.5,,,,,,,,,,,39.5,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,All,Female,143.0,,,,,,,,,,,43.9,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,All,Male,207.1,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,White NH,All,173.8,,,,,,,,,,,41.5,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,White NH,Female,143.4,,,,,,,,,,,46.1,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Mortality,White NH,Male,213.1,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,All,All,196.0,6.4,3.9,,16.3,,4.7,,4.0,7.5,7.0,50.1,,6.7,3.3,,14.8,,2.7,
51740,"Portsmouth City, Virginia County",VA,Mortality,All,Female,172.5,,,,14.0,6.1,,26.2,,6.1,,41.0,,7.1,,7.6,12.6,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,All,Male,231.4,11.8,,,19.1,,6.6,,,9.5,11.4,62.1,,,,,18.2,31.4,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Black NH,All,210.9,,,,17.7,,,,,7.0,6.7,49.1,,7.1,,,21.0,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Black NH,Female,179.8,,,,12.9,,,29.3,,,,35.1,,,,,19.6,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Black NH,Male,261.3,,,,24.5,,,,,,,69.7,,,,,22.9,48.1,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,White NH,All,186.0,8.3,,,15.9,,5.7,,,8.6,7.7,51.2,,,,,8.9,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,White NH,Female,170.9,,,,18.2,,,22.0,,,,48.5,,,,11.9,,,,
51740,"Portsmouth City, Virginia County",VA,Mortality,White NH,Male,207.9,14.5,,,,,,,,,12.7,54.5,,,,,12.9,19.7,,
51760,"Richmond City, Virginia County",VA,Mortality,All,All,147.8,2.7,3.1,,13.2,,3.2,,2.6,5.8,7.8,33.5,,3.4,2.1,,11.5,,3.8,
51760,"Richmond City, Virginia County",VA,Mortality,All,Female,127.0,,2.5,,10.7,5.2,,26.0,,3.9,4.8,26.0,,2.7,,5.0,10.4,,,
51760,"Richmond City, Virginia County",VA,Mortality,All,Male,176.6,5.3,3.9,,16.5,,5.4,,3.5,8.3,11.5,43.1,,4.2,3.3,,12.6,23.7,6.1,
51760,"Richmond City, Virginia County",VA,Mortality,Black NH,All,183.3,2.9,3.3,,18.0,,3.3,,4.2,6.2,10.9,38.0,,3.8,,,16.0,,5.7,
51760,"Richmond City, Virginia County",VA,Mortality,Black NH,Female,150.9,,,,15.9,6.4,,32.6,,,6.5,30.1,,,,,14.2,,,
51760,"Richmond City, Virginia County",VA,Mortality,Black NH,Male,234.2,,,,21.4,,,,,11.2,17.4,49.6,,,,,18.2,38.4,10.1,
51760,"Richmond City, Virginia County",VA,Mortality,Hispanic,All,82.0,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Mortality,White NH,All,112.8,,3.4,,8.1,,3.5,,,5.4,4.1,29.6,,3.1,,,6.5,,,
51760,"Richmond City, Virginia County",VA,Mortality,White NH,Female,102.0,,,,5.4,,,19.5,,,,21.7,,,,7.4,5.7,,,
51760,"Richmond City, Virginia County",VA,Mortality,White NH,Male,125.5,,,,11.1,,,,,,5.7,38.5,,,,,7.1,10.0,,
51800,"Suffolk City, Virginia County",VA,Mortality,All,All,171.3,3.5,3.3,,16.2,,3.1,,5.5,7.8,7.3,35.9,3.2,4.8,,,14.1,,,
51800,"Suffolk City, Virginia County",VA,Mortality,All,Female,144.1,,,,14.0,7.8,,26.1,,6.5,,24.6,,,,7.9,12.0,,,
51800,"Suffolk City, Virginia County",VA,Mortality,All,Male,209.9,,,,17.9,,,,10.0,9.1,10.4,51.5,,,,,16.6,24.0,,
51800,"Suffolk City, Virginia County",VA,Mortality,Black NH,All,197.1,,,,20.4,,,,,,8.3,37.4,,,,,18.1,,,
51800,"Suffolk City, Virginia County",VA,Mortality,Black NH,Female,165.8,,,,15.4,,,32.3,,,,25.3,,,,,16.3,,,
51800,"Suffolk City, Virginia County",VA,Mortality,Black NH,Male,245.7,,,,25.8,,,,,,,54.0,,,,,20.0,38.0,,
51800,"Suffolk City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Mortality,White NH,All,159.3,,,,14.0,,,,,7.6,6.7,36.0,,5.6,,,12.4,,,
51800,"Suffolk City, Virginia County",VA,Mortality,White NH,Female,134.3,,,,13.4,,,20.8,,,,25.3,,,,13.4,9.8,,,
51800,"Suffolk City, Virginia County",VA,Mortality,White NH,Male,193.4,,,,13.8,,,,,,,50.9,,,,,15.6,18.5,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,All,All,148.7,4.7,3.9,,11.5,,3.5,,3.7,7.5,6.1,35.4,2.4,4.4,1.7,,10.6,,2.1,
51810,"Virginia Beach City, Virginia County",VA,Mortality,All,Female,128.7,1.8,3.1,2.0,9.7,4.5,1.7,22.1,2.2,5.5,3.7,30.5,1.4,3.5,1.4,6.7,9.4,,1.7,
51810,"Virginia Beach City, Virginia County",VA,Mortality,All,Male,177.2,9.0,4.8,,13.7,,6.0,,5.4,10.5,9.3,41.9,3.9,5.4,2.1,,12.1,22.5,2.6,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Black NH,All,163.5,,,,15.2,,,,,8.6,4.2,29.0,,,,,14.4,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Black NH,Female,144.3,,,,11.3,9.1,,34.0,,,,22.2,,,,,14.2,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Black NH,Male,198.7,,,,21.7,,,,,,,40.2,,,,,14.2,43.5,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Hispanic,All,79.2,,,,,,,,,,,21.4,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Hispanic,Female,96.4,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,Hispanic,Male,53.5,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,White NH,All,154.8,5.2,4.7,,11.2,,4.1,,3.9,7.9,6.7,38.5,3.1,4.7,1.9,,10.0,,1.7,
51810,"Virginia Beach City, Virginia County",VA,Mortality,White NH,Female,131.0,1.7,3.6,2.4,9.5,3.6,1.7,21.1,2.3,5.8,4.4,33.4,1.7,4.0,,7.4,8.5,,,
51810,"Virginia Beach City, Virginia County",VA,Mortality,White NH,Male,186.9,10.0,5.8,,13.1,,7.0,,5.8,11.0,9.4,45.0,4.9,5.5,2.5,,12.0,20.7,2.2,
51830,"Williamsburg City, Virginia County",VA,Mortality,All,All,84.5,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,All,Female,65.1,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,All,Male,109.4,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,White NH,All,81.8,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,White NH,Female,64.6,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Mortality,White NH,Male,104.7,,,,,,,,,,,,,,,,,,,
