FIPS,Tract,County,State,Insurance Coverage,Medicaid Enrollment,Gini Coefficient,Household Income,Annual Labor Force Participation Rate,Annual Unemployment Rate,Below Poverty,Received Public Assistance,Uninsured
51041100106,Census Tract 1001.06,Chesterfield County,Virginia,0.9086188992731049,0.05114226375908619,0.3148,115921.0,0.6709440879926672,0.03233151183970856,0.01838879159369527,0.04526166902404526,0.09138110072689509
51041100107,Census Tract 1001.07,Chesterfield County,Virginia,0.8470883954754922,0.34645999162128194,0.3888,43952.0,0.7232142857142857,0.12636165577342048,0.3775700934579439,0.21851145038167938,0.1529116045245078
51041100206,Census Tract 1002.06,Chesterfield County,Virginia,0.8469920196439533,0.08870472682627378,0.3318,76734.0,0.7053901537264059,0.041379310344827586,0.06792058516196448,0.0237791932059448,0.15300798035604668
51041100208,Census Tract 1002.08,Chesterfield County,Virginia,0.9540084388185655,0.02278481012658228,0.4026,92500.0,0.5573217726396917,0.032843560933448576,0.022792022792022793,0.013539651837524178,0.04599156118143455
51041100209,Census Tract 1002.09,Chesterfield County,Virginia,0.8859556494192186,0.16307135314527077,0.3537,74881.0,0.7504676393565283,0.07527417746759721,0.08178654292343387,0.058358433734939756,0.11404435058078144
51041100210,Census Tract 1002.10,Chesterfield County,Virginia,0.8243037974683545,0.19443037974683544,0.3381,66678.0,0.8107074569789675,0.05660377358490566,0.054945054945054944,0.08180708180708181,0.17569620253164553
51041100211,Census Tract 1002.11,Chesterfield County,Virginia,0.8511367175334786,0.10526315789473684,0.3132,54063.0,0.7947348340328119,0.09745559289486318,0.11375947995666305,0.02370275464445868,0.14886328246652136
51041100212,Census Tract 1002.12,Chesterfield County,Virginia,0.8786081455120601,0.3139580862000791,0.3451,49539.0,0.7494259471871412,0.07813098429720414,0.14245014245014245,0.25857376156777356,0.12139185448793988
51041100300,Census Tract 1003,Chesterfield County,Virginia,0.6925188743994509,0.3225806451612903,0.3922,37615.0,0.6965012205044752,0.06016355140186916,0.23480662983425415,0.23315602836879432,0.3074811256005491
51041100403,Census Tract 1004.03,Chesterfield County,Virginia,0.887115165336374,0.06385404789053592,0.4395,77413.0,0.6644634525660964,0.03978935049736688,0.00600400266844563,0.06157354618015964,0.11288483466362598
51041100404,Census Tract 1004.04,Chesterfield County,Virginia,0.6905864197530864,0.3904320987654321,0.4328,37460.0,0.6652621722846442,0.07107670654468684,0.20758483033932135,0.20828667413213886,0.30941358024691357
51041100405,Census Tract 1004.05,Chesterfield County,Virginia,0.6819656930922577,0.24849327770050997,0.4124,53062.0,0.7112756264236902,0.0976781425140112,0.18230088495575222,0.17565872020075282,0.31803430690774226
51041100406,Census Tract 1004.06,Chesterfield County,Virginia,0.8676888131743328,0.5133446905167518,0.3686,32682.0,0.5467625899280576,0.08771929824561403,0.28604651162790695,0.39944903581267216,0.13231118682566723
51041100407,Census Tract 1004.07,Chesterfield County,Virginia,0.8327714093054619,0.29692065632726455,0.3561,66314.0,0.6925269157694743,0.04206675811614083,0.13432835820895522,0.13000702740688685,0.1672285906945381
51041100409,Census Tract 1004.09,Chesterfield County,Virginia,0.9703111618612618,0.16628604053668283,0.3468,80345.0,0.6496104815864022,0.025074952303079857,0.028963414634146343,0.05189028910303929,0.02968883813873824
51041100410,Census Tract 1004.10,Chesterfield County,Virginia,0.9653010033444817,0.19941471571906355,0.4886,32298.0,0.4897846493649917,0.048478015783540024,0.3016194331983806,0.12192902638762511,0.034698996655518344
51041100505,Census Tract 1005.05,Chesterfield County,Virginia,0.9642097802976612,0.16902905740609497,0.3725,87857.0,0.6885468537799909,0.033201840894148585,0.08993710691823899,0.029893924783027964,0.035790219702338755
51041100506,Census Tract 1005.06,Chesterfield County,Virginia,0.8903005887821506,0.08459869848156182,0.412,83718.0,0.7692627206645898,0.08207343412526998,0.0664167113015533,0.2554844606946984,0.10969941121784943
51041100507,Census Tract 1005.07,Chesterfield County,Virginia,0.9402002861230329,0.14692417739628041,0.3399,83604.0,0.5503080082135524,0.048196517412935326,0.016047684548372305,0.06953271028037383,0.05979971387696714
51041100508,Census Tract 1005.08,Chesterfield County,Virginia,0.9312765564382043,0.09163125808239424,0.3218,71645.0,0.6743692525347795,0.017482517482517484,0.005147058823529412,0.159376571141277,0.06872344356179572
51041100509,Census Tract 1005.09,Chesterfield County,Virginia,0.9612970711297071,0.042588164973102215,0.253,120081.0,0.7191313711414213,0.01996506114299975,0.0,0.0069504778453518675,0.03870292887029292
51041100510,Census Tract 1005.10,Chesterfield County,Virginia,0.9502137289414131,0.09404073422177521,0.3692,74523.0,0.6214634146341463,0.046049188906331764,0.02044989775051125,0.07731629392971245,0.049786271058586906
51041100600,Census Tract 1006,Chesterfield County,Virginia,0.916920990166158,0.2031197015937606,0.3982,51250.0,0.5724717050018255,0.17219387755102042,0.02546296296296296,0.18181818181818182,0.08307900983384198
51041100701,Census Tract 1007.01,Chesterfield County,Virginia,0.9609045611345343,0.26140283633576084,0.3581,61400.0,0.7231890874882408,0.021788617886178863,0.01602136181575434,0.19606087735004477,0.03909543886546574
51041100702,Census Tract 1007.02,Chesterfield County,Virginia,0.9543786051389617,0.12008390141583639,0.4332,54877.0,0.6272073250490516,0.04483837330552659,0.048828125,0.06555269922879177,0.045621394861038334
51041100704,Census Tract 1007.04,Chesterfield County,Virginia,0.9481052828075416,0.11554974799327983,0.4721,94907.0,0.5757159221076746,0.04417031436530044,0.10441767068273092,0.09457964601769911,0.05189471719245842
51041100705,Census Tract 1007.05,Chesterfield County,Virginia,0.906035141329259,0.05309396485867074,0.3608,90729.0,0.6314145470771977,0.0014134275618374558,0.0,0.03842264914054601,0.093964858670741
51041100804,Census Tract 1008.04,Chesterfield County,Virginia,0.8740191804707934,0.17567567567567569,0.4721,68237.0,0.5552172709659563,0.0872382851445663,0.08518877057115198,0.042444821731748725,0.1259808195292066
51041100805,Census Tract 1008.05,Chesterfield County,Virginia,0.8622826304217469,0.21966819908055166,0.3665,70586.0,0.5927894615206841,0.056140350877192984,0.02472952086553323,0.08712759977515458,0.1377173695782531
51041100806,Census Tract 1008.06,Chesterfield County,Virginia,0.7238694219826295,0.2668463611859838,0.4085,51797.0,0.6898091758018676,0.12124779281930548,0.2335483870967742,0.16080402010050251,0.2761305780173705
51041100807,Census Tract 1008.07,Chesterfield County,Virginia,0.7925683952633729,0.12903225806451613,0.3114,75650.0,0.6844863731656184,0.03905053598774885,0.04612159329140461,0.07180156657963446,0.20743160473662714
51041100812,Census Tract 1008.12,Chesterfield County,Virginia,0.914795008912656,0.0680926916221034,0.3226,98015.0,0.6597916223687008,0.020947470190138574,0.009517335146159076,0.0,0.08520499108734403
51041100814,Census Tract 1008.14,Chesterfield County,Virginia,0.8655001305823975,0.21467746147819275,0.3458,77273.0,0.7115885416666666,0.05215004574565416,0.07651991614255765,0.12240356083086053,0.1344998694176025
51041100815,Census Tract 1008.15,Chesterfield County,Virginia,0.8888403263403264,0.23994755244755245,0.3047,95542.0,0.6792817146167214,0.02274019329164298,0.028590425531914893,0.04357798165137615,0.11115967365967361
51041100816,Census Tract 1008.16,Chesterfield County,Virginia,0.8955096829112578,0.1434347733560332,0.343,77952.0,0.7494612068965517,0.06434219985621854,0.0297029702970297,0.07233273056057866,0.10449031708874224
51041100817,Census Tract 1008.17,Chesterfield County,Virginia,0.7480748074807481,0.13274660799413274,0.377,52031.0,0.4998158379373849,0.04126750184229919,0.10043668122270742,0.08290155440414508,0.25192519251925194
51041100818,Census Tract 1008.18,Chesterfield County,Virginia,0.9763930242450021,0.10038281582305401,0.3563,101864.0,0.7757847533632287,0.06222373342400544,0.04719101123595506,0.07339449541284404,0.023606975754997928
51041100819,Census Tract 1008.19,Chesterfield County,Virginia,0.9176954732510288,0.14846470402025957,0.2964,78733.0,0.7483419307295505,0.04603643525356967,0.032939714108141706,0.033289531318440646,0.08230452674897115
51041100820,Census Tract 1008.20,Chesterfield County,Virginia,0.8895335862530686,0.18567284088373132,0.3759,84457.0,0.7728155339805826,0.19023689877961233,0.07127882599580712,0.10058309037900874,0.11046641374693145
51041100821,Census Tract 1008.21,Chesterfield County,Virginia,0.976143576274896,0.07069380608448238,0.4425,97000.0,0.5196347031963471,0.04745166959578207,0.0400890868596882,0.03640500568828214,0.023856423725103992
51041100822,Census Tract 1008.22,Chesterfield County,Virginia,0.969551547244746,0.07794141982459044,0.3639,115665.0,0.661735305877649,0.04018126888217523,0.04221802142407057,0.009433962264150943,0.030448452755253985
51041100823,Census Tract 1008.23,Chesterfield County,Virginia,0.9725408411539799,0.11001042752867571,0.3578,94113.0,0.5740206185567011,0.031609195402298854,0.009798270893371758,0.06724067240672407,0.027459158846020126
51041100902,Census Tract 1009.02,Chesterfield County,Virginia,0.9728930507639231,0.06037456875308034,0.3101,114537.0,0.7047982205274865,0.02660054102795311,0.0,0.01837270341207349,0.027106949236076927
51041100907,Census Tract 1009.07,Chesterfield County,Virginia,0.9524596940884663,0.10210830921868541,0.4142,87102.0,0.5462822458270106,0.058333333333333334,0.10622710622710622,0.05318138651471985,0.04754030591153369
51041100910,Census Tract 1009.10,Chesterfield County,Virginia,0.9343705293276109,0.05793991416309013,0.2808,88740.0,0.7936542669584246,0.024538185828508408,0.01654533421575116,0.036,0.06562947067238911
51041100912,Census Tract 1009.12,Chesterfield County,Virginia,0.9483049547476606,0.06580763920846755,0.3567,107962.0,0.7014381203159814,0.018481085763788624,0.03927813163481953,0.0,0.05169504525233937
51041100915,Census Tract 1009.15,Chesterfield County,Virginia,0.8711610486891386,0.07590511860174781,0.356,67542.0,0.6822429906542056,0.06009721608484313,0.017595307917888565,0.0572562358276644,0.12883895131086143
51041100919,Census Tract 1009.19,Chesterfield County,Virginia,0.9303571428571429,0.14717261904761905,0.3448,72500.0,0.6290648539408414,0.03300233644859813,0.059675550405561995,0.06907630522088354,0.06964285714285712
51041100920,Census Tract 1009.20,Chesterfield County,Virginia,0.8920817369093231,0.07407407407407407,0.3922,71563.0,0.7477351916376307,0.04287045666356011,0.03617571059431524,0.04353393085787452,0.10791826309067687
51041100921,Census Tract 1009.21,Chesterfield County,Virginia,0.9358262573481385,0.13585891574134554,0.3718,65505.0,0.7114447260674596,0.06851192107426693,0.04922644163150492,0.050311850311850315,0.06417374265186149
51041100922,Census Tract 1009.22,Chesterfield County,Virginia,0.9321628092577813,0.15003990422984836,0.3117,70478.0,0.6345802919708029,0.03199137311286844,0.04962095106822881,0.048733874820831344,0.06783719074221872
51041100923,Census Tract 1009.23,Chesterfield County,Virginia,0.8908663532572196,0.17595701813297515,0.2976,77843.0,0.6561826798793623,0.05778069599474721,0.04171494785631518,0.06621392190152801,0.10913364674278037
51041100924,Census Tract 1009.24,Chesterfield County,Virginia,0.9715344121661142,0.08071748878923767,0.482,134954.0,0.6119035907525824,0.03617363344051447,0.023399014778325122,0.029667519181585677,0.028465587833885753
51041100926,Census Tract 1009.26,Chesterfield County,Virginia,0.9980052171244438,0.02577873254564984,0.4951,195150.0,0.6007477371113735,0.015067147068457255,0.006636038795303726,0.010810810810810811,0.0019947828755562114
51041100928,Census Tract 1009.28,Chesterfield County,Virginia,0.9648609077598829,0.15251342118106392,0.4305,79678.0,0.6385484641095018,0.040129611166500496,0.0332541567695962,0.08015267175572519,0.03513909224011713
51041100929,Census Tract 1009.29,Chesterfield County,Virginia,0.9762340036563071,0.044540468672095726,0.4037,113862.0,0.6950662899369702,0.03189493433395872,0.038485412787088766,0.02939846223428313,0.02376599634369292
51041100930,Census Tract 1009.30,Chesterfield County,Virginia,0.9858591248665955,0.03255069370330843,0.3141,120942.0,0.8117647058823529,0.031181379007465964,0.010251630941286114,0.0,0.014140875133404451
51041100931,Census Tract 1009.31,Chesterfield County,Virginia,0.9942411294817016,0.07189299647036969,0.3565,105403.0,0.6297781972628599,0.014612214312476583,0.024405506883604506,0.007899628252788104,0.005758870518298376
51041100932,Census Tract 1009.32,Chesterfield County,Virginia,0.9500456899177582,0.03807493146512336,0.3646,121536.0,0.7594840667678301,0.004495504495504496,0.0,0.010682004930156122,0.049954310082241826
51041100933,Census Tract 1009.33,Chesterfield County,Virginia,0.895452918009309,0.25420694593626925,0.3597,65500.0,0.7743153918791312,0.02926829268292683,0.0,0.07904085257548846,0.10454708199069096
51041100934,Census Tract 1009.34,Chesterfield County,Virginia,0.9265966046887631,0.17865804365400162,0.3692,66691.0,0.7492530943235168,0.09114212475078325,0.04792746113989637,0.0591112922951488,0.07340339531123685
51041100935,Census Tract 1009.35,Chesterfield County,Virginia,0.992235670244348,0.021237725508106875,0.3786,174191.0,0.6576994434137291,0.0037611659614480487,0.015310233682514102,0.0,0.007764329755652
51041100936,Census Tract 1009.36,Chesterfield County,Virginia,0.982051903953432,0.031045355323793353,0.4195,148458.0,0.5831758034026465,0.03403565640194489,0.022787028921998246,0.0718771807397069,0.017948096046567996
51041100937,Census Tract 1009.37,Chesterfield County,Virginia,0.9484481851657023,0.10257759074171488,0.333,97734.0,0.6982489055659787,0.03537841468875952,0.08096740273396424,0.05308713214079631,0.051551814834297716
51041100938,Census Tract 1009.38,Chesterfield County,Virginia,0.9877255431447158,0.02135755492819443,0.3563,173714.0,0.7493487160401935,0.025329029053886266,0.0158465387823186,0.0,0.012274456855284166
51041101003,Census Tract 1010.03,Chesterfield County,Virginia,0.9412712623097583,0.021396598030438675,0.3626,147400.0,0.77083067500319,0.04850190365833471,0.026372278442195647,0.0030236393622869707,0.05872873769024167
51041101004,Census Tract 1010.04,Chesterfield County,Virginia,0.9231704844921954,0.053922562335292926,0.3317,113000.0,0.66228845668098,0.03051106025934401,0.02063273727647868,0.01829988193624557,0.07682951550780459
51041101007,Census Tract 1010.07,Chesterfield County,Virginia,0.9364011619018499,0.04173673750191102,0.3827,115769.0,0.6922192410885397,0.0517718715393134,0.008412197686645636,0.012244897959183673,0.06359883809815015
51041101008,Census Tract 1010.08,Chesterfield County,Virginia,0.9535129424194401,0.012502201091741504,0.4089,129150.0,0.7019913023575188,0.021193348549070755,0.00539568345323741,0.008700380641653072,0.04648705758055993
51041101009,Census Tract 1010.09,Chesterfield County,Virginia,0.9655906747366061,0.09145931405514458,0.3538,122637.0,0.7155172413793104,0.08943466172381835,0.026973026973026972,0.07195174493752693,0.03440932526339391
51041101011,Census Tract 1010.11,Chesterfield County,Virginia,0.9896459585838343,0.09752839011356046,0.2648,114432.0,0.7405562474055625,0.03531390134529148,0.013872832369942197,0.030541871921182268,0.010354041416165694
51041101012,Census Tract 1010.12,Chesterfield County,Virginia,0.9351971857063507,0.0962784669505647,0.3533,93750.0,0.7824891129956452,0.05506736965436438,0.08817204301075268,0.0351288056206089,0.06480281429364931
51041101013,Census Tract 1010.13,Chesterfield County,Virginia,0.9748361730013106,0.040104849279161206,0.2781,124716.0,0.6867599569429494,0.019331243469174503,0.01124567474048443,0.005573248407643312,0.025163826998689354
51041101014,Census Tract 1010.14,Chesterfield County,Virginia,0.940852314474651,0.06208670095518001,0.308,113750.0,0.7044247787610619,0.015703517587939697,0.0,0.13219616204690832,0.05914768552534899
51041101015,Census Tract 1010.15,Chesterfield County,Virginia,0.9560117302052786,0.033647167772804444,0.279,122676.0,0.6437855402112104,0.02555205047318612,0.008704557091653867,0.03231365790607497,0.04398826979472137
51049930101,Census Tract 9301.01,Cumberland County,Virginia,0.9501287001287001,0.11518661518661519,0.4693,41522.0,0.5720073664825046,0.0103026400515132,0.02688728024819028,0.23217115689381934,0.0498712998712999
51049930102,Census Tract 9301.02,Cumberland County,Virginia,0.8581375108790252,0.06875543951261967,0.4502,61222.0,0.7351301115241635,0.04108723135271808,0.018214936247723135,0.12544483985765126,0.14186248912097477
51049930200,Census Tract 9302,Cumberland County,Virginia,0.896551724137931,0.14332629603565564,0.3677,59565.0,0.6378511886384687,0.02952565343659245,0.072,0.14650872817955113,0.10344827586206895
51053840101,Census Tract 8401.01,Dinwiddie County,Virginia,0.8905940594059406,0.13960396039603962,0.39,56656.0,0.3931484502446982,0.0,0.05791505791505792,0.15578465063001146,0.10940594059405939
