FIPS,County,State,measure,value
51119,Middlesex County,Virginia,Racial Economic Segregation,0.04040183446167286
51127,New Kent County,Virginia,Racial Economic Segregation,0.18901998555261257
51131,Northampton County,Virginia,Racial Economic Segregation,-0.01946334089191232
51133,Northumberland County,Virginia,Racial Economic Segregation,0.08835576360444705
51135,Nottoway County,Virginia,Racial Economic Segregation,-0.07063477114334149
51143,Pittsylvania County,Virginia,Racial Economic Segregation,-0.04569598183513766
51145,Powhatan County,Virginia,Racial Economic Segregation,0.25816079089722066
51147,Prince Edward County,Virginia,Racial Economic Segregation,-0.06593561085336708
51149,Prince George County,Virginia,Racial Economic Segregation,0.036103105987832215
51159,Richmond County,Virginia,Racial Economic Segregation,0.014585556741373178
51175,Southampton County,Virginia,Racial Economic Segregation,-0.014712505629785318
51177,Spotsylvania County,Virginia,Racial Economic Segregation,0.1764975805105957
51179,Stafford County,Virginia,Racial Economic Segregation,0.24475934423578402
51181,Surry County,Virginia,Racial Economic Segregation,-0.06875
51183,Sussex County,Virginia,Racial Economic Segregation,-0.09108315098468271
51193,Westmoreland County,Virginia,Racial Economic Segregation,0.02286294932046234
51199,York County,Virginia,Racial Economic Segregation,0.18102327779747135
51550,Chesapeake City,Virginia,Racial Economic Segregation,0.08136400747094942
51570,Colonial Heights City,Virginia,Racial Economic Segregation,0.05532484929671802
51590,Danville City,Virginia,Racial Economic Segregation,-0.20231307154384076
51595,Emporia City,Virginia,Racial Economic Segregation,-0.33169642857142856
51620,Franklin City,Virginia,Racial Economic Segregation,-0.2058146229130685
51630,Fredericksburg City,Virginia,Racial Economic Segregation,0.10564386497588855
51650,Hampton City,Virginia,Racial Economic Segregation,-0.09295118705791722
51670,Hopewell City,Virginia,Racial Economic Segregation,-0.12633509547955551
51680,Lynchburg City,Virginia,Racial Economic Segregation,-0.04471474480804451
51690,Martinsville City,Virginia,Racial Economic Segregation,-0.1547029702970297
51700,Newport News City,Virginia,Racial Economic Segregation,-0.08791810149221857
51710,Norfolk City,Virginia,Racial Economic Segregation,-0.07529312962304983
51730,Petersburg City,Virginia,Racial Economic Segregation,-0.2587804203539823
51735,Poquoson City,Virginia,Racial Economic Segregation,0.2562269872211393
51740,Portsmouth City,Virginia,Racial Economic Segregation,-0.14950846886104843
51760,Richmond City,Virginia,Racial Economic Segregation,-0.07075419192276945
51800,Suffolk City,Virginia,Racial Economic Segregation,-0.0059292462197509145
51810,Virginia Beach City,Virginia,Racial Economic Segregation,0.10962687663093207
51830,Williamsburg City,Virginia,Racial Economic Segregation,0.10799497697781499
51001,Accomack County,Virginia,Racial Segregation,0.31235773331735955
51007,Amelia County,Virginia,Racial Segregation,0.5127836611195159
51011,Appomattox County,Virginia,Racial Segregation,0.5838892699046075
51025,Brunswick County,Virginia,Racial Segregation,-0.143667414609823
51029,Buckingham County,Virginia,Racial Segregation,0.28588403041825095
51031,Campbell County,Virginia,Racial Segregation,0.6406676728474917
51033,Caroline County,Virginia,Racial Segregation,0.3759113444152814
51036,Charles City County,Virginia,Racial Segregation,-0.011001906997212851
51037,Charlotte County,Virginia,Racial Segregation,0.41301163291684617
51041,Chesterfield County,Virginia,Racial Segregation,0.37104986686974356
51049,Cumberland County,Virginia,Racial Segregation,0.3351949529423932
51053,Dinwiddie County,Virginia,Racial Segregation,0.3073823109843081
51057,Essex County,Virginia,Racial Segregation,0.1590245739572545
51073,Gloucester County,Virginia,Racial Segregation,0.7501943710153942
51075,Goochland County,Virginia,Racial Segregation,0.6213991769547325
51081,Greensville County,Virginia,Racial Segregation,-0.1855211513301352
51083,Halifax County,Virginia,Racial Segregation,0.2462603716255697
51085,Hanover County,Virginia,Racial Segregation,0.7430606415702359
51087,Henrico County,Virginia,Racial Segregation,0.22106566563430183
51089,Henry County,Virginia,Racial Segregation,0.4646122520899818
51093,Isle Of Wight County,Virginia,Racial Segregation,0.4757578131119292
51095,James City County,Virginia,Racial Segregation,0.6173954433766868
51097,King And Queen County,Virginia,Racial Segregation,0.41778774289985054
51099,King George County,Virginia,Racial Segregation,0.5482949204797534
51101,King William County,Virginia,Racial Segregation,0.6204671349437496
51103,Lancaster County,Virginia,Racial Segregation,0.3798094540124588
51109,Louisa County,Virginia,Racial Segregation,0.6307626023265833
51111,Lunenburg County,Virginia,Racial Segregation,0.2532966115840427
51115,Mathews County,Virginia,Racial Segregation,0.7526906878802059
51117,Mecklenburg County,Virginia,Racial Segregation,0.2641447260025703
51119,Middlesex County,Virginia,Racial Segregation,0.6318547632416246
51127,New Kent County,Virginia,Racial Segregation,0.6493627603357165
51131,Northampton County,Virginia,Racial Segregation,0.23024701455913626
51133,Northumberland County,Virginia,Racial Segregation,0.4660259089009611
51135,Nottoway County,Virginia,Racial Segregation,0.14565647539414056
51143,Pittsylvania County,Virginia,Racial Segregation,0.5399865204740848
51145,Powhatan County,Virginia,Racial Segregation,0.7627672704226292
51147,Prince Edward County,Virginia,Racial Segregation,0.29784803764791884
51149,Prince George County,Virginia,Racial Segregation,0.24130898743182358
51159,Richmond County,Virginia,Racial Segregation,0.331723208267805
51175,Southampton County,Virginia,Racial Segregation,0.2920457066785001
51177,Spotsylvania County,Virginia,Racial Segregation,0.4990577141082943
51179,Stafford County,Virginia,Racial Segregation,0.40351093356851964
51181,Surry County,Virginia,Racial Segregation,0.1001066585403017
51183,Sussex County,Virginia,Racial Segregation,-0.1707116788321168
51193,Westmoreland County,Virginia,Racial Segregation,0.3781925343811395
51199,York County,Virginia,Racial Segregation,0.5607524951532994
51550,Chesapeake City,Virginia,Racial Segregation,0.26958150599582476
51570,Colonial Heights City,Virginia,Racial Segregation,0.5409058310807083
51590,Danville City,Virginia,Racial Segregation,-0.08003571764263559
51595,Emporia City,Virginia,Racial Segregation,-0.43968061100503386
51620,Franklin City,Virginia,Racial Segregation,-0.1574736331676567
51630,Fredericksburg City,Virginia,Racial Segregation,0.38027616227209476
51650,Hampton City,Virginia,Racial Segregation,-0.11558487144236113
51670,Hopewell City,Virginia,Racial Segregation,0.011251086012163337
51680,Lynchburg City,Virginia,Racial Segregation,0.33669735225963304
51690,Martinsville City,Virginia,Racial Segregation,-0.01714158504007124
51700,Newport News City,Virginia,Racial Segregation,0.011130983579097526
51710,Norfolk City,Virginia,Racial Segregation,0.028312010597092506
51730,Petersburg City,Virginia,Racial Segregation,-0.6083541484847573
51735,Poquoson City,Virginia,Racial Segregation,0.8889517040865773
51740,Portsmouth City,Virginia,Racial Segregation,-0.15272846676380653
51760,Richmond City,Virginia,Racial Segregation,-0.03565731402541697
51800,Suffolk City,Virginia,Racial Segregation,0.07800102929193292
51810,Virginia Beach City,Virginia,Racial Segregation,0.4220749992352368
51830,Williamsburg City,Virginia,Racial Segregation,0.52147199163344
51001,Accomack County,Virginia,Gender Pay Gap,0.18678304834132264
51007,Amelia County,Virginia,Gender Pay Gap,0.15165714285714282
51011,Appomattox County,Virginia,Gender Pay Gap,0.2575388611550793
51025,Brunswick County,Virginia,Gender Pay Gap,0.2081688609449973
51029,Buckingham County,Virginia,Gender Pay Gap,0.17519440482215987
51031,Campbell County,Virginia,Gender Pay Gap,0.16553854909852228
51033,Caroline County,Virginia,Gender Pay Gap,0.33103891336270186
51036,Charles City County,Virginia,Gender Pay Gap,0.09761227970437747
51037,Charlotte County,Virginia,Gender Pay Gap,0.21054744118630841
51041,Chesterfield County,Virginia,Gender Pay Gap,0.16866679467485923
51049,Cumberland County,Virginia,Gender Pay Gap,0.22317114520640846
51053,Dinwiddie County,Virginia,Gender Pay Gap,0.1384972632277326
51057,Essex County,Virginia,Gender Pay Gap,0.4008951077730336
51073,Gloucester County,Virginia,Gender Pay Gap,0.23394455397177105
51075,Goochland County,Virginia,Gender Pay Gap,0.2471923632279801
51081,Greensville County,Virginia,Gender Pay Gap,0.14846575801854023
51083,Halifax County,Virginia,Gender Pay Gap,0.15389238165680474
51085,Hanover County,Virginia,Gender Pay Gap,0.20732706887971664
51087,Henrico County,Virginia,Gender Pay Gap,0.1929597907395888
51089,Henry County,Virginia,Gender Pay Gap,0.17328042328042326
51093,Isle Of Wight County,Virginia,Gender Pay Gap,0.321953438130703
51095,James City County,Virginia,Gender Pay Gap,0.2070143656242054
51097,King And Queen County,Virginia,Gender Pay Gap,0.28684121290000175
51099,King George County,Virginia,Gender Pay Gap,0.4377893129770992
51101,King William County,Virginia,Gender Pay Gap,0.1317019866363327
51103,Lancaster County,Virginia,Gender Pay Gap,0.3191808968005939
51109,Louisa County,Virginia,Gender Pay Gap,0.19840315780030504
51111,Lunenburg County,Virginia,Gender Pay Gap,0.30397289136998507
51115,Mathews County,Virginia,Gender Pay Gap,0.29304116786577905
51117,Mecklenburg County,Virginia,Gender Pay Gap,0.29898858460992483
51119,Middlesex County,Virginia,Gender Pay Gap,0.26519347148358696
51127,New Kent County,Virginia,Gender Pay Gap,0.16939986810287977
51131,Northampton County,Virginia,Gender Pay Gap,0.11984782608695654
51133,Northumberland County,Virginia,Gender Pay Gap,0.033196298241483624
51135,Nottoway County,Virginia,Gender Pay Gap,0.05602638500396606
51143,Pittsylvania County,Virginia,Gender Pay Gap,0.2093604625885831
51145,Powhatan County,Virginia,Gender Pay Gap,0.18765289136570895
51147,Prince Edward County,Virginia,Gender Pay Gap,0.18003457216940366
51149,Prince George County,Virginia,Gender Pay Gap,0.1643842944260191
51159,Richmond County,Virginia,Gender Pay Gap,-0.13187157023202078
51175,Southampton County,Virginia,Gender Pay Gap,0.2526149926243798
51177,Spotsylvania County,Virginia,Gender Pay Gap,0.2919592647511401
51179,Stafford County,Virginia,Gender Pay Gap,0.31665260554509
51181,Surry County,Virginia,Gender Pay Gap,0.20294083127944607
51183,Sussex County,Virginia,Gender Pay Gap,-0.10082314791718638
51193,Westmoreland County,Virginia,Gender Pay Gap,0.22428816345287117
51199,York County,Virginia,Gender Pay Gap,0.31932575460603685
51550,Chesapeake City,Virginia,Gender Pay Gap,0.2872516556291391
51570,Colonial Heights City,Virginia,Gender Pay Gap,0.22281489483812156
51590,Danville City,Virginia,Gender Pay Gap,0.21158741242988754
51595,Emporia City,Virginia,Gender Pay Gap,0.2742129402858797
51620,Franklin City,Virginia,Gender Pay Gap,0.28476381833345965
51630,Fredericksburg City,Virginia,Gender Pay Gap,0.20119851112792875
51650,Hampton City,Virginia,Gender Pay Gap,0.24397780869942354
51670,Hopewell City,Virginia,Gender Pay Gap,0.21781723187073676
51680,Lynchburg City,Virginia,Gender Pay Gap,0.19432939725061682
51690,Martinsville City,Virginia,Gender Pay Gap,0.19102475488313753
51700,Newport News City,Virginia,Gender Pay Gap,0.2519676207212428
51710,Norfolk City,Virginia,Gender Pay Gap,0.20926928018063617
51730,Petersburg City,Virginia,Gender Pay Gap,0.12118691070438159
51735,Poquoson City,Virginia,Gender Pay Gap,0.11272989542012257
51740,Portsmouth City,Virginia,Gender Pay Gap,0.2756591977010602
51760,Richmond City,Virginia,Gender Pay Gap,0.07586699468296165
51800,Suffolk City,Virginia,Gender Pay Gap,0.28012214124942947
51810,Virginia Beach City,Virginia,Gender Pay Gap,0.19955614006246913
51830,Williamsburg City,Virginia,Gender Pay Gap,0.34151536835799035
51001,Accomack County,Virginia,Uninsured Children,0.09468277106761072
51007,Amelia County,Virginia,Uninsured Children,0.02879327078615335
51011,Appomattox County,Virginia,Uninsured Children,0.05534454693434617
51025,Brunswick County,Virginia,Uninsured Children,0.00886839304717985
51029,Buckingham County,Virginia,Uninsured Children,0.09458189790165988
51031,Campbell County,Virginia,Uninsured Children,0.05817245817245817
51033,Caroline County,Virginia,Uninsured Children,0.05609311457018651
51036,Charles City County,Virginia,Uninsured Children,0.05560458958517211
51037,Charlotte County,Virginia,Uninsured Children,0.02564102564102564
51041,Chesterfield County,Virginia,Uninsured Children,0.052422488043513946
51049,Cumberland County,Virginia,Uninsured Children,0.11865258924082453
51053,Dinwiddie County,Virginia,Uninsured Children,0.043110205361341906
51057,Essex County,Virginia,Uninsured Children,0.04553903345724907
51073,Gloucester County,Virginia,Uninsured Children,0.02244176119038907
51075,Goochland County,Virginia,Uninsured Children,0.024153547552296744
51081,Greensville County,Virginia,Uninsured Children,0.0526027397260274
51083,Halifax County,Virginia,Uninsured Children,0.04583901773533424
51085,Hanover County,Virginia,Uninsured Children,0.03374626228107646
51087,Henrico County,Virginia,Uninsured Children,0.03721650263045284
51089,Henry County,Virginia,Uninsured Children,0.024665981500513873
51093,Isle Of Wight County,Virginia,Uninsured Children,0.0772466986093257
51095,James City County,Virginia,Uninsured Children,0.035015696691620385
51097,King And Queen County,Virginia,Uninsured Children,0.08022239872915012
51099,King George County,Virginia,Uninsured Children,0.01676785198034114
51101,King William County,Virginia,Uninsured Children,0.049816345270890725
51103,Lancaster County,Virginia,Uninsured Children,0.09184782608695652
51109,Louisa County,Virginia,Uninsured Children,0.04915534103899403
51111,Lunenburg County,Virginia,Uninsured Children,0.06485610052695581
51115,Mathews County,Virginia,Uninsured Children,0.04686468646864687
51117,Mecklenburg County,Virginia,Uninsured Children,0.05277447819446801
51119,Middlesex County,Virginia,Uninsured Children,0.01698886936145284
51127,New Kent County,Virginia,Uninsured Children,0.013980088964202499
51131,Northampton County,Virginia,Uninsured Children,0.13104013104013104
51133,Northumberland County,Virginia,Uninsured Children,0.11487179487179487
51135,Nottoway County,Virginia,Uninsured Children,0.08712574850299401
51143,Pittsylvania County,Virginia,Uninsured Children,0.044155413801673433
51145,Powhatan County,Virginia,Uninsured Children,0.05586897179253867
51147,Prince Edward County,Virginia,Uninsured Children,0.05242020714436694
51149,Prince George County,Virginia,Uninsured Children,0.025210908377476946
51159,Richmond County,Virginia,Uninsured Children,0.0
51175,Southampton County,Virginia,Uninsured Children,0.04559440559440559
51177,Spotsylvania County,Virginia,Uninsured Children,0.04412817265870175
51179,Stafford County,Virginia,Uninsured Children,0.04676854655563967
51181,Surry County,Virginia,Uninsured Children,0.07914262159934048
51183,Sussex County,Virginia,Uninsured Children,0.06659267480577137
51193,Westmoreland County,Virginia,Uninsured Children,0.011458034947006588
51199,York County,Virginia,Uninsured Children,0.016712297513118868
51550,Chesapeake City,Virginia,Uninsured Children,0.03773763508716573
51570,Colonial Heights City,Virginia,Uninsured Children,0.0893463017416874
51590,Danville City,Virginia,Uninsured Children,0.03371462974111981
51595,Emporia City,Virginia,Uninsured Children,0.08855421686746988
51620,Franklin City,Virginia,Uninsured Children,0.013615023474178404
51630,Fredericksburg City,Virginia,Uninsured Children,0.0904857985410523
51650,Hampton City,Virginia,Uninsured Children,0.025274795501022494
51670,Hopewell City,Virginia,Uninsured Children,0.032090761750405185
51680,Lynchburg City,Virginia,Uninsured Children,0.04372465136952053
51690,Martinsville City,Virginia,Uninsured Children,0.049775028121484814
51700,Newport News City,Virginia,Uninsured Children,0.05594481678126904
51710,Norfolk City,Virginia,Uninsured Children,0.054710583196176804
51730,Petersburg City,Virginia,Uninsured Children,0.057942451714623575
51735,Poquoson City,Virginia,Uninsured Children,0.01872791519434629
51740,Portsmouth City,Virginia,Uninsured Children,0.04940157881334352
51760,Richmond City,Virginia,Uninsured Children,0.06905472173021349
51800,Suffolk City,Virginia,Uninsured Children,0.04595812797506214
51810,Virginia Beach City,Virginia,Uninsured Children,0.04262854021267177
51830,Williamsburg City,Virginia,Uninsured Children,0.04532967032967033
51001,Accomack County,Virginia,Uninsured (Black),0.12942677868765287
51007,Amelia County,Virginia,Uninsured (Black),0.08101613456917267
51011,Appomattox County,Virginia,Uninsured (Black),0.07135541140320929
51025,Brunswick County,Virginia,Uninsured (Black),0.050283095173901324
51029,Buckingham County,Virginia,Uninsured (Black),0.09460654288240496
51031,Campbell County,Virginia,Uninsured (Black),0.05655790147152911
51033,Caroline County,Virginia,Uninsured (Black),0.0837827173484151
51036,Charles City County,Virginia,Uninsured (Black),0.09923916639100232
51037,Charlotte County,Virginia,Uninsured (Black),0.09286412512218964
51041,Chesterfield County,Virginia,Uninsured (Black),0.059619684111834985
51049,Cumberland County,Virginia,Uninsured (Black),0.08754665761791652
51053,Dinwiddie County,Virginia,Uninsured (Black),0.09843245735361918
51057,Essex County,Virginia,Uninsured (Black),0.10581222056631892
51073,Gloucester County,Virginia,Uninsured (Black),0.06215213358070501
51075,Goochland County,Virginia,Uninsured (Black),0.10049937578027465
51081,Greensville County,Virginia,Uninsured (Black),0.12513818262215343
51083,Halifax County,Virginia,Uninsured (Black),0.05899628573896519
51085,Hanover County,Virginia,Uninsured (Black),0.05570405217577248
51087,Henrico County,Virginia,Uninsured (Black),0.0697470947288242
51089,Henry County,Virginia,Uninsured (Black),0.08100906022384083
51093,Isle Of Wight County,Virginia,Uninsured (Black),0.09843348141220482
51095,James City County,Virginia,Uninsured (Black),0.08786212729964052
51097,King And Queen County,Virginia,Uninsured (Black),0.0539546290619252
51099,King George County,Virginia,Uninsured (Black),0.0544280442804428
51101,King William County,Virginia,Uninsured (Black),0.06283118849356548
51103,Lancaster County,Virginia,Uninsured (Black),0.09222994314592546
51109,Louisa County,Virginia,Uninsured (Black),0.13598738667717777
51111,Lunenburg County,Virginia,Uninsured (Black),0.054160789844851905
51115,Mathews County,Virginia,Uninsured (Black),0.3278061224489796
51117,Mecklenburg County,Virginia,Uninsured (Black),0.08915123142682678
51119,Middlesex County,Virginia,Uninsured (Black),0.1213073538654934
51127,New Kent County,Virginia,Uninsured (Black),0.07527301092043681
51131,Northampton County,Virginia,Uninsured (Black),0.09887816331854944
51133,Northumberland County,Virginia,Uninsured (Black),0.12919398380254532
51135,Nottoway County,Virginia,Uninsured (Black),0.20234271679576799
51143,Pittsylvania County,Virginia,Uninsured (Black),0.06923607518537679
