FIPS,Tract,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
51025930202,Census Tract 9302.02,Brunswick County,Virginia,,,,,,,,,0.0,0.0,0.0,,
51025930203,Census Tract 9302.03,Brunswick County,Virginia,0.1931407942238267,0.012867647058823529,0.2086129753914989,0.011732851985559567,0.19133574007220217,0.5749440715883669,0.006152125279642058,0.0,102400.0,974.0,670.0,0.13534675615212532,0.3592105263157895
51025930301,Census Tract 9303.01,Brunswick County,Virginia,0.3950207468879668,0.0,0.0,0.0,0.2863070539419087,0.821673525377229,0.02194787379972565,0.0,108500.0,880.0,0.0,0.3347050754458162,0.38461538461538464
51025930302,Census Tract 9303.02,Brunswick County,Virginia,0.26202052944354404,0.040329218106995884,0.004392386530014641,0.0016207455429497568,0.35602377093462995,0.8682284040995608,0.0,0.010248901903367497,141600.0,1159.0,1013.0,0.19912152269399708,0.05555555555555555
51029930101,Census Tract 9301.01,Buckingham County,Virginia,0.19767441860465115,0.03499562554680665,0.057971014492753624,0.009966777408637873,0.4330011074197121,0.7377501725327812,0.027605244996549344,0.00759144237405107,123000.0,1125.0,832.0,0.3519668737060041,0.3473684210526316
51029930102,Census Tract 9301.02,Buckingham County,Virginia,0.192005710206995,0.0,0.06007067137809187,0.0,0.2755174875089222,0.6775618374558304,0.0,0.0,106900.0,961.0,650.0,0.3568904593639576,0.2356164383561644
51029930201,Census Tract 9302.01,Buckingham County,Virginia,0.16105327617881202,0.013237063778580024,0.1,0.002449479485609308,0.192896509491733,0.7817518248175183,0.029927007299270073,0.0,161900.0,1207.0,1006.0,0.35255474452554747,0.28762541806020064
51029930202,Census Tract 9302.02,Buckingham County,Virginia,0.2416595380667237,0.08574277168494517,0.03948110547095319,0.0213857998289136,0.2711719418306245,0.7518330513254371,0.01692047377326565,0.0,160100.0,1112.0,773.0,0.33784545967287083,0.37727272727272726
51031020101,Census Tract 201.01,Campbell County,Virginia,0.08177408177408177,0.010012014417300761,0.016226415094339624,0.0,0.24705474705474706,0.730188679245283,0.035849056603773584,0.0,161800.0,1134.0,684.0,0.2837735849056604,0.2545454545454545
51031020102,Census Tract 201.02,Campbell County,Virginia,0.14644137224782386,0.008576329331046312,0.01979604079184163,0.0,0.16538658474142345,0.7864427114577085,0.0,0.0,179000.0,1213.0,585.0,0.19016196760647874,0.09269662921348315
51031020200,Census Tract 202,Campbell County,Virginia,0.09778672032193159,0.0023990403838464614,0.0504014272970562,0.11146881287726358,0.14124748490945674,0.7743086529884032,0.0,0.004014272970561998,176700.0,1326.0,696.0,0.24843889384478146,0.12055335968379446
51031020300,Census Tract 203,Campbell County,Virginia,0.04474708171206226,0.0,0.05295315682281059,0.0,0.01556420233463035,0.7759674134419552,0.0,0.0,189800.0,1161.0,740.0,0.05159538357094362,0.12727272727272726
51031020401,Census Tract 204.01,Campbell County,Virginia,0.08955916473317865,0.0,0.045871559633027525,0.19443155452436195,0.11600928074245939,0.47196738022426094,0.06829765545361875,0.0,163100.0,932.0,1028.0,0.2242609582059123,0.1718146718146718
51031020402,Census Tract 204.02,Campbell County,Virginia,0.08944099378881988,0.012439156300703082,0.056616643929058665,0.06894409937888199,0.0,0.6534788540245566,0.010914051841746248,0.0,208000.0,1278.0,950.0,0.06207366984993179,0.14566929133858267
51031020403,Census Tract 204.03,Campbell County,Virginia,0.07016788635385278,0.07344262295081967,0.05277777777777778,0.054240206629358585,0.21222557038312526,0.6902777777777778,0.0,0.009259259259259259,217900.0,1357.0,735.0,0.1703703703703704,0.16143497757847533
51031020500,Census Tract 205,Campbell County,Virginia,0.11300639658848614,0.04340017958695001,0.057692307692307696,0.003045994517209869,0.3128236369174536,0.7925824175824175,0.020947802197802196,0.0,134500.0,1147.0,803.0,0.19745879120879117,0.16556291390728478
51031020600,Census Tract 206,Campbell County,Virginia,0.18807092960773777,0.006060606060606061,0.005956320317670417,0.0,0.1552928533046749,0.898742554599603,0.0,0.0,122500.0,1210.0,704.0,0.2534745201853077,0.0
51031020700,Census Tract 207,Campbell County,Virginia,0.12947299934938192,0.041146216017634095,0.08669656203288491,0.005855562784645413,0.04424202992843201,0.6203288490284006,0.006726457399103139,0.0,112100.0,1025.0,722.0,0.22421524663677128,0.25
51031020800,Census Tract 208,Campbell County,Virginia,0.19527027027027027,0.08125,0.07136859781696053,0.0,0.3918918918918919,0.818639798488665,0.0109151973131822,0.0,102900.0,1161.0,838.0,0.3198992443324937,0.30092592592592593
51031020900,Census Tract 209,Campbell County,Virginia,0.1824853228962818,0.06902985074626866,0.08138839018551765,0.0,0.2309197651663405,0.7624177139437462,0.0,0.004189108318372232,113600.0,1117.0,802.0,0.36923997606223813,0.27204030226700254
51033030100,Census Tract 301,Caroline County,Virginia,0.05899035734543392,0.021632251720747297,0.016877637130801686,0.003403289846851957,0.1605218377765173,0.70042194092827,0.027124773960216998,0.0,237200.0,1727.0,836.0,0.23990355635925253,0.15492957746478872
51033030201,Census Tract 302.01,Caroline County,Virginia,0.045,0.0034344590726960505,0.02181500872600349,0.0025,0.0575,0.8481675392670157,0.02530541012216405,0.0,230100.0,1636.0,799.0,0.22076788830715532,0.2471264367816092
51033030202,Census Tract 302.02,Caroline County,Virginia,0.16203703703703703,0.01938610662358643,0.05110497237569061,0.032407407407407406,0.10300925925925926,0.8273480662983426,0.03729281767955801,0.0,195900.0,1523.0,817.0,0.26519337016574585,0.312
51033030300,Census Tract 303,Caroline County,Virginia,0.060155697098372256,0.09843856076035302,0.07680722891566265,0.016985138004246284,0.05732484076433121,0.7364457831325302,0.012801204819277108,0.0,220100.0,1552.0,969.0,0.16340361445783136,0.32285714285714284
51033030400,Census Tract 304,Caroline County,Virginia,0.10828025477707007,0.07043756670224119,0.06,0.0,0.21273885350318472,0.8685714285714285,0.06285714285714286,0.0,223900.0,1443.0,1188.0,0.22857142857142854,0.21739130434782608
51033030501,Census Tract 305.01,Caroline County,Virginia,0.0,0.0,0.10273159144893111,0.02553444180522565,0.017814726840855107,0.8206650831353919,0.0,0.0,261600.0,1677.0,1904.0,0.03622327790973867,0.40066225165562913
51033030502,Census Tract 305.02,Caroline County,Virginia,0.2301000434971727,0.0,0.014689265536723164,0.0,0.05915615484993476,0.7779661016949152,0.012429378531073447,0.01638418079096045,227200.0,1750.0,1124.0,0.055932203389830515,0.31806615776081426
51033030503,Census Tract 305.03,Caroline County,Virginia,0.18958742632612965,0.0,0.044848484848484846,0.0,0.05893909626719057,0.9381818181818182,0.02666666666666667,0.0,216500.0,1381.0,1318.0,0.3927272727272727,0.3137254901960784
51033030600,Census Tract 306,Caroline County,Virginia,0.1358574610244989,0.06837016574585636,0.08762886597938144,0.0,0.10541945063103192,0.9579037800687286,0.040378006872852236,0.02491408934707904,213300.0,1366.0,1375.0,0.19072164948453607,0.10204081632653061
51036600100,Census Tract 6001,Charles City County,Virginia,0.06967537608867776,0.0028922631959508315,0.03574468085106383,0.03167062549485352,0.13539192399049882,0.84,0.00851063829787234,0.00425531914893617,172000.0,1255.0,700.0,0.345531914893617,0.35638297872340424
51036600200,Census Tract 6002,Charles City County,Virginia,0.09972552607502287,0.04797742238946378,0.047764227642276426,0.006404391582799634,0.1445562671546203,0.8800813008130082,0.0040650406504065045,0.0040650406504065045,163000.0,1167.0,988.0,0.3597560975609756,0.13559322033898305
51036600300,Census Tract 6003,Charles City County,Virginia,0.14585635359116023,0.026683608640406607,0.007761966364812419,0.008839779005524863,0.11160220994475138,0.8124191461836999,0.007761966364812419,0.0,215600.0,1593.0,842.0,0.2742561448900388,0.5517241379310345
51037930101,Census Tract 9301.01,Charlotte County,Virginia,0.2765818656229615,0.04875886524822695,0.06582506762849413,0.06653620352250489,0.19960861056751467,0.5121731289449954,0.05320108205590622,0.0,151100.0,1352.0,629.0,0.2831379621280433,0.21072088724584104
51037930102,Census Tract 9301.02,Charlotte County,Virginia,0.15899919289749798,0.010922330097087379,0.04222648752399232,0.0016142050040355124,0.3131557707828894,0.7245681381957774,0.0,0.01055662188099808,153900.0,1080.0,665.0,0.37428023032629554,0.5261324041811847
51037930200,Census Tract 9302,Charlotte County,Virginia,0.2601115760111576,0.0,0.019792648444863337,0.0,0.1896792189679219,0.7700282752120641,0.000942507068803016,0.01885014137606032,127700.0,1182.0,875.0,0.3110273327049953,0.1885245901639344
51037930300,Census Tract 9303,Charlotte County,Virginia,0.22426265998887035,0.0028694404591104736,0.09469153515064563,0.005564830272676683,0.2676683361157485,0.7216642754662841,0.013629842180774749,0.007173601147776184,95600.0,1058.0,658.0,0.327116212338594,0.15463917525773196
51041100106,Census Tract 1001.06,Chesterfield County,Virginia,0.03017832647462277,0.0,0.04738330975954738,0.0,0.0,0.9349363507779349,0.0,0.0,315400.0,1823.0,2007.0,0.0,0.0
51041100107,Census Tract 1001.07,Chesterfield County,Virginia,0.15347334410339256,0.00832639467110741,0.21183206106870228,0.3408723747980614,0.0864297253634895,0.19561068702290077,0.05152671755725191,0.0,159100.0,1231.0,1254.0,0.0725190839694656,0.41874258600237246
51041100206,Census Tract 1002.06,Chesterfield County,Virginia,0.05459654757125652,0.01225561715786402,0.05859872611464968,0.013247691690084303,0.0,0.7367303609341825,0.009766454352441613,0.0,195300.0,1359.0,1182.0,0.08535031847133756,0.2645161290322581
51041100208,Census Tract 1002.08,Chesterfield County,Virginia,0.021759697256385997,0.0,0.015473887814313346,0.0,0.0,0.9555125725338491,0.0,0.0,275000.0,1635.0,2021.0,0.05319148936170215,0.2608695652173913
51041100209,Census Tract 1002.09,Chesterfield County,Virginia,0.021009952082565425,0.0,0.038403614457831324,0.0,0.0,0.8143825301204819,0.0,0.0,228900.0,1355.0,1311.0,0.062123493975903665,0.4056795131845842
51041100210,Census Tract 1002.10,Chesterfield County,Virginia,0.07562076749435666,0.0,0.0757020757020757,0.35665914221218964,0.0,0.3199023199023199,0.06227106227106227,0.0,149000.0,1115.0,1370.0,0.19658119658119655,0.25673249551166966
51041100211,Census Tract 1002.11,Chesterfield County,Virginia,0.10184119677790564,0.0,0.18129404228058937,0.05753739930955121,0.0,0.5618193465727098,0.0,0.0,159100.0,1125.0,1109.0,0.06790518898142217,0.2909356725146199
51041100212,Census Tract 1002.12,Chesterfield County,Virginia,0.06513994910941476,0.0,0.33097441480675016,0.21170483460559797,0.0,0.40827436037016873,0.07512248230811105,0.0,168600.0,1174.0,1252.0,0.13500272182906914,0.36338546458141674
51041100300,Census Tract 1003,Chesterfield County,Virginia,0.03507271171941831,0.05415617128463476,0.149822695035461,0.041916167664670656,0.0025662959794696323,0.41932624113475175,0.013297872340425532,0.01950354609929078,153000.0,1071.0,1093.0,0.1471631205673759,0.40458015267175573
51041100403,Census Tract 1004.03,Chesterfield County,Virginia,0.043968023255813955,0.0,0.012922843025465602,0.15915697674418605,0.08902616279069768,0.6377803116685671,0.0049410870391486126,0.0,288000.0,1800.0,1348.0,0.09882174078297223,0.2770199370409234
51041100404,Census Tract 1004.04,Chesterfield County,Virginia,0.06197478991596639,0.08409090909090909,0.07726763717805152,0.13130252100840337,0.15336134453781514,0.30011198208286677,0.09742441209406495,0.01791713325867861,131400.0,1105.0,810.0,0.40537513997760355,0.3616
51041100405,Census Tract 1004.05,Chesterfield County,Virginia,0.006234413965087282,0.0,0.1191969887076537,0.007481296758104738,0.09476309226932668,0.4228356336260979,0.03638644918444166,0.04893350062735257,144700.0,1128.0,1091.0,0.24341279799247173,0.23695652173913043
51041100406,Census Tract 1004.06,Chesterfield County,Virginia,0.01891891891891892,0.0,0.17768595041322313,0.3837837837837838,0.02837837837837838,0.13360881542699724,0.04269972451790634,0.02066115702479339,253400.0,1364.0,981.0,0.2837465564738292,0.6613672496025437
51041100407,Census Tract 1004.07,Chesterfield County,Virginia,0.1291309669522644,0.0351288056206089,0.03443429374560787,0.1383108935128519,0.07711138310893513,0.55024595924104,0.03162333099086437,0.0,158900.0,1198.0,1454.0,0.10049191848208017,0.334375
51041100409,Census Tract 1004.09,Chesterfield County,Virginia,0.04832451499118166,0.021696252465483234,0.02001482579688658,0.012345679012345678,0.010582010582010581,0.8135656041512231,0.01000741289844329,0.0,224100.0,1425.0,1257.0,0.09822090437361009,0.24055666003976142
51041100410,Census Tract 1004.10,Chesterfield County,Virginia,0.06468085106382979,0.05515587529976019,0.09281164695177434,0.3617021276595745,0.0,0.2966333030027298,0.09190172884440401,0.0,262100.0,1398.0,1272.0,0.2156505914467698,0.5627425614489003
51041100505,Census Tract 1005.05,Chesterfield County,Virginia,0.049060064190738197,0.005817932922655715,0.08389585342333655,0.021549747822099955,0.0041265474552957355,0.7242044358727098,0.0,0.0,269200.0,1764.0,1422.0,0.08582449373191903,0.3129370629370629
51041100506,Census Tract 1005.06,Chesterfield County,Virginia,0.07130730050933787,0.0,0.18921389396709323,0.15619694397283532,0.1494057724957555,0.7394881170018281,0.04021937842778794,0.0,262500.0,1795.0,1276.0,0.0845521023765996,0.17894736842105263
51041100507,Census Tract 1005.07,Chesterfield County,Virginia,0.0,0.0,0.10616822429906542,0.010093457943925233,0.01794392523364486,0.8983177570093458,0.0,0.027289719626168225,276000.0,1852.0,1383.0,0.07850467289719631,0.0
51041100508,Census Tract 1005.08,Chesterfield County,Virginia,0.05510688836104513,0.008809020436927413,0.08144796380090498,0.0,0.06413301662707839,0.7330316742081447,0.008547008547008548,0.0,167400.0,1207.0,1232.0,0.12619406737053795,0.17702448210922786
51041100509,Census Tract 1005.09,Chesterfield County,Virginia,0.04203079483978361,0.0,0.022589052997393572,0.0,0.0,0.8935708079930496,0.0,0.0,285600.0,1859.0,1867.0,0.036490008688097264,0.2857142857142857
51041100510,Census Tract 1005.10,Chesterfield County,Virginia,0.06567164179104477,0.005022601707684581,0.06389776357827476,0.11223880597014925,0.0,0.6044728434504792,0.012779552715654952,0.006389776357827476,180800.0,1197.0,1427.0,0.053035143769968096,0.09369951534733441
51041100600,Census Tract 1006,Chesterfield County,Virginia,0.13517241379310344,0.052770448548812667,0.0685805422647528,0.008275862068965517,0.0,0.6889952153110048,0.01594896331738437,0.0,154200.0,1190.0,997.0,0.24720893141945777,0.40512820512820513
51041100701,Census Tract 1007.01,Chesterfield County,Virginia,0.0,0.04047619047619048,0.14100268576544314,0.0,0.0,0.7761862130707251,0.0,0.0,159700.0,1238.0,1070.0,0.08415398388540729,0.356
51041100702,Census Tract 1007.02,Chesterfield County,Virginia,0.0275,0.03535911602209945,0.12082262210796915,0.0,0.0,0.8406169665809768,0.008997429305912597,0.0,182600.0,1500.0,1014.0,0.1053984575835476,0.20161290322580644
51041100704,Census Tract 1007.04,Chesterfield County,Virginia,0.0,0.019908751555371217,0.024889380530973452,0.0,0.006084070796460177,0.9175884955752213,0.017146017699115043,0.00663716814159292,276500.0,1695.0,1197.0,0.10508849557522126,0.0
51041100705,Census Tract 1007.05,Chesterfield County,Virginia,0.05988593155893536,0.0,0.04954499494438827,0.0,0.0,0.9433771486349848,0.0,0.0,283100.0,1582.0,0.0,0.09605662285136507,0.0
51041100804,Census Tract 1008.04,Chesterfield County,Virginia,0.017787659811006114,0.005543237250554324,0.02659875495189587,0.08949416342412451,0.0,0.7085455574419921,0.035653650254668934,0.0,225200.0,1468.0,1195.0,0.08715336728919076,0.2970873786407767
51041100805,Census Tract 1008.05,Chesterfield County,Virginia,0.07198748043818466,0.0,0.005621135469364812,0.03286384976525822,0.0,0.7740303541315345,0.03372681281618887,0.0,196400.0,1379.0,1248.0,0.11298482293423273,0.08706467661691543
51041100806,Census Tract 1008.06,Chesterfield County,Virginia,0.1459227467811159,0.08345021037868162,0.16834170854271358,0.15092989985693847,0.03648068669527897,0.5226130653266332,0.038525963149078725,0.0,184900.0,1281.0,1077.0,0.144891122278057,0.40350877192982454
51041100807,Census Tract 1008.07,Chesterfield County,Virginia,0.03526448362720403,0.0,0.0,0.005037783375314861,0.0,0.7049608355091384,0.0587467362924282,0.01174934725848564,196400.0,1350.0,1425.0,0.118798955613577,0.1415929203539823
51041100812,Census Tract 1008.12,Chesterfield County,Virginia,0.0,0.0,0.026215443279313633,0.0,0.0,0.9256434699714013,0.0,0.0,235800.0,1588.0,1490.0,0.08341277407054337,0.0
51041100814,Census Tract 1008.14,Chesterfield County,Virginia,0.011730205278592375,0.03341645885286783,0.06528189910979229,0.0,0.0,0.7804154302670623,0.008160237388724036,0.0,171300.0,1358.0,1297.0,0.12388724035608312,0.23310810810810811
51041100815,Census Tract 1008.15,Chesterfield County,Virginia,0.020224719101123594,0.0,0.047018348623853214,0.0,0.0,0.8102064220183486,0.07855504587155963,0.0,233000.0,1579.0,1644.0,0.05103211009174313,0.09365558912386707
51041100816,Census Tract 1008.16,Chesterfield County,Virginia,0.01543026706231454,0.0,0.11452682338758288,0.0,0.0,0.8215792646172393,0.037371910789632305,0.0,174000.0,1272.0,1345.0,0.042796865581675725,0.16554054054054054
51041100817,Census Tract 1008.17,Chesterfield County,Virginia,0.0,0.01014040561622465,0.11398963730569948,0.07772020725388601,0.0,0.5552677029360967,0.0,0.0,163500.0,1287.0,1278.0,0.28756476683937826,0.49514563106796117
51041100818,Census Tract 1008.18,Chesterfield County,Virginia,0.0,0.030597014925373135,0.025688073394495414,0.007951070336391437,0.004892966360856269,0.9755351681957186,0.0,0.0061162079510703364,258600.0,1756.0,2038.0,0.036085626911315005,0.0
51041100819,Census Tract 1008.19,Chesterfield County,Virginia,0.05504966887417218,0.017703722988804998,0.06219886114761279,0.12624172185430463,0.0,0.7065265002190101,0.0319754708716601,0.0,198800.0,1465.0,1245.0,0.14148050810337276,0.20149253731343283
51041100820,Census Tract 1008.20,Chesterfield County,Virginia,0.035839775122979624,0.01536983669548511,0.08600583090379009,0.15390021082220662,0.018271257905832748,0.739067055393586,0.025510204081632654,0.006559766763848397,254600.0,1800.0,1430.0,0.07434402332361512,0.31564245810055863
51041100821,Census Tract 1008.21,Chesterfield County,Virginia,0.05737265415549598,0.01738721804511278,0.02218430034129693,0.0,0.004289544235924933,0.962457337883959,0.0,0.0,370000.0,2123.0,1676.0,0.04550625711035272,0.25757575757575757
51041100822,Census Tract 1008.22,Chesterfield County,Virginia,0.0,0.008769182586908864,0.012578616352201259,0.11500449236298294,0.015723270440251572,0.7789757412398922,0.03234501347708895,0.0026954177897574125,348800.0,2098.0,1475.0,0.035040431266846306,0.20121951219512196
51041100823,Census Tract 1008.23,Chesterfield County,Virginia,0.031758634378721715,0.03171570500573175,0.07380073800738007,0.20722508932115918,0.0,0.7068470684706847,0.003280032800328003,0.005330053300533005,299900.0,1774.0,1363.0,0.12382123821238211,0.25314685314685315
51041100902,Census Tract 1009.02,Chesterfield County,Virginia,0.036053130929791274,0.0059715204409738175,0.01968503937007874,0.005060088551549652,0.0,0.8051181102362205,0.0,0.005249343832020997,311700.0,1849.0,1709.0,0.06889763779527558,0.07407407407407407
51041100907,Census Tract 1009.07,Chesterfield County,Virginia,0.11586901763224182,0.008316008316008316,0.04178537511870845,0.33585222502099077,0.15365239294710328,0.6410256410256411,0.06457739791073125,0.0,224600.0,1505.0,2177.0,0.18613485280151942,0.4497354497354497
51041100910,Census Tract 1009.10,Chesterfield County,Virginia,0.0407673860911271,0.053587647593097185,0.0555,0.0,0.0,0.9085,0.0115,0.0,206200.0,1438.0,1169.0,0.0665,0.2677595628415301
51041100912,Census Tract 1009.12,Chesterfield County,Virginia,0.04276578737010392,0.009769094138543518,0.030897703549060542,0.019984012789768184,0.0,0.9068893528183716,0.0,0.0,280400.0,1782.0,1466.0,0.007098121085595044,0.04035874439461883
51041100915,Census Tract 1009.15,Chesterfield County,Virginia,0.033424657534246574,0.0,0.07539682539682539,0.19068493150684931,0.0,0.6757369614512472,0.030045351473922902,0.0,220600.0,1458.0,1442.0,0.08503401360544216,0.20804195804195805
51041100919,Census Tract 1009.19,Chesterfield County,Virginia,0.020841525756979944,0.0,0.05461847389558233,0.0,0.019268580416830515,0.7678714859437751,0.0,0.0,226500.0,1434.0,1412.0,0.04297188755020076,0.22145328719723184
51041100920,Census Tract 1009.20,Chesterfield County,Virginia,0.0757396449704142,0.006815968841285297,0.04225352112676056,0.25680473372781065,0.0,0.16645326504481434,0.028169014084507043,0.0,250000.0,1553.0,1410.0,0.047375160051216336,0.18433179723502305
51041100921,Census Tract 1009.21,Chesterfield County,Virginia,0.029459241323648102,0.005658129839189994,0.06694386694386695,0.18926553672316385,0.0,0.6602910602910603,0.004573804573804574,0.00997920997920998,230000.0,1351.0,1490.0,0.08898128898128899,0.2974296205630355
51041100922,Census Tract 1009.22,Chesterfield County,Virginia,0.06645851917930419,0.025601834161253344,0.06497849976110846,0.043264942016057094,0.0,0.7658862876254181,0.004300047778308648,0.0,223300.0,1528.0,1361.0,0.046344959388437634,0.3408163265306122
51041100923,Census Tract 1009.23,Chesterfield County,Virginia,0.03284072249589491,0.03554006968641115,0.09932088285229201,0.0,0.0,0.801358234295416,0.0,0.0,240600.0,1425.0,1582.0,0.032258064516129004,0.2606837606837607
51041100924,Census Tract 1009.24,Chesterfield County,Virginia,0.030257936507936508,0.00629987400251995,0.04808184143222506,0.11557539682539683,0.0,0.7698209718670077,0.006649616368286445,0.003069053708439898,553700.0,2727.0,1464.0,0.02148337595907923,0.21333333333333335
51041100926,Census Tract 1009.26,Chesterfield County,Virginia,0.07142857142857142,0.013703208556149732,0.0,0.13861003861003862,0.0,0.8561330561330561,0.0,0.0,606000.0,3100.0,1236.0,0.08731808731808732,0.29190751445086704
51041100928,Census Tract 1009.28,Chesterfield County,Virginia,0.04966517857142857,0.017584690974915957,0.06018790369935408,0.44838169642857145,0.0,0.6365237815619496,0.058426306517909574,0.0,370700.0,2036.0,1491.0,0.03435114503816794,0.30936995153473346
51041100929,Census Tract 1009.29,Chesterfield County,Virginia,0.08104738154613467,0.0,0.05336951605608322,0.04821280133000831,0.0,0.8905472636815921,0.009045680687471733,0.0,339800.0,2054.0,1577.0,0.0533695160560832,0.3512396694214876
51041100930,Census Tract 1009.30,Chesterfield County,Virginia,0.0321285140562249,0.0,0.1012448132780083,0.0,0.0,0.9717842323651452,0.0,0.0,337200.0,1864.0,0.0,0.014937759336099532,0.0
