FIPS,County,State,measure,value
51119,Middlesex County,Virginia,White,0.7780273254725809
51127,New Kent County,Virginia,White,0.7758781473422444
51131,Northampton County,Virginia,White,0.5491575331261247
51133,Northumberland County,Virginia,White,0.682741328875888
51135,Nottoway County,Virginia,White,0.5415842216123061
51143,Pittsylvania County,Virginia,White,0.7379054131803462
51145,Powhatan County,Virginia,White,0.8533306647986925
51147,Prince Edward County,Virginia,White,0.6078494083245762
51149,Prince George County,Virginia,White,0.5414038415935499
51159,Richmond County,Virginia,White,0.6023365535834644
51175,Southampton County,Virginia,White,0.6081096072775682
51177,Spotsylvania County,Virginia,White,0.6600405796682864
51179,Stafford County,Virginia,White,0.5829745013099531
51181,Surry County,Virginia,White,0.5322261161054396
51183,Sussex County,Virginia,White,0.3883211678832117
51193,Westmoreland County,Virginia,White,0.6331586989740231
51199,York County,Virginia,White,0.6906009908810224
51550,Chesapeake City,Virginia,White,0.5575752916997071
51570,Colonial Heights City,Virginia,White,0.703039664588735
51590,Danville City,Virginia,White,0.4089435097283579
51595,Emporia City,Virginia,White,0.19510501649019268
51620,Franklin City,Virginia,White,0.37556067402109344
51630,Fredericksburg City,Virginia,White,0.5798337317586613
51650,Hampton City,Virginia,White,0.3687074033989528
51670,Hopewell City,Virginia,White,0.4419635099913119
51680,Lynchburg City,Virginia,White,0.618692464513188
51690,Martinsville City,Virginia,White,0.42712971208073613
51700,Newport News City,Virginia,White,0.41349982979321226
51710,Norfolk City,Virginia,White,0.42887623870286223
51730,Petersburg City,Virginia,White,0.15010984381112882
51735,Poquoson City,Virginia,White,0.9035696979486351
51740,Portsmouth City,Virginia,White,0.3651261107804708
51760,Richmond City,Virginia,White,0.4144304223754409
51800,Suffolk City,Virginia,White,0.48464639533387655
51810,Virginia Beach City,Virginia,White,0.6053253739692085
51830,Williamsburg City,Virginia,White,0.6776259886267076
51001,Accomack County,Virginia,Black,0.2846232179226069
51007,Amelia County,Virginia,Black,0.2204236006051437
51011,Appomattox County,Virginia,Black,0.18118336554648046
51025,Brunswick County,Virginia,Black,0.5502991772625281
51029,Buckingham County,Virginia,Black,0.32604562737642584
51031,Campbell County,Virginia,Black,0.14197930142302717
51033,Caroline County,Virginia,Black,0.2547551926379573
51036,Charles City County,Virginia,Black,0.44242335338125277
51037,Charlotte County,Virginia,Black,0.26738474795346834
51041,Chesterfield County,Virginia,Black,0.22916469796941616
51049,Cumberland County,Virginia,Black,0.2996173337470266
51053,Dinwiddie County,Virginia,Black,0.31462196861626246
51057,Essex County,Virginia,Black,0.38160248564165333
51073,Gloucester County,Virginia,Black,0.08547141450266936
51075,Goochland County,Virginia,Black,0.15193415637860083
51081,Greensville County,Virginia,Black,0.5451373746184038
51083,Halifax County,Virginia,Black,0.34962603716255697
51085,Hanover County,Virginia,Black,0.08430679654313754
51087,Henrico County,Virginia,Black,0.29359130403345346
51089,Henry County,Virginia,Black,0.2267752608806312
51093,Isle Of Wight County,Virginia,Black,0.22216130127150727
51095,James City County,Virginia,Black,0.12541648977911568
51097,King And Queen County,Virginia,Black,0.2423019431988042
51099,King George County,Virginia,Black,0.16543219160055644
51101,King William County,Virginia,Black,0.151333447547256
51103,Lancaster County,Virginia,Black,0.29076584829607915
51109,Louisa County,Virginia,Black,0.13744075829383887
51111,Lunenburg County,Virginia,Black,0.3329160407277583
51115,Mathews County,Virginia,Black,0.09347215722976135
51117,Mecklenburg County,Virginia,Black,0.3389461890796454
51119,Middlesex County,Virginia,Black,0.1461725622309564
51127,New Kent County,Virginia,Black,0.1265153870065278
51131,Northampton County,Virginia,Black,0.3189105185669884
51133,Northumberland County,Virginia,Black,0.21671541997492688
51135,Nottoway County,Virginia,Black,0.39592774621816557
51143,Pittsylvania County,Virginia,Black,0.1979188927062614
51145,Powhatan County,Virginia,Black,0.09056339437606324
51147,Prince Edward County,Virginia,Black,0.3100013706766574
51149,Prince George County,Virginia,Black,0.3000948541617263
51159,Richmond County,Virginia,Black,0.2706133453156594
51175,Southampton County,Virginia,Black,0.31606390059906814
51177,Spotsylvania County,Virginia,Black,0.1609828655599922
51179,Stafford County,Virginia,Black,0.17946356774143343
51181,Surry County,Virginia,Black,0.4321194575651379
51183,Sussex County,Virginia,Black,0.5590328467153285
51193,Westmoreland County,Virginia,Black,0.2549661645928836
51199,York County,Virginia,Black,0.12984849572772314
51550,Chesapeake City,Virginia,Black,0.28799378570388234
51570,Colonial Heights City,Virginia,Black,0.1621338335080267
51590,Danville City,Virginia,Black,0.48897922737099353
51595,Emporia City,Virginia,Black,0.6347856274952265
51620,Franklin City,Virginia,Black,0.5330343071887501
51630,Fredericksburg City,Virginia,Black,0.19955756948656653
51650,Hampton City,Virginia,Black,0.48429227484131393
51670,Hopewell City,Virginia,Black,0.43071242397914855
51680,Lynchburg City,Virginia,Black,0.281995112253555
51690,Martinsville City,Virginia,Black,0.4442712971208074
51700,Newport News City,Virginia,Black,0.40236884621411473
51710,Norfolk City,Virginia,Black,0.4005642281057697
51730,Petersburg City,Virginia,Black,0.7584639922958861
51735,Poquoson City,Virginia,Black,0.014617993862057825
51740,Portsmouth City,Virginia,Black,0.5178545775442773
51760,Richmond City,Virginia,Black,0.45008773640085786
51800,Suffolk City,Virginia,Black,0.4066453660419436
51810,Virginia Beach City,Virginia,Black,0.18325037473397165
51830,Williamsburg City,Virginia,Black,0.15615399699326754
51001,Accomack County,Virginia,Hispanic,0.09111057865101234
51007,Amelia County,Virginia,Hispanic,0.03305597579425113
51011,Appomattox County,Virginia,Hispanic,0.019889020512500778
51025,Brunswick County,Virginia,Hispanic,0.015831463475442533
51029,Buckingham County,Virginia,Hispanic,0.0248930608365019
51031,Campbell County,Virginia,Hispanic,0.029197211441713382
51033,Caroline County,Virginia,Hispanic,0.05476167330935485
51036,Charles City County,Virginia,Hispanic,0.020683585154760157
51037,Charlotte County,Virginia,Hispanic,0.024386040499784576
51041,Chesterfield County,Virginia,Hispanic,0.09498385205031712
51049,Cumberland County,Virginia,Hispanic,0.011583410900817045
51053,Dinwiddie County,Virginia,Hispanic,0.03762482168330956
51057,Essex County,Virginia,Hispanic,0.04039167686658507
51073,Gloucester County,Virginia,Hispanic,0.038900119214222775
51075,Goochland County,Virginia,Hispanic,0.03148148148148148
51081,Greensville County,Virginia,Hispanic,0.026341037941561275
51083,Halifax County,Virginia,Hispanic,0.02267149701998364
51085,Hanover County,Virginia,Hispanic,0.0322158341877838
51087,Henrico County,Virginia,Hispanic,0.05976970631831383
51089,Henry County,Virginia,Hispanic,0.05855864674902598
51093,Isle Of Wight County,Virginia,Hispanic,0.037910237330618
51095,James City County,Virginia,Hispanic,0.06154400319040819
51097,King And Queen County,Virginia,Hispanic,0.03452914798206278
51099,King George County,Virginia,Hispanic,0.05955558897620032
51101,King William County,Virginia,Hispanic,0.028610587630632175
51103,Lancaster County,Virginia,Hispanic,0.009527299377061194
51109,Louisa County,Virginia,Hispanic,0.03298685911245153
51111,Lunenburg County,Virginia,Hispanic,0.05499916541478885
51115,Mathews County,Virginia,Hispanic,0.02889564810481984
51117,Mecklenburg County,Virginia,Hispanic,0.03031601146736086
51119,Middlesex County,Virginia,Hispanic,0.030320044918585063
51127,New Kent County,Virginia,Hispanic,0.038278786802255875
51131,Northampton County,Virginia,Hispanic,0.09250777032553574
51133,Northumberland County,Virginia,Hispanic,0.03944839114082741
51135,Nottoway County,Virginia,Hispanic,0.04755217974085658
51143,Pittsylvania County,Virginia,Hispanic,0.02812618151332336
51145,Powhatan County,Virginia,Hispanic,0.02361653157210047
51147,Prince Edward County,Virginia,Hispanic,0.03285055055512404
51149,Prince George County,Virginia,Hispanic,0.08676784443917476
51159,Richmond County,Virginia,Hispanic,0.07380363963154347
51175,Southampton County,Virginia,Hispanic,0.020357222098957177
51177,Spotsylvania County,Virginia,Hispanic,0.10713898897417198
51179,Stafford County,Virginia,Hispanic,0.14107286451713316
51181,Surry County,Virginia,Hispanic,0.027274112448575347
51183,Sussex County,Virginia,Hispanic,0.032481751824817516
51193,Westmoreland County,Virginia,Hispanic,0.06597904387688278
51199,York County,Virginia,Hispanic,0.07046743735190637
51550,Chesapeake City,Virginia,Hispanic,0.06814283171232988
51570,Colonial Heights City,Virginia,Hispanic,0.0673029182986705
51590,Danville City,Virginia,Hispanic,0.04749036563586803
51595,Emporia City,Virginia,Hispanic,0.07897934386391252
51620,Franklin City,Virginia,Hispanic,0.029458116135289127
51630,Fredericksburg City,Virginia,Hispanic,0.11335497912727013
51650,Hampton City,Virginia,Hispanic,0.06323310030128411
51670,Hopewell City,Virginia,Hispanic,0.08601216333622937
51680,Lynchburg City,Virginia,Hispanic,0.045142010560571336
51690,Martinsville City,Virginia,Hispanic,0.06671119026417334
51700,Newport News City,Virginia,Hispanic,0.09599122489449881
51710,Norfolk City,Virginia,Hispanic,0.08631516289676218
51730,Petersburg City,Virginia,Hispanic,0.05082909506756147
51735,Poquoson City,Virginia,Hispanic,0.03198190922306574
51740,Portsmouth City,Virginia,Hispanic,0.048115008106388656
51760,Richmond City,Virginia,Hispanic,0.07308264946206065
51800,Suffolk City,Virginia,Hispanic,0.04636102414547326
51810,Virginia Beach City,Virginia,Hispanic,0.08581298699028532
51830,Williamsburg City,Virginia,Hispanic,0.073926400418328
51001,Accomack County,Virginia,Asian,0.007637474541751527
51007,Amelia County,Virginia,Asian,7.5642965204236e-05
51011,Appomattox County,Virginia,Asian,0.0017457447471787518
51025,Brunswick County,Virginia,Asian,0.0004986287708800798
51029,Buckingham County,Virginia,Asian,0.0004158745247148289
51031,Campbell County,Virginia,Asian,0.009397010205548369
51033,Caroline County,Virginia,Asian,0.010304267522115291
51036,Charles City County,Virginia,Asian,0.0033739181458119407
51037,Charlotte County,Virginia,Asian,0.0035329599310641967
51041,Chesterfield County,Virginia,Asian,0.033432648319334735
51049,Cumberland County,Virginia,Asian,0.007756748371082842
51053,Dinwiddie County,Virginia,Asian,0.007988587731811698
51057,Essex County,Virginia,Asian,0.005743338668675266
51073,Gloucester County,Virginia,Asian,0.006919608148032965
51075,Goochland County,Virginia,Asian,0.017160493827160495
51081,Greensville County,Virginia,Asian,0.0006105538595726123
51083,Halifax County,Virginia,Asian,0.0018990300338903822
51085,Hanover County,Virginia,Asian,0.016643474439724623
51087,Henrico County,Virginia,Asian,0.09226810956725033
51089,Henry County,Virginia,Asian,0.005775593711455254
51093,Isle Of Wight County,Virginia,Asian,0.009373123417143156
51095,James City County,Virginia,Asian,0.02624368029022423
51097,King And Queen County,Virginia,Asian,0.0
51099,King George County,Virginia,Asian,0.011768244538857766
51101,King William County,Virginia,Asian,0.013705670721260922
51103,Lancaster County,Virginia,Asian,0.008977647489923048
51109,Louisa County,Virginia,Asian,0.005170185264971995
51111,Lunenburg County,Virginia,Asian,0.0035052578868302454
51115,Mathews County,Virginia,Asian,0.0
51117,Mecklenburg County,Virginia,Asian,0.009391373117606353
51119,Middlesex County,Virginia,Asian,0.013943477447127083
51127,New Kent County,Virginia,Asian,0.010346818242373107
51131,Northampton County,Virginia,Asian,0.010633077048912155
51133,Northumberland County,Virginia,Asian,0.0034266610948600084
51135,Nottoway County,Virginia,Asian,0.00440416161358269
51143,Pittsylvania County,Virginia,Asian,0.003780842634754163
51145,Powhatan County,Virginia,Asian,0.0019013309316521566
51147,Prince Edward County,Virginia,Asian,0.008863709051034861
51149,Prince George County,Virginia,Asian,0.015152952335783733
51159,Richmond County,Virginia,Asian,0.00044933722758930576
51175,Southampton County,Virginia,Asian,0.002440647881073885
51177,Spotsylvania County,Virginia,Asian,0.02564028506855942
51179,Stafford County,Virginia,Asian,0.03234027651682187
51181,Surry County,Virginia,Asian,0.001066585403016913
51183,Sussex County,Virginia,Asian,0.003010948905109489
51193,Westmoreland County,Virginia,Asian,0.010259768609473915
51199,York County,Virginia,Asian,0.05336396926832771
