FIPS,Tract,County,State,PM25,Lead Paint,Diesel PM,Air Toxics Cancer,Air Toxics Resp,Toxics Release to Air,Traffic Proximity,Water Discharge,Superfund Proximity,RMP Proximity,Hazardous Waste Proximity,Ozone,Underground Storage Tanks
51095080103,Census Tract 801.03,James City County,Virginia,7.13087917808219,0.157601977750309,0.171476148,30.0,0.3,136.06359263632703,67.57280229736762,0.001608275659028,0.146898753406318,0.489300669459895,0.229460994004645,56.48936,3.129145982302571
51095080104,Census Tract 801.04,James City County,Virginia,7.13087917808219,0.0,0.171476148,30.0,0.3,205.42401432454065,18.86109811736219,0.066046207397713,0.137264241805227,0.542532026135974,0.16997316535443,56.48936,0.472998205749694
51095080202,Census Tract 802.02,James City County,Virginia,7.18239123287671,0.06706204379562,0.146946322,30.0,0.3,357.97598102393766,63.10933629388353,0.001037203457423,0.076618395966988,0.112568217899272,0.231167926003555,56.2957,1.850218289661757
51095080203,Census Tract 802.03,James City County,Virginia,7.16098246575342,0.038981288981289,0.1508982,30.0,0.3,200.03613166464,48.162123529312,0.00137940772,0.0853989649312,0.1529843741808,0.231508053944,56.34009,0.3631503819088
51095080205,Census Tract 802.05,James City County,Virginia,7.19848849315068,0.006419073819349,0.14659657,30.0,0.3,240.18847584477004,86.91321756885709,0.000780954461226,0.084972209500225,0.102247600695221,0.39155850107101,56.35979,1.878576035420424
51095080207,Census Tract 802.07,James City County,Virginia,7.21029506849315,0.0,0.144669171,30.0,0.3,315.5659674216621,16.187314056758545,4.320511935e-06,0.063273876236046,0.072370005823949,0.240161039984264,56.32447,0.34835321091345
51095080208,Census Tract 802.08,James City County,Virginia,7.21029506849315,0.017531556802244,0.144669171,30.0,0.3,313.5924320402942,18.00625188538506,0.000598486250649,0.069849470649553,0.082889018741852,0.218601433682146,56.32447,0.466697848420537
51095080209,Census Tract 802.09,James City County,Virginia,7.21029506849315,0.018859028760019,0.144669171,30.0,0.3,325.77311771817125,65.56660629361679,0.000812773419336,0.073330423795574,0.092161047894001,0.251789208738497,56.32447,0.519305130485149
51095080304,Census Tract 803.04,James City County,Virginia,7.19861671232877,0.010216110019646,0.110274785,30.0,0.3,452.93799098522845,5.991558128581843,0.001812431159734,0.05334687156081,0.069170133256207,0.104490441360272,56.34251,0.18342245382619
51095080305,Census Tract 803.05,James City County,Virginia,7.24887150684931,0.0,0.104429073,30.0,0.3,286.7295460335179,50.242569839510885,0.000941571435936,0.07532596557069,0.07865561071244,0.604150771823551,56.38647,1.348489863219823
51095080306,Census Tract 803.06,James City County,Virginia,7.24887150684931,0.118279569892473,0.104429073,30.0,0.3,801.2562294582126,9.888571638916767,1.9535899445e-05,0.052194209122023,0.060617230901547,0.28799148506359,56.38647,0.181127065473116
51095080307,Census Tract 803.07,James City County,Virginia,7.1681904109589,0.0,0.128957567,30.0,0.3,389.65029425051904,23.37644239525303,0.001174061543253,0.06528620351449,0.087102134761894,0.157678432438798,56.27542,1.378926669275303
51095080308,Census Tract 803.08,James City County,Virginia,7.1681904109589,0.008121277747699,0.128957567,30.0,0.3,396.8990607021177,10.752531719304812,0.001809982057326,0.064387498888342,0.094873170662032,0.138886158762353,56.27542,1.059526013914652
51095080402,Census Tract 804.02,James City County,Virginia,7.22301726027397,0.043793793793794,0.135875107,30.0,0.3,458.40783130245137,32.10858424129584,0.0005507108811,0.055829367405654,0.058798546923297,1.067037015619551,56.29903,0.618291913853514
51095080403,Census Tract 804.03,James City County,Virginia,7.22053506849315,0.029004614370468,0.122568746,30.0,0.3,1304.1209806263976,42.7908074669884,0.000644257124499,0.04276207385443,0.067438546797468,0.739041370673259,56.33914,0.642637535502901
51095080404,Census Tract 804.04,James City County,Virginia,7.22053506849315,0.047652417659425,0.122568746,30.0,0.3,626.3395743244804,25.33786001244804,0.003348575564665,0.05011460804157,0.073748595214781,0.28631944258545,56.33914,0.240580113945727
51097950400,Census Tract 9504,King And Queen County,Virginia,7.13105616438356,0.156679494227597,0.093077875,30.0,0.3,1782.8482166601077,2.966421316287601,0.022055665108895,0.026575935247978,0.121130315788949,0.034889848404043,57.29202,0.085646680958491
51097950500,Census Tract 9505,King And Queen County,Virginia,7.09184575342466,0.283527250459277,0.09515907,30.0,0.3,157.52150254906834,11.099136665807452,0.011152680437888,0.032555874571429,0.161653613251553,0.055186004798137,56.35626,0.052950703875776
51099040100,Census Tract 401,King George County,Virginia,7.40909178082192,0.150636802810715,0.12729589,30.0,0.3,22.268559924348207,18.780689781984183,0.001897519743324,0.34447279030253,0.028684825641427,0.346614771300597,58.69823,0.398913664591005
51099040200,Census Tract 402,King George County,Virginia,7.41729452054795,0.05740011254924,0.127314478,30.0,0.3,21.522572750383823,11.928553487620288,0.000215416016998,0.112668066501942,0.034986677168152,0.112668066501942,58.3297,0.354874450463788
51099040301,Census Tract 403.01,King George County,Virginia,7.57746849315069,0.050082553659879,0.13822789,30.0,0.3,15.038553799724305,14.801258798114738,0.0006864529627,0.060866313820393,0.049483793355362,0.058840722310156,57.93036,0.257580543082506
51099040302,Census Tract 403.02,King George County,Virginia,7.57746849315069,0.073961499493414,0.13822789,30.0,0.3,12.755535325498862,7.188889098106598,0.001325771108222,0.080704729429639,0.080348591531687,0.050469118071498,57.93036,0.090214770235619
51099040400,Census Tract 404,King George County,Virginia,7.4732695890411,0.080158337456705,0.128059407,30.0,0.3,18.17972605030042,25.910183500899432,0.00239155903279,0.06230673128998,0.04679703354259,0.058561809927826,57.98972,0.434637201140136
51099040500,Census Tract 405,King George County,Virginia,7.32379205479452,0.225712198685171,0.108791358,30.0,0.3,23.952125703111463,4.926489748603454,0.000326259078179,0.082310590802512,0.032588779922135,0.082378978316484,58.22919,0.289366112544113
51101950101,Census Tract 9501.01,King William County,Virginia,7.5172104109589,0.100852985449071,0.124161583,30.0,0.3,8405.076894055324,8.737213339615703,0.00128126310351,0.032508602183224,0.099875645233789,0.043970337141582,57.91059,0.175118792826294
51101950102,Census Tract 9501.02,King William County,Virginia,7.39063342465753,0.042113627334128,0.109921335,30.0,0.3,5949.7527052244095,5.767980361301403,0.021380734943002,0.028121611075201,0.182027623839749,0.036698217935542,57.59457,0.258499985627872
51101950200,Census Tract 9502,King William County,Virginia,7.27232849315068,0.180082987551867,0.100662997,30.0,0.3,2569.5708057198744,1.274505619920188,0.021263446071987,0.022888022926448,0.09269000143975,0.038898826159624,57.36388,0.020545056691706
51101950300,Census Tract 9503,King William County,Virginia,7.19361342465753,0.244178728760226,0.099874577,30.0,0.3,1103.281333135366,29.62207930399259,0.022894213861499,0.029150320746366,1.616151789860644,0.057057714699345,56.50101,1.829813756683671
51103030100,Census Tract 301,Lancaster County,Virginia,6.77014136986301,0.19753086419753,0.082200191,20.0,0.3,43.795571234840686,0.34939551622549,0.001865284433211,0.02326974190625,0.040046026864583,0.032190177529412,57.61385,0.109324096810662
51103030200,Census Tract 302,Lancaster County,Virginia,6.71975698630137,0.216459494213459,0.09417686,20.0,0.3,22.20425072709049,0.199338812350423,0.001833042997437,0.02003284813253,0.028348672981287,0.024084223463727,59.94703,0.308617130874135
51103030301,Census Tract 303.01,Lancaster County,Virginia,6.71931424657534,0.193052772211088,0.101975625,30.0,0.3,14.470864008582872,0.103358221469204,0.001436618460691,0.022232950155233,0.025123744749624,0.02422825218678,60.98343,0.102548304391587
51103030302,Census Tract 303.02,Lancaster County,Virginia,6.71931424657534,0.312395309882747,0.101975625,30.0,0.3,24.866484185469552,0.356289563638019,0.00151405236938,0.0220213833893,0.027592418351736,0.023605845025612,60.98343,0.405147928338076
51103990100,Census Tract 9901,Lancaster County,Virginia,,0.0,,,,,,,0.0,0.0,0.0,,
51109950101,Census Tract 9501.01,Louisa County,Virginia,7.38870684931507,0.059228650137741,0.095913465,30.0,0.3,6.98585693804139,0.066194262424242,2.111745809e-06,0.031758465031042,0.031448185780488,0.029081405005913,56.2221,0.062360686260902
