FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
51199,"York County, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51199,"York County, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51550,"Chesapeake City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51570,"Colonial Heights City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51590,"Danville City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51595,"Emporia City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51620,"Franklin City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51630,"Fredericksburg City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51650,"Hampton City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51670,"Hopewell City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51680,"Lynchburg City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51690,"Martinsville City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51700,"Newport News City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51710,"Norfolk City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51730,"Petersburg City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51735,"Poquoson City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51740,"Portsmouth City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51760,"Richmond City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51800,"Suffolk City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51810,"Virginia Beach City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,All,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,All,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,All,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,White NH,All,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,White NH,Female,,,,,,,,,,,,,,,,,,,,
51830,"Williamsburg City, Virginia County",VA,Incidence,White NH,Male,,,,,,,,,,,,,,,,,,,,
