FIPS,County,State,Met_Breast_Screen,Met_Cervical_Screen,Met_Colon_Screen,Currently_Smoke,BMI_Obese,Physically_Inactive,Binge_Drinking,Sleep_Debt,Cancer_Prevalence,Bad_Health,Poor_Physical,Poor_Mental,Depression,Diabetes_DX,High_BP,BP_Medicine,CHD,Had_Stroke,Kidney_Disease,Asthma,COPD,No_Teeth,Recent_Checkup,Recent_Dentist
51710006200,Norfolk County,Virginia,81.7,82.4,74.2,19.9,43.0,26.5,17.2,41.5,6.1,19.3,12.5,18.1,21.8,12.8,36.1,79.0,5.7,3.5,3.2,11.8,7.4,14.9,79.2,60.1
51710006400,Norfolk County,Virginia,84.7,83.6,76.1,20.7,48.4,30.1,14.3,44.9,6.5,23.9,14.1,17.7,19.3,17.7,44.7,83.2,6.8,4.9,4.2,12.8,8.4,17.5,82.9,57.1
51710006501,Norfolk County,Virginia,81.3,82.4,74.2,18.5,41.3,22.1,20.4,40.2,4.2,15.7,10.4,18.8,23.0,8.9,28.1,71.5,3.7,2.2,2.2,11.7,5.6,11.1,76.1,62.4
51710006502,Norfolk County,Virginia,83.2,85.0,75.8,14.8,39.5,18.7,19.9,37.3,5.3,13.3,9.7,16.2,22.0,9.2,29.5,75.4,4.1,2.3,2.4,10.9,5.3,8.3,77.7,69.0
51710006601,Norfolk County,Virginia,81.1,85.8,76.5,15.3,38.8,19.7,18.7,36.7,7.2,13.6,10.4,15.0,21.2,10.0,32.9,79.4,5.3,2.8,2.8,10.5,6.2,8.7,79.4,70.6
51710006602,Norfolk County,Virginia,79.2,83.4,75.3,16.6,37.0,22.3,18.5,35.8,7.8,15.6,11.5,16.0,22.5,10.5,33.1,80.2,6.0,3.2,3.1,10.7,7.3,11.1,78.4,67.8
51710006603,Norfolk County,Virginia,79.2,82.2,74.8,18.5,38.9,25.1,17.3,37.3,7.8,17.9,12.6,16.4,22.1,12.3,35.9,81.3,6.8,3.6,3.4,10.8,8.2,12.7,78.8,64.1
51710006604,Norfolk County,Virginia,80.6,82.6,72.4,19.3,41.1,25.1,17.8,39.5,6.1,18.5,12.3,17.6,22.3,11.7,33.8,77.8,5.6,3.2,3.0,11.5,7.4,13.3,78.1,61.7
51710006605,Norfolk County,Virginia,80.6,81.3,75.8,14.9,37.8,22.5,17.3,36.8,7.1,16.1,11.1,16.6,21.6,11.2,33.4,79.6,6.0,3.2,3.2,11.2,6.8,11.4,79.4,66.2
51710006606,Norfolk County,Virginia,81.6,81.3,76.2,16.1,39.2,23.8,17.0,38.5,6.3,17.1,11.2,16.9,20.9,11.5,33.5,78.8,5.5,3.2,3.0,11.4,6.6,12.0,79.3,64.1
51710006607,Norfolk County,Virginia,80.9,82.6,75.8,16.4,39.2,24.4,16.0,39.3,7.2,17.0,11.5,15.5,19.6,13.0,36.7,81.6,6.1,3.5,3.3,10.7,6.9,10.9,80.5,65.2
51710006800,Norfolk County,Virginia,81.0,84.0,75.7,16.2,38.6,21.9,18.3,37.7,6.9,15.4,10.9,16.0,21.5,10.9,33.2,79.4,5.3,3.0,3.0,10.9,6.6,10.1,79.0,67.5
51710006901,Norfolk County,Virginia,83.0,83.2,76.8,16.3,41.6,23.9,17.2,42.0,5.3,16.7,10.6,17.1,19.7,11.6,33.6,77.7,4.4,3.0,2.9,11.8,5.6,11.8,80.0,63.9
51710006902,Norfolk County,Virginia,80.7,82.6,76.0,15.5,37.7,24.2,16.1,36.4,8.6,17.8,12.2,15.4,20.7,12.7,37.6,82.8,7.1,4.0,3.8,11.0,7.9,12.5,80.6,66.2
51710007001,Norfolk County,Virginia,84.7,81.6,73.5,17.7,41.7,22.5,20.9,43.2,3.1,15.2,9.3,20.2,22.3,7.5,25.6,66.3,2.6,2.0,2.0,12.4,4.3,13.9,76.3,60.4
51710007002,Norfolk County,Virginia,83.5,85.1,80.5,14.8,42.9,23.8,15.3,41.4,7.4,17.6,11.2,14.8,17.7,14.6,41.3,83.3,6.0,4.1,3.8,11.5,6.5,11.4,83.3,66.7
51730810100,Petersburg County,Virginia,82.8,80.4,68.8,25.9,49.8,38.1,11.3,47.1,4.8,30.9,16.3,22.2,21.9,19.0,47.7,78.3,6.5,5.1,4.0,14.3,9.7,28.5,80.0,48.9
51730810300,Petersburg County,Virginia,82.9,82.2,70.8,23.3,47.4,33.6,12.0,43.8,5.6,27.9,15.5,19.4,21.3,18.7,48.1,79.9,6.9,5.0,4.0,13.2,9.7,22.5,79.7,54.4
51730810400,Petersburg County,Virginia,83.5,79.2,69.5,27.2,50.5,39.9,10.6,46.7,5.4,34.7,18.0,21.9,21.6,22.3,51.8,80.3,8.3,6.3,4.7,14.4,11.4,32.0,80.5,46.4
51730810500,Petersburg County,Virginia,83.7,82.7,74.1,19.9,46.5,32.7,11.4,44.3,5.7,26.4,14.2,19.2,20.1,18.3,47.7,80.3,6.5,5.2,4.2,13.6,8.4,22.6,81.4,56.8
51730810600,Petersburg County,Virginia,83.0,79.8,70.4,26.2,50.8,42.7,9.0,46.8,6.7,36.9,19.1,20.5,20.1,25.7,56.7,83.8,9.7,7.6,5.7,14.5,12.7,32.6,82.9,46.3
51730810700,Petersburg County,Virginia,82.4,81.1,71.4,26.4,50.9,42.2,9.3,46.3,7.1,36.1,19.1,19.6,20.0,25.7,57.7,84.6,10.0,7.6,5.7,13.8,12.9,30.6,83.0,47.8
51730810900,Petersburg County,Virginia,83.3,84.1,74.3,19.2,44.5,31.1,11.7,42.4,6.6,24.2,13.7,17.1,19.1,17.2,48.0,81.2,6.9,4.8,4.0,12.2,8.3,19.0,81.2,60.0
51730811000,Petersburg County,Virginia,83.2,84.4,75.5,15.9,41.4,25.7,13.1,40.1,6.3,19.4,11.8,16.7,20.0,14.2,42.7,79.3,5.7,3.8,3.5,12.0,6.9,14.1,80.2,65.6
51730811100,Petersburg County,Virginia,83.7,84.8,77.4,14.2,39.9,25.6,12.9,39.4,6.9,18.9,11.2,15.5,18.5,14.3,43.7,80.9,5.9,4.2,3.7,11.5,6.5,14.0,81.0,67.4
51730811200,Petersburg County,Virginia,82.8,82.5,73.9,19.2,43.3,29.5,13.4,41.6,5.4,22.9,13.0,18.7,21.2,14.9,41.9,77.5,5.6,4.0,3.5,12.6,7.6,18.3,78.3,59.4
51730811300,Petersburg County,Virginia,83.7,82.4,71.2,22.1,47.1,32.7,12.2,43.9,5.7,26.8,14.7,18.5,19.8,18.4,48.5,79.5,6.9,4.9,4.0,12.5,8.9,22.2,80.0,54.9
51735340100,Poquoson County,Virginia,79.5,88.1,77.8,10.0,31.4,15.6,17.0,29.0,8.4,10.5,8.7,11.9,20.2,9.0,32.9,80.1,5.1,2.5,2.7,9.2,5.3,5.6,76.7,78.0
51735340200,Poquoson County,Virginia,78.3,85.5,74.5,13.1,33.0,19.4,16.8,30.7,8.0,13.3,10.2,14.0,21.9,9.8,33.6,79.7,5.7,2.9,2.9,9.7,6.5,8.6,75.4,72.4
51735340300,Poquoson County,Virginia,76.7,85.2,70.4,17.7,35.4,21.4,18.8,33.4,6.5,15.1,11.3,16.4,24.1,9.2,31.3,75.4,5.1,2.7,2.6,10.4,7.1,11.5,72.3,67.5
51740210200,Portsmouth County,Virginia,81.1,82.9,72.0,19.1,45.5,25.6,16.9,40.9,5.3,17.9,11.7,17.9,23.7,11.7,35.2,74.9,4.8,2.9,2.6,11.8,7.0,12.5,76.1,61.0
51740210300,Portsmouth County,Virginia,80.5,83.5,73.3,17.3,44.8,26.7,15.1,40.3,6.7,18.8,12.1,16.7,22.2,13.2,39.0,78.5,5.9,3.6,3.2,11.8,7.5,13.0,78.6,62.2
51740210400,Portsmouth County,Virginia,80.8,85.9,77.0,12.9,40.4,20.3,16.2,36.1,7.5,13.8,10.0,13.4,20.7,11.4,36.8,79.6,5.3,3.0,2.9,10.3,6.1,7.5,78.7,71.7
51740210500,Portsmouth County,Virginia,84.4,74.0,67.8,26.6,56.5,42.2,10.7,50.9,4.0,33.0,16.8,26.5,25.1,18.8,43.7,75.0,5.7,4.9,3.8,17.0,9.7,31.3,81.3,40.6
51740210600,Portsmouth County,Virginia,80.4,85.0,75.0,15.7,43.0,22.8,17.0,38.9,6.2,15.7,10.7,15.7,22.2,11.5,35.4,77.0,4.9,2.9,2.8,11.1,6.4,10.5,77.1,66.6
51740210900,Portsmouth County,Virginia,81.1,82.4,74.5,16.2,44.0,24.2,16.9,40.1,5.8,17.2,10.9,16.0,20.7,12.0,36.8,75.5,5.2,3.1,2.9,11.0,6.6,11.6,77.2,62.5
51740211100,Portsmouth County,Virginia,83.1,84.2,76.9,21.1,53.8,35.6,11.2,47.8,6.3,27.9,15.0,17.8,19.3,21.0,50.1,82.3,6.8,5.5,4.5,13.9,9.1,19.7,83.2,52.5
51740211400,Portsmouth County,Virginia,82.5,82.0,74.4,21.8,54.0,40.1,10.3,48.3,6.9,32.0,16.6,18.6,19.1,23.5,52.8,83.3,8.4,6.9,5.4,14.2,10.5,25.1,83.7,48.1
51740211500,Portsmouth County,Virginia,79.2,80.6,69.9,24.2,48.7,34.7,14.0,43.9,6.2,26.7,15.5,19.9,24.0,16.5,42.4,78.1,7.1,4.7,3.8,13.2,10.2,22.4,77.6,50.6
51740211600,Portsmouth County,Virginia,78.6,81.5,71.7,19.8,43.8,27.3,16.6,39.4,6.4,19.1,12.6,17.9,24.4,12.2,36.3,76.5,6.0,3.3,3.0,11.5,8.3,14.2,75.8,60.0
51740211700,Portsmouth County,Virginia,83.3,83.0,72.4,22.5,54.5,38.0,11.2,48.5,6.5,30.0,16.1,18.1,19.0,22.6,52.2,82.9,7.9,6.2,4.9,13.6,9.9,23.3,83.0,49.7
51740211800,Portsmouth County,Virginia,83.9,78.9,68.9,28.7,58.4,44.8,10.1,51.1,5.4,36.9,18.8,22.6,22.0,24.7,52.3,81.2,8.1,6.6,4.9,15.7,12.0,31.8,82.5,40.0
51740211900,Portsmouth County,Virginia,83.1,83.9,74.7,19.8,51.9,33.9,12.2,47.7,5.7,26.0,13.7,17.7,18.5,19.0,47.3,80.5,6.4,5.1,4.2,13.4,8.0,20.7,82.2,53.2
51740212000,Portsmouth County,Virginia,84.1,84.0,73.6,21.7,54.2,34.8,12.2,49.3,5.2,26.6,14.1,18.2,18.7,19.4,48.0,80.2,6.0,4.9,3.9,13.6,8.0,20.6,82.3,51.9
51740212100,Portsmouth County,Virginia,83.4,79.5,71.3,26.3,57.6,43.3,9.7,50.1,6.4,35.8,18.6,20.4,20.5,26.3,55.0,83.7,9.1,7.1,5.4,15.0,12.2,28.5,83.7,43.4
51740212300,Portsmouth County,Virginia,80.4,80.6,69.7,21.6,48.2,30.0,15.8,44.0,4.7,21.3,12.8,19.9,23.7,12.7,36.5,73.4,4.8,3.1,2.8,12.7,7.5,16.2,76.6,54.5
51740212400,Portsmouth County,Virginia,82.2,80.2,69.9,23.8,52.4,33.9,13.9,46.9,4.7,25.5,14.5,21.7,24.0,15.7,40.9,75.5,5.4,3.8,3.2,14.1,8.6,19.7,78.6,49.7
51740212500,Portsmouth County,Virginia,79.3,81.6,71.4,20.9,46.6,29.9,15.0,41.4,6.4,22.0,13.8,18.2,23.5,14.6,40.2,78.3,6.4,3.9,3.4,12.2,9.0,15.8,77.5,57.2
51740212600,Portsmouth County,Virginia,80.3,84.4,74.4,16.8,44.0,24.0,17.1,40.8,5.5,16.8,10.8,16.5,21.8,11.2,34.9,74.7,4.5,2.9,2.7,11.7,6.3,11.1,76.9,63.6
51740212701,Portsmouth County,Virginia,84.4,85.3,78.4,16.6,49.7,30.2,13.3,45.2,6.2,22.8,12.3,14.8,16.2,18.4,47.2,81.2,6.3,4.9,4.1,11.8,7.0,16.2,81.8,58.0
51740212702,Portsmouth County,Virginia,84.6,88.1,80.6,12.3,47.1,26.9,11.6,43.5,7.7,19.2,10.8,12.6,14.6,17.8,49.4,84.5,6.2,5.0,4.4,11.5,6.0,12.1,85.2,66.4
51740212801,Portsmouth County,Virginia,80.1,81.0,72.3,20.2,46.9,29.7,15.2,42.9,5.6,20.8,12.7,19.0,23.2,13.2,37.9,76.2,5.4,3.4,3.0,12.5,7.9,15.3,77.7,57.0
51740212802,Portsmouth County,Virginia,78.2,83.3,75.8,15.6,41.8,26.5,14.0,36.8,9.0,18.6,12.5,14.4,21.1,14.6,42.6,82.9,7.7,4.1,3.8,10.7,8.7,12.0,80.1,65.6
51740212900,Portsmouth County,Virginia,77.9,83.7,74.8,16.3,40.5,23.1,17.6,37.0,7.2,15.3,11.0,15.8,23.4,10.4,34.3,77.2,5.5,2.9,2.8,10.7,7.1,10.4,76.1,67.0
51740213001,Portsmouth County,Virginia,80.2,85.9,77.6,12.3,38.7,20.6,16.7,35.9,7.4,13.6,9.5,13.4,19.9,10.8,35.6,79.1,5.3,2.9,2.9,10.1,5.8,8.3,78.3,71.5
51740213002,Portsmouth County,Virginia,80.5,85.9,78.6,11.8,38.6,21.0,15.0,34.8,8.9,14.0,10.2,13.0,20.2,11.6,38.3,81.4,6.2,3.3,3.3,10.2,6.5,7.9,80.0,72.4
51740213101,Portsmouth County,Virginia,84.0,81.2,74.0,18.3,48.4,28.1,15.4,45.3,4.0,19.7,11.2,19.7,21.9,12.4,35.6,72.4,4.0,3.0,2.6,13.1,5.9,15.4,78.1,56.5
51740213103,Portsmouth County,Virginia,82.1,84.3,74.8,16.1,45.6,24.8,15.6,41.7,5.5,16.9,10.8,16.6,21.2,12.3,36.8,76.5,4.7,3.0,2.8,11.8,6.1,10.8,78.6,63.3
51740213104,Portsmouth County,Virginia,84.7,88.0,77.4,14.1,46.6,21.6,16.4,44.4,4.3,14.4,8.9,15.1,18.3,10.8,35.3,74.1,3.1,2.5,2.4,11.7,4.2,9.1,79.7,67.2
51740213200,Portsmouth County,Virginia,83.7,82.8,74.9,15.4,44.3,26.7,15.6,41.8,5.6,18.9,11.0,16.7,19.8,13.6,38.0,77.4,5.3,3.7,3.3,11.6,6.2,14.9,78.3,60.6
51740980100,Portsmouth County,Virginia,,58.0,,13.3,35.3,20.3,24.8,38.7,0.9,13.0,7.0,23.1,23.9,2.9,15.8,31.8,1.1,0.8,0.9,10.8,2.7,,66.8,56.5
51760010200,Richmond City,Virginia,80.6,86.2,76.0,11.7,26.0,21.2,16.0,28.5,10.9,16.5,11.4,13.8,19.2,12.0,39.9,83.4,8.0,4.6,4.3,9.7,7.6,11.7,79.0,70.6
51760010300,Richmond City,Virginia,83.3,79.8,71.9,25.6,43.9,37.3,13.0,43.4,6.2,33.8,18.1,22.6,20.9,23.3,50.8,82.7,8.4,6.8,5.2,14.4,11.6,28.9,80.7,45.1
51760010401,Richmond City,Virginia,82.6,87.2,75.0,13.0,30.6,16.4,21.0,32.2,5.6,13.0,9.3,16.2,21.5,9.5,31.1,75.1,4.0,2.5,2.5,10.6,5.1,8.5,74.7,70.8
51760010402,Richmond City,Virginia,82.7,85.6,76.4,12.5,29.9,18.8,18.3,32.0,7.1,15.0,10.1,15.1,19.3,11.7,36.5,79.8,5.6,3.4,3.2,10.4,5.9,10.3,77.3,69.7
51760010500,Richmond City,Virginia,83.2,85.8,77.5,15.3,35.2,25.1,15.2,37.1,7.4,21.0,12.3,15.9,17.4,16.9,45.6,83.4,6.8,5.2,4.4,11.5,7.2,15.5,80.8,62.9
51760010600,Richmond City,Virginia,84.1,86.5,75.5,15.2,35.3,23.5,16.9,37.2,6.6,19.8,11.6,16.0,17.3,15.9,43.5,81.7,6.2,4.6,4.0,11.2,6.5,15.3,79.4,62.8
51760010700,Richmond City,Virginia,84.5,86.3,76.4,16.9,37.3,25.7,16.0,39.4,6.2,21.8,12.4,17.2,17.6,16.6,44.3,81.2,6.0,4.8,4.1,12.0,6.9,17.1,80.0,59.8
51760010800,Richmond City,Virginia,82.7,83.8,72.8,21.9,41.2,32.4,14.2,41.7,6.4,28.8,15.7,19.5,18.7,20.8,49.3,82.5,7.7,6.1,4.9,13.0,9.5,23.7,80.5,51.0
51760010900,Richmond City,Virginia,83.4,81.9,70.3,25.6,44.0,35.0,14.3,43.3,5.7,31.6,17.0,21.7,20.2,22.2,49.6,81.7,7.8,6.1,4.8,13.5,10.5,26.9,79.6,46.1
51760011000,Richmond City,Virginia,84.0,85.0,74.0,18.3,38.3,25.9,16.9,40.5,5.4,22.0,12.5,18.8,18.7,15.9,42.2,79.1,5.5,4.4,3.8,12.4,6.8,18.2,78.7,57.9
51760011100,Richmond City,Virginia,85.1,81.9,73.8,14.2,33.6,22.7,18.4,38.0,4.2,18.6,10.5,21.1,20.2,12.3,33.9,74.1,4.4,3.5,3.1,12.6,5.4,17.8,76.9,59.9
51760020100,Richmond City,Virginia,82.8,76.4,62.8,33.4,47.2,43.3,12.6,46.7,4.5,39.9,20.8,29.8,25.8,22.3,47.4,77.9,7.5,6.6,4.8,17.2,13.2,40.4,78.6,35.0
51760020200,Richmond City,Virginia,83.0,76.0,63.9,33.8,47.7,44.3,12.4,46.5,4.7,40.6,20.9,29.0,25.0,23.2,48.5,78.7,8.1,6.8,4.9,16.6,13.4,40.8,78.8,34.3
51760020300,Richmond City,Virginia,83.2,83.1,73.2,23.0,41.6,33.0,14.4,42.1,6.3,29.8,16.1,19.8,18.9,21.4,49.9,82.4,8.0,6.3,4.9,13.0,9.9,25.4,80.0,49.6
51760020400,Richmond City,Virginia,82.4,75.8,62.3,34.6,46.9,41.4,15.5,46.5,4.0,38.8,19.6,27.3,22.7,21.2,46.9,74.7,7.5,6.0,4.3,14.7,12.1,41.2,75.5,33.2
51760020500,Richmond City,Virginia,84.7,80.4,75.2,10.1,25.1,13.3,26.0,30.3,2.9,9.2,6.4,18.2,22.7,5.2,19.5,61.6,2.1,1.4,1.5,10.1,2.9,7.9,68.3,70.2
51760020600,Richmond City,Virginia,83.3,83.4,75.4,13.3,28.7,17.0,23.2,32.0,4.4,13.2,8.7,18.0,22.8,8.7,27.5,72.2,3.6,2.4,2.4,10.7,4.6,12.1,71.2,67.1
51760020700,Richmond City,Virginia,83.6,82.9,73.1,21.2,39.4,29.7,15.7,39.8,5.9,27.1,14.9,19.1,19.3,19.6,46.7,81.5,7.4,5.6,4.5,12.5,9.1,22.9,78.4,52.4
51760020800,Richmond City,Virginia,83.8,85.4,77.2,11.7,28.5,15.1,23.0,31.1,4.9,11.7,8.2,16.2,21.6,8.7,28.4,73.6,3.6,2.3,2.3,10.2,4.3,8.2,72.4,70.8
51760020900,Richmond City,Virginia,83.2,84.3,73.9,20.1,39.2,29.1,15.6,40.3,6.0,25.6,14.1,18.8,18.8,18.5,45.9,81.3,6.7,5.3,4.3,12.5,8.3,21.2,79.2,54.4
51760021000,Richmond City,Virginia,82.4,78.7,67.2,25.3,40.6,30.5,17.3,41.6,4.1,26.2,14.8,25.0,24.6,14.8,38.1,73.6,5.2,3.9,3.2,14.1,8.6,22.8,75.1,47.6
51760021100,Richmond City,Virginia,83.6,82.3,72.4,22.5,40.4,29.3,16.4,41.3,5.0,25.3,14.4,21.9,22.1,16.6,41.8,78.2,5.6,4.4,3.7,13.5,8.4,20.9,77.5,52.1
51760021200,Richmond City,Virginia,82.3,81.2,68.5,26.7,42.4,34.9,14.9,42.2,5.6,31.5,17.2,22.9,22.1,20.0,46.5,79.9,7.4,5.7,4.4,13.9,10.9,27.7,77.9,45.7
51760030100,Richmond City,Virginia,82.2,70.9,62.0,41.1,51.2,50.8,11.3,48.4,4.5,48.8,25.3,33.0,27.7,27.3,51.7,78.9,9.9,8.0,5.5,18.3,17.5,49.7,78.4,26.8
51760030200,Richmond City,Virginia,84.8,73.1,70.5,15.7,30.0,20.9,22.4,34.9,2.4,16.3,9.7,25.7,26.4,7.7,23.3,61.4,2.8,2.0,1.9,12.5,4.7,18.8,69.2,56.0
51760030500,Richmond City,Virginia,83.2,66.4,69.0,12.0,24.3,17.7,22.4,31.9,2.3,12.8,7.7,21.8,23.0,6.3,20.0,60.0,2.5,1.6,1.6,10.7,3.6,13.3,67.8,61.2
51760040200,Richmond City,Virginia,85.4,70.1,73.3,11.2,25.8,17.3,23.4,32.8,2.1,12.8,7.7,24.4,24.9,5.7,19.3,57.7,2.1,1.6,1.6,12.2,3.3,14.8,69.6,63.0
51760040300,Richmond City,Virginia,76.8,49.2,69.0,13.3,24.2,23.0,21.0,33.1,1.0,16.7,9.2,34.4,32.3,3.3,13.9,33.1,1.4,1.0,1.1,14.3,3.8,22.1,67.0,50.9
51760040400,Richmond City,Virginia,81.1,70.3,74.0,10.9,24.2,17.0,22.2,28.5,3.8,13.1,8.8,23.1,27.1,7.2,22.0,67.9,3.7,2.1,2.1,11.6,4.9,12.4,69.6,65.3
51760040500,Richmond City,Virginia,82.5,80.2,77.1,9.3,23.4,12.6,25.8,27.2,4.2,9.2,6.9,17.5,23.9,5.9,21.1,68.3,3.0,1.6,1.8,9.8,3.6,7.0,68.8,73.0
51760040600,Richmond City,Virginia,82.5,79.0,74.2,9.5,23.0,12.2,27.8,27.7,2.7,8.3,6.2,19.4,25.4,4.1,16.4,56.8,2.0,1.1,1.3,10.0,2.9,7.1,66.0,70.9
51760040700,Richmond City,Virginia,81.2,82.7,76.3,8.9,22.7,11.6,26.7,26.9,4.3,8.1,6.4,16.7,23.7,4.9,19.3,65.5,2.6,1.4,1.6,9.6,3.2,6.2,68.4,75.2
51760040800,Richmond City,Virginia,82.0,84.9,75.9,10.2,24.7,12.7,25.8,28.2,4.8,9.0,7.1,16.2,23.1,6.0,22.3,68.9,3.1,1.7,1.9,9.6,3.7,6.7,69.6,74.2
51760040900,Richmond City,Virginia,82.8,83.1,76.9,8.7,23.0,11.3,27.4,27.2,3.8,7.9,6.1,16.5,23.1,5.0,19.4,65.4,2.5,1.4,1.6,9.5,2.9,6.2,68.1,75.2
51760041000,Richmond City,Virginia,82.7,83.0,79.5,6.5,20.7,9.3,27.4,24.9,4.2,6.3,5.4,15.3,22.7,4.4,18.1,66.0,2.4,1.2,1.5,9.1,2.6,3.8,68.6,79.4
51760041100,Richmond City,Virginia,82.7,76.1,73.8,10.9,23.9,14.0,26.7,29.2,2.7,10.2,7.0,21.0,25.5,4.9,18.0,59.0,2.3,1.4,1.5,10.6,3.4,10.5,66.7,67.8
51760041200,Richmond City,Virginia,80.4,74.5,69.6,13.5,25.8,15.9,25.9,30.0,2.9,11.9,8.4,23.1,27.9,5.3,18.9,58.3,2.6,1.4,1.5,11.1,4.3,10.7,66.4,64.1
51760041300,Richmond City,Virginia,84.5,80.3,74.8,16.0,34.6,25.2,17.4,37.0,5.3,21.2,12.1,20.2,20.8,15.2,38.5,79.2,5.5,4.4,3.7,12.4,6.8,18.6,76.6,57.9
51760041400,Richmond City,Virginia,84.1,83.5,76.0,14.0,30.9,19.8,20.8,34.2,5.3,15.8,9.9,17.6,20.5,11.2,33.5,76.9,4.4,3.3,3.0,11.0,5.4,13.1,74.6,65.8
51760041600,Richmond City,Virginia,83.6,87.6,80.6,10.0,28.1,15.4,20.6,30.7,6.9,11.9,8.3,13.5,18.4,10.6,34.3,79.9,4.6,3.1,3.1,9.7,4.5,7.8,76.4,74.4
51760050100,Richmond City,Virginia,81.2,85.5,78.8,10.1,24.6,14.3,22.4,27.3,7.2,10.7,8.2,15.1,22.4,7.9,28.2,76.6,4.6,2.5,2.7,9.6,4.9,7.2,73.0,74.8
51760050200,Richmond City,Virginia,81.5,89.1,79.3,7.7,22.4,10.3,25.6,25.8,6.1,7.1,6.2,13.3,21.3,5.4,22.4,71.3,3.2,1.7,2.0,8.8,3.2,4.5,71.1,80.1
51760050300,Richmond City,Virginia,82.5,86.4,80.5,7.3,22.3,10.6,24.1,25.3,6.3,7.4,6.3,14.0,22.2,5.7,23.0,73.2,3.3,1.7,2.0,9.3,3.4,4.1,72.1,79.8
51760050400,Richmond City,Virginia,82.4,89.8,80.3,6.9,23.0,10.6,22.7,25.3,7.4,7.5,6.5,12.0,19.8,6.7,26.9,76.7,3.9,2.0,2.4,8.7,3.5,4.0,74.5,81.6
51760050500,Richmond City,Virginia,79.9,79.0,79.2,7.2,18.9,10.9,27.8,25.8,3.7,7.2,5.9,19.6,25.2,3.8,15.7,63.5,2.3,1.2,1.4,10.2,2.9,6.5,68.1,77.9
51760050600,Richmond City,Virginia,81.6,89.7,80.4,6.8,23.1,11.3,19.1,23.8,9.5,8.6,7.5,10.7,19.0,8.4,32.2,80.9,5.3,2.5,2.8,8.6,4.4,3.9,77.8,82.7
51760060200,Richmond City,Virginia,82.8,82.6,69.2,25.4,42.5,33.5,15.2,42.7,5.4,30.0,15.9,20.7,19.6,20.0,47.6,80.4,7.2,5.6,4.4,12.9,9.6,25.9,78.4,47.3
51760060400,Richmond City,Virginia,83.0,81.7,70.7,22.2,39.9,31.3,15.5,40.7,5.7,27.3,15.0,21.0,20.5,18.4,44.7,80.1,6.9,5.3,4.3,13.1,9.0,24.2,78.3,50.8
51760060500,Richmond City,Virginia,82.4,85.0,74.1,14.7,32.0,20.1,19.4,33.6,6.0,16.2,10.6,17.1,21.1,11.7,34.9,77.3,5.1,3.3,3.1,11.0,6.1,12.4,75.5,65.7
51760060600,Richmond City,Virginia,81.8,87.2,75.3,12.4,27.6,15.0,22.4,29.4,6.2,11.6,8.9,15.5,22.6,8.2,28.6,74.2,4.2,2.4,2.5,10.0,5.1,7.8,72.7,72.7
51760060700,Richmond City,Virginia,82.8,79.4,68.8,27.1,43.1,35.0,15.2,44.1,4.5,30.7,16.4,24.9,22.7,18.3,43.5,77.1,6.2,5.0,3.9,14.6,9.8,27.9,77.6,44.2
51760060800,Richmond City,Virginia,81.2,78.4,64.7,29.8,43.3,38.4,15.7,42.4,4.5,34.9,18.3,25.2,23.7,19.1,42.6,76.2,7.0,5.1,4.0,14.1,11.2,32.4,74.5,39.5
51760060900,Richmond City,Virginia,77.0,76.4,64.6,29.0,39.4,37.8,17.6,39.1,4.8,34.1,18.2,24.0,24.1,17.2,38.9,74.6,7.4,4.8,3.9,12.9,11.3,31.6,70.9,39.9
51760061000,Richmond City,Virginia,84.4,80.2,73.5,15.2,32.1,20.4,21.3,35.7,3.6,16.1,9.6,20.6,22.1,9.8,29.2,70.3,3.5,2.6,2.4,11.8,4.8,15.0,72.7,60.8
51760070100,Richmond City,Virginia,81.1,86.8,78.7,10.1,26.1,16.0,18.5,27.9,9.0,12.3,9.4,13.2,19.6,10.3,35.1,81.3,6.0,3.2,3.3,9.5,5.8,7.2,77.4,75.2
51760070300,Richmond City,Virginia,80.7,84.9,77.0,12.8,29.3,19.7,18.3,31.4,7.6,15.6,10.5,15.4,19.7,11.7,36.1,79.9,6.1,3.5,3.4,10.3,6.4,10.9,76.8,68.5
51760070400,Richmond City,Virginia,81.5,87.2,78.1,10.0,26.0,15.1,19.9,28.0,8.3,11.5,8.9,13.3,19.9,9.5,33.0,79.6,5.4,2.9,3.0,9.3,5.3,6.7,76.3,75.8
51760070601,Richmond City,Virginia,80.9,77.8,64.9,24.2,38.2,34.3,19.2,38.8,3.6,29.4,15.2,23.2,22.7,14.2,33.5,70.8,5.1,3.7,3.1,12.3,7.8,27.3,69.7,43.4
51760070602,Richmond City,Virginia,81.4,81.7,69.8,24.4,39.6,33.0,16.6,40.8,5.0,28.9,15.6,22.0,21.5,16.8,41.2,77.2,6.2,4.8,3.8,13.3,9.1,25.9,75.4,47.7
51760070700,Richmond City,Virginia,82.8,81.1,69.5,22.1,38.7,30.5,17.9,39.9,4.5,25.8,14.1,21.4,21.2,15.1,37.9,75.6,5.3,4.0,3.4,12.5,7.8,22.0,74.3,50.0
51760070801,Richmond City,Virginia,82.3,80.8,68.1,23.6,40.4,31.0,17.3,40.8,4.5,26.5,14.7,22.5,22.3,15.7,39.2,75.7,5.6,4.1,3.4,13.0,8.3,22.3,75.2,49.1
